x,AA,AB,BB,all
0.05,0.2715414785151416,1.5285825702417357,0.32712034880290536,0.42364237558811557
0.1,0.2898903824733562,0.9603667096658578,0.3738669128207764,0.3951020706976782
0.15000000000000002,0.21284072119022465,0.9996687863288385,0.501496215981642,0.4219814370477965
0.2,0.3668359989900101,0.8486866845651747,0.45978287382109606,0.45703864551839873
0.25,0.3696746947827005,0.6794238675788892,0.488972940992093,0.45442263276035527
0.3,0.28638332398036515,0.4864938616071802,0.5957266534149027,0.4458169872705328
0.35,0.48854636135296037,0.3637128514473004,0.5741403803492566,0.514622283382618
0.39999999999999997,0.4686799341650754,0.4086728352914137,0.6401190987464745,0.5399125609786203
0.44999999999999996,0.5607992891904855,0.5528226694377224,0.7771560124994785,0.6574804215538687
0.49999999999999994,0.7051990327036687,0.5165591697814074,0.7453323981542326,0.7044381273228981
0.5499999999999999,0.7172508238838087,0.8448656883492501,0.8604584854288612,0.794505111063935
0.6,0.5031039124638776,0.16366109015495128,0.4505342957183826,0.4455979880025851
0.65,0.5141586748697784,0.5073245418410754,0.5801735889370154,0.543193269023356
0.7000000000000001,0.578359819876595,0.29502766811284864,0.514330759295867,0.5212798342313604
0.7500000000000001,0.7329294026532512,0.2929204915942315,0.8284263926928999,0.7321377087281433
0.8000000000000002,1.028580268216332,0.06985356950000333,0.5887460304185039,0.7219458070838966
0.8500000000000002,1.137105816832914,0.19252879362057132,0.6802013598331991,0.8379785846920316
0.9000000000000002,1.538325552509298,0.225587718304927,0.8413298283738269,1.0511970475391388
0.9500000000000003,1.8715052636412837,0.24638331772313776,0.9045367377752814,1.2291231306041497
1.0000000000000002,2.09496460217647,0.23075014307563216,1.1354912623655062,1.4806228384092874
