x,AAA,AAB,ABB,BBB,all
0.05,1.1931352283084768,0,0,0.8965775551748174,0.9872039210205632
0.1,2.2848500354054466,0,0,0.4547812661758506,0.7557342833016142
0.15000000000000002,2.3690633266893255,0,0,0.6584051339667055,1.6488370061130457
0.2,1.5492803791132177,0,0,0.8028125764815787,1.3290780809229947
0.25,1.6390509769646247,0,0,3.1713362318466274,1.9396155369624057
0.3,1.612513932939103,0,0,7.7666339075823885,2.396570400960516
0.35,1.4843556696555988,0,0,10.9172666436087,2.2333091222770216
0.39999999999999997,1.0509267634457564,0,0,17.58097500693745,1.8881114574600077
0.44999999999999996,1.199744995914093,0,0,24.393136731437327,1.9425398946334649
0.49999999999999994,0.6850683072073884,0,0,36.1039313600008,1.461848139847296
0.5499999999999999,0.37881503869786143,0,0,45.86937425770254,1.0567252218088263
0.6,0.18937695994713225,0,0,63.70299879803549,0.626066274201303
0.65,0.20204153701392932,0,0,74.66101293591359,0.5797256411949762
0.7000000000000001,0.45132710771794676,0,0,83.86021509404777,0.3390699641475411
0.7500000000000001,0.3611217471321694,0,0,89.78127803014944,0.39941226305510796
0.8000000000000002,0.7070915152747321,0,0,93.89395045631981,0.05689161862509483
0.8500000000000002,0.0763010136071805,0,0,96.82283864356077,0.7746414550410996
0.9000000000000002,0.2658007482834194,0,0,98.33760949106123,0.6781782421987315
0.9500000000000003,0.07355607215208784,0,0,99.08104609454442,1.0469787108832376
1.0000000000000002,0.5508040595014564,0,0,99.51597734097813,1.5975638250974706
1.0500000000000003,0.5288022002754528,0,0,99.77625130318323,1.8198023420700702
1.1000000000000003,0.7015208586479584,0,0,99.88400308868869,2.115236572689209
1.1500000000000004,0.3513824946651979,0,0,99.93378902235992,1.7732313285565386
1.2000000000000004,0.18133150719502525,0,0,99.97036328265894,1.6413997801756566
1.2500000000000004,0.26802293884314,0,0,99.98275945880387,2.038364083898542
1.3000000000000005,0.31805285073807643,0,0,99.99174845888656,1.8071030518401296
1.3500000000000005,1.1211988656448242,0,0,99.99577235819281,1.2741504458331938
1.4000000000000006,0.582225614100913,0,0,99.9976922642176,1.8892894619688732
1.4500000000000006,0.4502890661370854,0,0,99.99888600221547,2.446624003240318
1.5000000000000007,0.5098971466927387,0,0,99.99944018083444,2.765905641972832
1.5500000000000007,0.2140753319212301,0,0,99.99974999109841,3.904301051216567
1.6000000000000008,0.6344451323564219,0,0,99.99986502312245,3.737773682651044
1.6500000000000008,0.4492678687470821,0,0,99.9999286045478,4.227906439787607
1.7000000000000008,0.5120188759006173,0,0,99.99996266286772,5.492527118307134
1.7500000000000009,1.9467910738360752,0,0,99.99998131047121,7.420308200059206
1.800000000000001,3.1836981583453468,0,0,99.99999004955333,8.876585421740739
1.850000000000001,4.137874607372982,0,0,99.99999558345006,11.190177775843997
1.900000000000001,5.825785576055285,0,0,99.99999782476976,13.621367370192456
1.950000000000001,5.0588757780465805,0,0,99.99999897093089,14.43514428549279
2.000000000000001,8.550864724234039,0,0,99.99999949418253,18.520275409231374
