A-cycles,B-cycles,all,x
0.4501622612931328,0.4546864672341157,0.9048487285272485,0.05
0.40529212298509354,0.41347956697168115,0.8187716899567747,0.1
0.3648944371345284,0.3760071271596913,0.7409015642942197,0.15000000000000002
0.3285234099075284,0.3419307046061779,0.6704541145137063,0.2
0.29577768218340755,0.31094252823251006,0.6067202104159176,0.25
0.2662959005034486,0.28276271934976854,0.5490586198532171,0.3
0.23975272948744705,0.257136763853316,0.49688949334076304,0.35
0.21585526171453986,0.23383321350495465,0.4496884752194945,0.39999999999999997
0.19433978545087652,0.2126415955411371,0.40698138099201364,0.44999999999999996
0.17496887455557772,0.19337051172725064,0.36833938628282836,0.49999999999999994
0.1575287684517067,0.17584590968903346,0.3333746781407402,0.5499999999999999
0.1418270132498852,0.15990951090815197,0.3017365241580372,0.6
0.1276903379940388,0.1454173811839258,0.2731077191779646,0.65
0.1149627425933619,0.13223863064991198,0.24720137324327388,0.7000000000000001
0.10350377634057627,0.12025423160417106,0.22375800794474732,0.7500000000000001
0.09318698801970494,0.10935594347610736,0.20254293149581232,0.8000000000000002
0.0838985305000929,0.0994453352204098,0.1833438657205027,0.8500000000000002
0.07553590441818538,0.09043289630856101,0.16596880072674638,0.9000000000000002
0.06800682708342452,0.08223722828857742,0.15024405537200194,0.9500000000000003
0.061228214126490925,0.0747843096113175,0.13601252373780842,1.0000000000000002
0.05512526265224259,0.06800682708342456,0.12313208973566715,1.0500000000000003
0.04963062577982278,0.06184356790872739,0.11147419368855016,1.1000000000000003
0.044683669460876554,0.05623886682714476,0.10092253628802131,1.1500000000000004
0.04022980337476618,0.0511421033577687,0.09137190673253487,1.2000000000000004
0.0362198785171257,0.046507244605331705,0.0827271231224574,1.2500000000000004
0.03260964483406372,0.042292429500782325,0.07490207433484605,1.3000000000000005
0.0293592629169361,0.03845959072091722,0.06781885363785331,1.3500000000000005
0.02643286436917515,0.03497411087232764,0.06140697524150279,1.4000000000000006
0.023798155993765127,0.03180450983438586,0.05560266582815099,1.4500000000000006
0.021426063433520055,0.028922160437419204,0.05034822387093926,1.5000000000000007
0.019290410331686984,0.026301029908136882,0.045591440239823866,1.5500000000000007
0.01736762947236925,0.023917444747099153,0.04128507421946841,1.6000000000000008
0.015636502713166002,0.02174987691465134,0.03738637962781734,1.6500000000000008
0.014077926840150022,0.019778749394199335,0.033856676234349355,1.7000000000000008
0.012674702761362443,0.017986259376714803,0.030660962138077244,1.7500000000000009
0.011411345712546464,0.016356217469509878,0.027767563182056344,1.800000000000001
0.010273914380715225,0.014873901477048746,0.02514781585776397,1.850000000000001
0.0092498570599096,0.013525923433175184,0.022775780493084784,1.900000000000001
0.00832787314145431,0.012300108683819129,0.020627981825273436,1.950000000000001
0.007497788410238839,0.01118538592808278,0.018683174338321618,2.000000000000001
