A-cycles,B-cycles,all,x
0.45241870901797976,0.45241870901797976,0.9048374180359595,0.05
0.4093653765389909,0.4093653765389909,0.8187307530779818,0.1
0.37040911034085894,0.37040911034085894,0.7408182206817179,0.15000000000000002
0.33516002301781966,0.33516002301781966,0.6703200460356393,0.2
0.3032653298563167,0.3032653298563167,0.6065306597126334,0.25
0.2744058180470132,0.2744058180470132,0.5488116360940264,0.3
0.24829265189570476,0.24829265189570476,0.4965853037914095,0.35
0.2246644820586108,0.2246644820586108,0.4493289641172216,0.39999999999999997
0.20328482987029958,0.20328482987029958,0.40656965974059917,0.44999999999999996
0.1839397205857212,0.1839397205857212,0.3678794411714424,0.49999999999999994
0.1664355418490398,0.1664355418490398,0.3328710836980796,0.5499999999999999
0.15059710595610107,0.15059710595610107,0.30119421191220214,0.6
0.1362658965170063,0.1362658965170063,0.2725317930340126,0.65
0.12329848197080322,0.12329848197080322,0.24659696394160643,0.7000000000000001
0.1115650800742149,0.1115650800742149,0.2231301601484298,0.7500000000000001
0.10094825899732768,0.10094825899732768,0.20189651799465536,0.8000000000000002
0.09134176202636729,0.09134176202636729,0.18268352405273458,0.8500000000000002
0.08264944411079322,0.08264944411079322,0.16529888822158645,0.9000000000000002
0.07478430961131749,0.07478430961131749,0.14956861922263498,0.9500000000000003
0.06766764161830631,0.06766764161830631,0.13533528323661262,1.0000000000000002
0.061228214126490925,0.061228214126490925,0.12245642825298185,1.0500000000000003
0.05540157918116691,0.05540157918116691,0.11080315836233381,1.1000000000000003
0.05012942186140183,0.05012942186140183,0.10025884372280366,1.1500000000000004
0.045358976644706214,0.045358976644706214,0.09071795328941243,1.2000000000000004
0.04104249931194936,0.04104249931194936,0.08208499862389872,1.2500000000000004
0.037136789107166904,0.037136789107166904,0.07427357821433381,1.3000000000000005
0.033602756369874844,0.033602756369874844,0.06720551273974969,1.3500000000000005
0.030405031312608948,0.030405031312608948,0.060810062625217896,1.4000000000000006
0.02751161002820358,0.02751161002820358,0.05502322005640716,1.4500000000000006
0.024893534183931938,0.024893534183931938,0.049787068367863875,1.5000000000000007
0.022524601196778873,0.022524601196778873,0.045049202393557745,1.5500000000000007
0.020381101989183078,0.020381101989183078,0.040762203978366156,1.6000000000000008
0.018441583700619973,0.018441583700619973,0.036883167401239945,1.6500000000000008
0.016686634980163012,0.016686634980163012,0.033373269960326024,1.7000000000000008
0.015098691711159224,0.015098691711159224,0.03019738342231845,1.7500000000000009
0.013661861223646255,0.013661861223646255,0.02732372244729251,1.800000000000001
0.012361763235169672,0.012361763235169672,0.024723526470339343,1.850000000000001
0.011185385928082775,0.011185385928082775,0.02237077185616555,1.900000000000001
0.010120955722902173,0.010120955722902173,0.020241911445804346,1.950000000000001
0.009157819444367074,0.009157819444367074,0.018315638888734147,2.000000000000001
