x,AA,AB,BB,all
0.5150000000000003,0.056435511927347116,72.54244399237747,99.53492239711898,0.39943093666379803
0.5160000000000003,0.058040205825048125,72.82058811003543,99.53797627258228,0.3998417186872219
0.5170000000000003,0.04573772333106379,73.30048719571104,99.54083429155465,0.38930526573834945
0.5180000000000003,0.05841122249608777,73.5578784019183,99.54215395644668,0.4002869350351956
0.5190000000000003,0.05045063281325919,73.89256269402156,99.56038237223208,0.39440763665143197
0.5200000000000004,0.0605112535472407,74.18371237168351,99.56920714170002,0.40448491065537295
0.5210000000000004,0.05111698233582124,74.38015047593971,99.58272249508583,0.3946737351973361
0.5220000000000004,0.05358177490626143,74.53520318394405,99.60377191740935,0.39737671348077497
0.5230000000000004,0.060020147605014944,74.94828125990429,99.60957517006692,0.40533990283027604
0.5240000000000004,0.06467382991484208,75.21490294998115,99.6249718211867,0.4111362038345208
0.5250000000000004,0.06773719718725738,75.37708223557051,99.63768424345403,0.41343930698946546
0.5260000000000004,0.06155547792979578,75.6389018180392,99.6499425744264,0.4080763992840746
0.5270000000000004,0.0587704400928139,75.80986507783157,99.65418464382464,0.40322171356439357
0.5280000000000004,0.06549517639912267,76.09187505021305,99.66214873102071,0.41025878435686003
0.5290000000000004,0.06565909049653515,76.40767354122184,99.666166481344,0.41058301646658557
0.5300000000000004,0.07359697185432992,76.76787884297372,99.66815248794937,0.41898706853747114
0.5310000000000004,0.07078039054289689,77.02703881477065,99.66999120551169,0.4151916858815699
0.5320000000000004,0.06905387571265095,77.16402249911633,99.66765076750569,0.40981609003768954
0.5330000000000004,0.053921792131648584,77.28720031597248,99.67819427370989,0.3933986465642205
0.5340000000000004,0.049419527740874915,77.45662054864881,99.67663404504276,0.3860052400052756
0.5350000000000004,0.05800854738034549,77.61225035745127,99.68888724133188,0.39405387141447745
0.5360000000000004,0.07433104353481615,77.92059779499839,99.69970984459391,0.412034108365908
0.5370000000000004,0.07478232688355366,78.08433926317714,99.70473101272786,0.4108501653709081
0.5380000000000004,0.07422055501772695,78.21099931295986,99.71674753499573,0.40959454611343765
0.5390000000000004,0.0705559650031741,78.53479036699575,99.72656521984823,0.40807811611458067
0.5400000000000004,0.06208208510159017,78.85374393240039,99.73681206472966,0.4019639958637829
0.5410000000000004,0.05317160222293042,79.00994314190368,99.73811661189073,0.3906913589310096
0.5420000000000004,0.04876031608276727,79.25484118116724,99.74330694507516,0.38632461217030273
0.5430000000000004,0.05377488328565756,79.55243130368926,99.74916232486284,0.392432513186695
0.5440000000000004,0.05757989540278226,79.65884898257922,99.75788101251574,0.3948814708942656
0.5450000000000004,0.0389468425216934,79.830131328916,99.76121258368757,0.37486152801148676
0.5460000000000004,0.04167448236782286,80.0216448949465,99.77162216277429,0.3782917448829444
0.5470000000000004,0.03845956759821315,80.25475480209207,99.7775213226594,0.37543659527370027
0.5480000000000004,0.03934343463420723,80.45287703782115,99.78260806168231,0.37588791428338464
0.5490000000000004,0.03447982270422143,80.54124299702393,99.7875772306838,0.36874628249598396
0.5500000000000004,0.04468053571143126,80.63878885127056,99.79556703626831,0.37767752179797154
0.5510000000000004,0.032683108422285057,80.86452699259824,99.79654771481779,0.36475186001673005
0.5520000000000004,0.034040493288363574,81.04505229811018,99.80774026073455,0.3675137065940113
0.5530000000000004,0.03400177337368489,81.22372159346648,99.81326926061372,0.3671914601896798
0.5540000000000004,0.0365326194548327,81.57818876757311,99.81755223608099,0.3722221333230467
0.5550000000000004,0.0331376085659179,81.71088756827773,99.82119901744285,0.3672378913705581
0.5560000000000004,0.029104911393404573,81.9038014391679,99.82261701961563,0.3619873166544178
0.5570000000000004,0.035369514065432255,82.15541128709863,99.82505810196565,0.3684489753769495
0.5580000000000004,0.05172421038934066,82.29351665527936,99.83270050872761,0.38473179096812304
0.5590000000000004,0.06120554176577273,82.4802061984926,99.83501638424046,0.3932481341060506
0.5600000000000004,0.048207439473457445,82.7437335290371,99.8372759207512,0.3809341896414204
0.5610000000000004,0.053953205871253254,82.94522091206687,99.84198025468403,0.387033294661266
0.5620000000000004,0.05397422080310189,83.14438740786241,99.84162923859306,0.38557374616221834
0.5630000000000004,0.049217225693742414,83.36024345733523,99.8447327937716,0.38104290347381603
0.5640000000000004,0.04870504004712256,83.5733870390642,99.85209166987703,0.3823969053109243
0.5650000000000004,0.04848806424389229,83.68157062641463,99.85122751439397,0.37881414456779244
0.5660000000000004,0.04556181195307645,83.98254255945251,99.85507932209605,0.3783139266152711
0.5670000000000004,0.05568938228110199,84.09719760761804,99.85929018304468,0.3872249976638503
0.5680000000000004,0.07359698050325258,84.25595996420921,99.86021093406755,0.40348253282253355
0.5690000000000004,0.08802793545441175,84.42204063602539,99.86472727228008,0.4179570356870976
0.5700000000000004,0.09224956687444362,84.56850546576995,99.8664742825513,0.4208001125813245
0.5710000000000004,0.09076851683375615,84.7576880858682,99.86949835272948,0.41946135982181104
0.5720000000000004,0.11108660416434706,84.93586983776454,99.87287947767035,0.43976067584299344
0.5730000000000004,0.10886765670200906,85.07737089927217,99.87449437559354,0.4361899972916313
0.5740000000000004,0.10712448439280142,85.25182608662135,99.87649078023716,0.4340134840182531
0.5750000000000004,0.09857070982884508,85.51710533405907,99.87886212847839,0.4272934505201321
0.5760000000000004,0.10636746159509156,85.66163773427274,99.88035176497978,0.4338344003483925
0.5770000000000004,0.10212417661941563,85.87867065714433,99.8846632867523,0.4313794802169369
0.5780000000000004,0.10003377778899407,86.06822639011261,99.88726345891573,0.4297576166568899
0.5790000000000004,0.09169970594528332,86.26322370416845,99.88980401360101,0.4221144545603784
0.5800000000000004,0.08160177082209451,86.31319015421337,99.89377203545901,0.41012040832049906
0.5810000000000004,0.07141845827940917,86.45758806140122,99.89723578721377,0.40007267376888
0.5820000000000004,0.05797954570795449,86.67856044913938,99.90024291788515,0.388452035620319
0.5830000000000004,0.04948798141855697,86.84228779662256,99.89904041092657,0.3782202742303567
0.5840000000000004,0.058237413899166264,86.88923133320895,99.90303506821093,0.3851043542090575
0.5850000000000004,0.06222956289413804,86.98132561816162,99.90421127456565,0.38689018528498376
0.5860000000000004,0.06668228717873183,87.10310057395586,99.90767907497398,0.3911628854088497
0.5870000000000004,0.0663847829136557,87.2007006513826,99.9100750123055,0.389603709104785
0.5880000000000004,0.06431772747152917,87.304860660723,99.91271528599036,0.3866516956958429
