n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,899.4016355140187,98.5983644859813,0.1994158878504673,0.19953271028037384,0.6010514018691588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,898.7901869158878,97.22932242990655,0.40011682242990654,0.4046728971962617,1.1561915887850467,0.00011682242990654206,0.00046728971962616824,0.003621495327102804,0.015303738317757009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0195093457943925
1000,3,997.0002336448598,898.1939252336449,95.86600467289719,0.597196261682243,0.5929906542056075,1.6917056074766355,0.00023364485981308412,0.0015186915887850467,0.014602803738317757,0.04100467289719626,0.0,0.0,0.0,0.00035046728971962614,0.0007009345794392523,0.0,0.0,0.0,0.0,0.0,0.0,2.05946261682243
1000,4,996.0002336448598,897.5846962616822,94.53492990654206,0.7996495327102804,0.7768691588785047,2.1889018691588786,0.0011682242990654205,0.0025700934579439253,0.028855140186915887,0.0786214953271028,0.0,0.00011682242990654206,0.00011682242990654206,0.0010514018691588785,0.0026869158878504674,0.0,0.0,0.0,0.0,0.0,0.0,2.1182242990654205
1000,5,995.0009345794392,896.9917056074767,93.20186915887851,0.9935747663551402,0.9558411214953271,2.674415887850467,0.0014018691588785046,0.0051401869158878505,0.04731308411214953,0.12149532710280374,0.0,0.00011682242990654206,0.00046728971962616824,0.0022196261682242992,0.005373831775700935,0.0,0.0,0.0,0.0,0.0,0.0,2.1873831775700934
1000,6,994.001285046729,896.3933411214954,91.89591121495327,1.1913551401869158,1.1258177570093457,3.1265186915887853,0.002453271028037383,0.008294392523364487,0.06577102803738318,0.17394859813084113,0.0,0.00011682242990654206,0.0014018691588785046,0.004906542056074766,0.010981308411214953,0.0,0.0,0.0,0.00011682242990654206,0.00011682242990654206,0.00023364485981308412,2.2730140186915886
1000,7,993.0029205607476,895.7959112149533,90.61320093457944,1.3896028037383177,1.292640186915888,3.5408878504672896,0.0033878504672897195,0.010864485981308411,0.08726635514018692,0.23843457943925234,0.0,0.00011682242990654206,0.0017523364485981308,0.008294392523364487,0.01880841121495327,0.0,0.0,0.0,0.00023364485981308412,0.00046728971962616824,0.0009345794392523365,2.369859813084112
1000,8,992.003738317757,895.2054906542056,89.34228971962617,1.5832943925233645,1.448481308411215,3.9375,0.004906542056074766,0.014369158878504673,0.11483644859813084,0.3042056074766355,0.0,0.00023364485981308412,0.002453271028037383,0.013200934579439253,0.027453271028037383,0.0,0.0,0.0,0.00046728971962616824,0.0011682242990654205,0.0031542056074766356,2.4776869158878503
1000,9,991.0051401869159,894.6156542056075,88.08516355140186,1.7792056074766356,1.5989485981308411,4.313901869158879,0.005957943925233645,0.018574766355140188,0.14345794392523364,0.37406542056074765,0.0,0.00023364485981308412,0.0025700934579439253,0.019042056074766354,0.04100467289719626,0.0,0.0,0.00011682242990654206,0.0005841121495327102,0.0017523364485981308,0.004205607476635514,2.5876168224299065
1000,10,990.0065420560747,894.0390186915888,86.84182242990654,1.9632009345794392,1.7468457943925233,4.660514018691589,0.007827102803738318,0.024299065420560748,0.17511682242990653,0.44894859813084115,0.0,0.00011682242990654206,0.003621495327102804,0.026869158878504672,0.05595794392523364,0.0,0.00011682242990654206,0.00011682242990654206,0.0008177570093457944,0.002803738317757009,0.007359813084112149,2.7038551401869158
1000,11,989.0082943925233,893.4448598130841,85.62464953271028,2.1587616822429907,1.891355140186916,4.987733644859813,0.009345794392523364,0.028037383177570093,0.20852803738317757,0.5231308411214953,0.0,0.00011682242990654206,0.005023364485981309,0.035046728971962614,0.0741822429906542,0.0,0.00011682242990654206,0.00011682242990654206,0.0009345794392523365,0.0040887850467289715,0.010046728971962618,2.8154205607476634
1000,12,988.0094626168225,892.8554906542056,84.41857476635514,2.349766355140187,2.029789719626168,5.296144859813084,0.010397196261682243,0.0344626168224299,0.2447429906542056,0.6053738317757009,0.0,0.00046728971962616824,0.0065420560747663555,0.04252336448598131,0.08866822429906542,0.0,0.00011682242990654206,0.00011682242990654206,0.002336448598130841,0.005724299065420561,0.014485981308411215,2.923481308411215
1000,13,987.0123831775701,892.252453271028,83.2517523364486,2.5470794392523364,2.1685747663551402,5.56857476635514,0.012850467289719626,0.039135514018691586,0.27464953271028036,0.6885514018691589,0.0,0.0007009345794392523,0.008411214953271028,0.052920560747663555,0.10747663551401869,0.0,0.00011682242990654206,0.00023364485981308412,0.0031542056074766356,0.009813084112149532,0.01939252336448598,3.03411214953271
1000,14,986.014953271028,891.6496495327103,82.09871495327103,2.748247663551402,2.294158878504673,5.827686915887851,0.015070093457943926,0.04532710280373832,0.3102803738317757,0.7700934579439253,0.0,0.0007009345794392523,0.01016355140186916,0.06366822429906542,0.12768691588785047,0.0,0.00011682242990654206,0.00023364485981308412,0.0032710280373831778,0.013785046728971963,0.025350467289719625,3.1429906542056076
1000,15,985.0181074766355,891.0535046728972,80.95327102803738,2.942757009345794,2.427336448598131,6.067406542056075,0.016939252336448597,0.051752336448598134,0.34392523364485983,0.8538551401869159,0.0,0.0008177570093457944,0.011098130841121495,0.0741822429906542,0.15011682242990654,0.0,0.00011682242990654206,0.00035046728971962614,0.0038551401869158877,0.01880841121495327,0.032593457943925236,3.2488317757009346
