x,A,B,all
0.0,0.0,2.7755575615628914e-14,0.0
0.001,0.0017302838626151275,0.005378618837138825,0.000312683186490654
0.002,0.0008769370213364625,0.0006228183892792418,0.0005787780144227479
0.003,0.0002612301817308969,0.005526540639754588,0.0008858879133749508
0.004,0.000512980386930781,0.004608799208997798,0.0013223318067850701
0.005,0.0009443123456662487,0.010399009886851367,0.001290309925393666
0.006,0.00047305047229952634,0.010205998425091643,0.0016243941008034543
0.007,2.9743142971223568e-05,0.01076293072214342,0.0021314746392777466
0.008,5.896162924929127e-05,0.010871321226303732,0.0021698173009581686
0.009000000000000001,0.001458296044162422,0.006588509264967792,0.002456874540086698
0.010000000000000002,0.0009797292598427872,0.01029557960321735,0.002787496730309178
0.011000000000000003,0.0014801815259692763,0.007623305415671596,0.0026687040162367746
0.012000000000000004,0.002392130864679256,0.006481189063067787,0.0031808722532165913
0.013000000000000005,0.002967313475842884,0.006399455436941461,0.0036273438916833937
0.014000000000000005,0.0032805830405688925,0.006362513234024311,0.003871473325598305
0.015000000000000006,0.0007833314256083804,0.01568420032735886,0.003631313834060714
0.016000000000000007,0.0015862655006728414,0.013851352062950288,0.003923421965400397
0.017000000000000008,0.00012159950885758237,0.022899264235190526,0.00444843766915757
0.01800000000000001,0.002353590991322889,0.032527825281007366,0.004251719827988709
0.01900000000000001,0.0021569079214749302,0.032058123306988054,0.004302575143744282
0.02000000000000001,0.0012393826518195432,0.0324935214237121,0.005109753625142705
0.02100000000000001,0.0027680121277314468,0.040893374987056925,0.005424194375208146
0.022000000000000013,0.0031418729157882018,0.046194530561686174,0.006086546572538691
0.023000000000000013,0.0039005006944306296,0.052378961581090434,0.006593976875944447
0.024000000000000014,0.0032681293138817377,0.05126386315517679,0.00686965499126969
0.025000000000000015,1.449843345582272e-05,0.03943807504118982,0.007298475913619046
0.026000000000000016,0.00022725054627145645,0.03855633399232871,0.007310359759338251
0.027000000000000017,0.0006668543221889484,0.040064725216477165,0.006837099348109003
0.028000000000000018,0.0001251795920006353,0.03840345108860136,0.006951365005603975
0.02900000000000002,0.0012791684618322133,0.04647045851225866,0.007463520318891631
0.03000000000000002,0.004161217146820858,0.06097262096489187,0.0077262448749823584
0.03100000000000002,0.005230867808959789,0.06603697886466471,0.007735624349155591
0.03200000000000002,0.004832859480478229,0.06438373220749002,0.007722050819052721
0.03300000000000002,0.003521939608275318,0.061921558130584274,0.00831255382536515
0.03400000000000002,0.0011122147893119602,0.05358273608014724,0.008749083755583002
0.035000000000000024,0.0013084052495092949,0.05602241384037697,0.008996172682278907
0.036000000000000025,0.0011394426225642,0.05458834402992958,0.008846365961536878
0.037000000000000026,0.0014943648664556683,0.05926760655098521,0.009359592847524445
0.03800000000000003,0.002034528057719994,0.062452455083042153,0.009449041526776112
0.03900000000000003,0.0013565545083125729,0.058570717929887044,0.009282587370208081
0.04000000000000003,0.0028200076778393053,0.06321737272502903,0.008867184352213774
0.04100000000000003,0.001025675753662864,0.04947118603984535,0.007884770735852665
0.04200000000000003,0.00038772336837821506,0.052736194365633426,0.008957164727294548
0.04300000000000003,0.0009634982189378376,0.05798973510206743,0.009374303764245032
0.04400000000000003,0.001309911297919939,0.0504663878797948,0.009903864019638388
0.04500000000000003,0.002978568483158762,0.04676088863482178,0.01060964720062344
0.046000000000000034,0.003166045938556008,0.04861848753962395,0.011063610855779402
0.047000000000000035,0.005220666436062102,0.03965158555725318,0.011185222126458923
0.048000000000000036,0.006547562494035361,0.035971623975878206,0.011629194022824665
0.04900000000000004,0.00908433023692988,0.028503963591220288,0.0124280491468857
0.05000000000000004,0.011797354203697735,0.02443880109559574,0.013967361913492632
0.05100000000000004,0.010542672716186658,0.030205659877513374,0.013907317671692844
0.05200000000000004,0.011349283824710786,0.029654772050907552,0.014471950263654467
0.05300000000000004,0.008533808126777955,0.045503917399918735,0.014819839464455992
0.05400000000000004,0.009452374722350559,0.041149067393668734,0.014825248603958171
0.05500000000000004,0.008105750791043958,0.04782915178403275,0.014817831855944055
0.05600000000000004,0.006845205661959024,0.05457466368866825,0.014884436967796311
0.057000000000000044,0.006301828526150578,0.05724633831777072,0.014855628216369782
0.058000000000000045,0.007916374590650432,0.056571899832239286,0.016060539286238903
0.059000000000000045,0.008184055431846466,0.056454908425528284,0.016238661785059335
0.060000000000000046,0.008541487779968847,0.05479657376360965,0.01623578324106563
0.06100000000000005,0.009002306212570041,0.052172396415450184,0.01616119105162632
0.06200000000000005,0.00970180295204553,0.05333238174012502,0.016914418300454283
0.06300000000000004,0.009260945603286556,0.05427448152867306,0.01667883089558101
0.06400000000000004,0.009110882814312547,0.05319051449171477,0.016352201915167487
0.06500000000000004,0.00972713044668609,0.05266983620673355,0.0167596635115158
0.06600000000000004,0.010433501971710701,0.054518578424586565,0.017630435886810923
0.06700000000000005,0.008946230280642939,0.0633789144491112,0.017803806760875895
0.06800000000000005,0.01051096972773363,0.06056499921757563,0.018630784553446834
0.06900000000000005,0.011241211658101612,0.06108516502110032,0.019301591376059562
0.07000000000000005,0.011856831738061305,0.06575877293663326,0.02054577580944702
0.07100000000000005,0.010895226646560468,0.07285145762970502,0.02085046719743236
0.07200000000000005,0.010279212324544582,0.07721944163573358,0.021001031271173844
0.07300000000000005,0.008873041169988242,0.08782610384103959,0.02147790866624421
0.07400000000000005,0.00978662561562535,0.08735011187784925,0.022130818247495153
0.07500000000000005,0.008016628275411905,0.09565215613473586,0.02191868257257269
0.07600000000000005,0.00971197200562915,0.08589654851095177,0.021760583659052084
0.07700000000000005,0.010535635488830098,0.08672893497161208,0.022547633556654536
0.07800000000000006,0.01026357292406087,0.09252599277152723,0.023190803634061213
0.07900000000000006,0.009029489716973446,0.09807126814467873,0.022977104835835593
0.08000000000000006,0.0089159916142859,0.10364681712463722,0.02370716818259497
0.08100000000000006,0.01096469632807116,0.09819732313917556,0.024542924647010786
0.08200000000000006,0.010529255372574153,0.10056813424753905,0.024499642586501696
0.08300000000000006,0.010457230215702405,0.09796673987978842,0.023992489536880112
0.08400000000000006,0.007139334016529133,0.12447157476135008,0.025225318287670842
0.08500000000000006,0.00691718562918181,0.12202420771562696,0.02460429279139387
0.08600000000000006,0.008201248888270203,0.11783030123675278,0.02499400664409498
0.08700000000000006,0.008836581980048205,0.11804567785756695,0.02551201756628138
0.08800000000000006,0.007997130548360836,0.1253705646722006,0.025861094609289575
0.08900000000000007,0.007717265410473789,0.12402159464561621,0.025362470487293846
0.09000000000000007,0.008208745206138594,0.12305227128016713,0.025577185330349694
0.09100000000000007,0.008465687040664192,0.12237677163325665,0.02563848370088567
