AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.246291104732496e-12,1.095823440520631e-12,6.183727882806227e-13,5.563316303039974e-13,8.026287028620118e-13,5.41580469150656e-12,1.673525235820632e-11,0.001
1.305625286092613e-10,1.7353510207645925e-11,9.794538516889826e-12,8.81361792719612e-12,1.2718093477079667e-11,8.58335706090007e-11,2.650758593470735e-10,0.002
6.540688956062743e-10,8.695191248675106e-11,4.908656482645286e-11,4.417939259633788e-11,6.376382958852347e-11,4.304239392527643e-10,1.328474534357104e-09,0.003
2.0455888652213006e-09,2.7199495698092226e-10,1.5357877973079063e-10,1.3825319346213722e-10,1.9957984564179329e-10,1.3474900491065946e-09,4.156485690143539e-09,0.004
4.941949588832298e-09,6.572455749213035e-10,3.711802759657306e-10,3.342071280322543e-10,4.825519533395024e-10,3.258665788657898e-09,1.0045800309748989e-08,0.005
1.0140589515842639e-08,1.3488989661627372e-09,7.619447837630545e-10,6.861849321244369e-10,9.90960641376647e-10,6.693280224242862e-09,2.0621859063512376e-08,0.006
1.8590465717045318e-08,2.473394251940189e-09,1.3974114084182186e-09,1.2587190943261789e-09,1.8181550130059495e-09,1.228288451885922e-08,3.7821030003595074e-08,0.007
3.138325354138026e-08,4.176263590298101e-09,2.359965739173808e-09,2.126165627500498e-09,3.0717512180497545e-09,2.0755937727952586e-08,6.3873337444355e-08,0.008
4.974483139067821e-08,6.62101784728228e-09,3.742220845909989e-09,3.3721560768439635e-09,4.872854821178084e-09,3.293264792685457e-08,1.012857289087471e-07,0.009000000000000001
7.502704354885554e-08,9.988067935708143e-09,5.646417689921556e-09,5.089066362148316e-09,7.3553065591239085e-09,4.971996519205061e-08,1.5282586728780807e-07,0.010000000000000002
1.0869973415102562e-07,1.4473680951696464e-08,8.183844484671595e-09,7.377502059917223e-09,1.0664950950168785e-08,7.210672302480094e-08,2.2150643562228066e-07,0.011000000000000003
1.5234304552417446e-07,2.0288970257203895e-08,1.1474274551847379e-08,1.0345799738847118e-08,1.495892722970773e-08,1.0115892487084879e-07,3.105699421726294e-07,0.012000000000000004
2.0763997427445917e-07,2.7658918674476275e-08,1.5645422227307503e-08,1.4109543969898109e-08,2.040498209599446e-08,1.3801517245404073e-07,4.2347401369617624e-07,0.013000000000000005
2.763691786368781e-07,3.682143397572422e-08,2.0832416380603886e-08,1.8791099639759946e-08,2.7180803760280144e-08,1.8388223270467868e-07,5.638771650979249e-07,0.014000000000000005
3.603980307410779e-07,4.802643586836793e-08,2.7177291120690352e-08,2.451915920396129e-08,3.547337680549332e-08,2.400307401253287e-07,7.356250338649194e-07,0.015000000000000006
4.6167590758244904e-07,6.153497369292742e-08,3.482849326919442e-08,3.1428304523180236e-08,4.547835736736844e-08,3.077910314976609e-07,9.427370679327804e-07,0.016000000000000007
5.822277146204735e-07,7.761837406705079e-08,4.3940406191233026e-08,3.965858293349234e-08,5.739946816151874e-08,3.885491098936859e-07,1.1893936558674542e-06,0.017000000000000008
7.241476360565544e-07,9.655741772528216e-08,5.4672889582199034e-08,4.935509720834177e-08,7.144791288936819e-08,4.837427350135188e-07,1.4799236884752642e-06,0.01800000000000001
8.895931059713439e-07,1.1864154481997802e-07,6.719083481723618e-08,6.066760907694326e-08,8.784180956511004e-08,5.948576369295507e-07,1.8187925411801622e-06,0.01900000000000001
1.0807789946269182e-06,1.4416808796429073e-07,8.166373547825904e-08,7.375015597062028e-08,1.0680564231494981e-07,7.234238503736547e-07,2.210590466728693e-06,0.02000000000000001
1.2999720043620747e-06,1.7344153231335655e-07,9.826527268136175e-08,8.876068067525886e-08,1.2856973120881744e-07,8.710121667598251e-07,2.660021388000694e-06,0.02100000000000001
1.5494852696296017e-06,2.0677280199475582e-07,1.1717291483530043e-07,1.058606735746104e-07,1.5336971969350496e-07,1.03923070118943e-06,3.171892080917203e-06,0.022000000000000013
1.8316731558426151e-06,2.444785722139665e-07,1.3856753146943068e-07,1.252148271756129e-07,1.8144607920480118e-07,1.2297215717401326e-06,3.751101737646559e-06,0.023000000000000013
2.148926251813027e-06,2.868806063748998e-07,1.6263302077703316e-07,1.4699070261321546e-07,2.1304363054465343e-07,1.444157688392412e-06,4.402631900515242e-06,0.024000000000000014
2.5036665506789463e-06,3.3430511756971405e-07,1.8955595052737426e-07,1.7135840783839833e-07,2.484110816177022e-07,1.6842396489996276e-06,5.131536757231762e-06,0.025000000000000015
2.898342814329339e-06,3.8708215380593186e-07,2.1952521200712532e-07,1.9849028719916803e-07,2.8780058112969256e-07,1.9516927397586395e-06,5.942933788229895e-06,0.026000000000000016
3.335426116443658e-06,4.455450063524588e-07,2.527316866588997e-07,2.285606221302864e-07,3.3146728785828514e-07,2.2482640376881787e-06,6.841994757131767e-06,0.027000000000000017
3.817405559371391e-06,5.100296405994166e-07,2.89367925091681e-07,2.617453426733676e-07,3.796689551146657e-07,2.5757196126714906e-06,7.833937035522011e-06,0.028000000000000018
4.346784160181668e-06,5.808741488397584e-07,3.2962783814478256e-07,2.9822174955473117e-07,4.3266553002207893e-07,2.9358418266681923e-06,8.924015253411213e-06,0.02900000000000002
4.9260749013161445e-06,6.58418224393454e-07,3.7370639969373665e-07,3.38168246554068e-07,4.907187672450149e-07,3.330426727747899e-06,1.0117513266950317e-05,0.03000000000000002
5.557796941379573e-06,7.430026565075812e-07,4.217993608931216e-07,3.817640829025169e-07,5.540918568102224e-07,3.7612815366449485e-06,1.1419736435137962e-05,0.03100000000000002
