AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2346315939441183e-12,1.6295865616064989e-12,3.0700865839517946e-12,5.859604289300612e-12,9.345695316627457e-12,9.117606262429462e-12,3.025721060785994e-11,0.001
1.960650390968973e-11,2.5835471061433797e-11,4.859210909140175e-11,9.258904185267218e-11,1.4742770188711565e-10,1.435900963503528e-10,4.77640924152666e-10,0.002
9.851627626064643e-11,1.2959862325102963e-10,2.433469620787708e-10,4.6290934165740837e-10,7.358539523140631e-10,7.155058581223232e-10,2.3857310136842417e-09,0.003
3.090336175249517e-10,4.0585817825697214e-10,7.608096604649579e-10,1.444848164225877e-09,2.292947272990597e-09,2.225829074368603e-09,7.4393259678319594e-09,0.004
7.488391974505907e-10,9.818232698246624e-10,1.8374317377003438e-09,3.483642509945836e-09,5.519269681338913e-09,5.348789832727316e-09,1.791979622898766e-08,0.005
1.541190575960441e-09,2.017331511275362e-09,3.769045158247963e-09,7.1339471007237814e-09,1.1283766590619258e-08,1.091702207829111e-08,3.666230301511792e-08,0.006
2.8339115722199956e-09,3.703253126354194e-09,6.9073846724220685e-09,1.3052339518179447e-08,2.061051042698377e-08,1.9907421773621554e-08,6.701482108978103e-08,0.007
4.798404701494838e-09,6.259939750407455e-09,1.1656725608048105e-08,2.199011340395991e-08,3.4666023742564256e-08,3.342769850334628e-08,1.1279890570982085e-07,0.008
7.628686274004914e-09,9.935716940287808e-09,1.847063415853583e-08,3.4786351245147244e-08,5.474716247279234e-08,5.270359460822248e-08,1.782721456989906e-07,0.009000000000000001
1.1540443756079195e-08,1.5005419449050072e-08,2.784882729081727e-08,5.23612684802471e-08,8.226954053619872e-08,7.906674675715958e-08,2.6809224626955194e-07,0.010000000000000002
1.6770114999928774e-08,2.176896833887336e-08,4.033413945921629e-08,7.570982086897923e-08,1.1875647751096571e-07,1.1394316566583604e-07,3.8728268684379936e-07,0.011000000000000003
2.3573988954289417e-08,3.054998902273101e-08,5.650959337270887e-08,1.0589556727214334e-07,1.6582845164484075e-07,1.5884231044784106e-07,5.411999007145544e-07,0.012000000000000004
3.222732747403731e-08,4.169446934213344e-08,7.699557212322558e-08,1.4404478018630269e-07,2.251930409639849e-07,2.1534673483931795e-07,7.355019249290019e-07,0.013000000000000005
4.302350785265578e-08,5.556945680479361e-08,1.0244709004166008e-07,1.9134079657200862e-07,2.9863533574224147e-07,2.851022832714771e-07,9.761184702848366e-07,0.014000000000000005
5.62731857071253e-08,7.256179412231678e-08,1.33551159706105e-07,2.4901860170387765e-07,3.8800880607548064e-07,3.698088154776498e-07,1.269222362792555e-06,0.015000000000000006
7.230347785042815e-08,9.307689220399599e-08,1.7102425258355305e-07,3.1835963895611285e-07,4.952266087763951e-07,4.7121143901332957e-07,1.6212023093838148e-06,0.016000000000000007
9.145716479239982e-08,1.175375397785129e-07,2.1560985084190813e-07,4.0068683861814187e-07,6.222533182637118e-07,5.910922297394439e-07,2.0386369420341183e-06,0.017000000000000008
1.140919125151264e-07,1.4638274883079422e-07,2.680760879236551e-07,4.973598590119782e-07,7.71097066566488e-07,7.312624209714399e-07,2.528270095819482e-06,0.01800000000000001
1.4057951317447927e-07,1.800666350564742e-07,3.2921347552597255e-07,6.097705333558395e-07,9.43802077999324e-07,8.935550426301753e-07,3.096987277742265e-06,0.01900000000000001
1.713051443846961e-07,2.19057332551353e-07,3.9983271468444375e-07,7.393385159874962e-07,1.142441584488141e-06,1.0798179923455906e-06,3.751793284441721e-06,0.02000000000000001
2.0666664674816381e-07,2.6383594196793706e-07,4.80762588708867e-07,8.875071217259295e-07,1.3691111079390225e-06,1.2919075210611805e-06,4.4997909281511e-06,0.02100000000000001
2.4707381929773445e-07,3.1489551138559175e-07,5.728479357699773e-07,1.0557393523111543e-06,1.625922096444613e-06,1.5316821162668694e-06,5.348160831475941e-06,0.022000000000000013
2.9294773252400514e-07,3.7274004915504563e-07,6.76947698985223e-07,1.2455141040196843e-06,1.9149959015141614e-06,1.8009967665504917e-06,6.304142252748612e-06,0.023000000000000013
3.447200586650333e-07,4.3788356799194707e-07,7.939330519000728e-07,1.4583225507070431e-06,2.238458083894512e-06,2.101697591704152e-06,7.375014904862761e-06,0.024000000000000014
4.0283241894091485e-07,5.108491596079137e-07,9.246855973087072e-07,1.695664696679161e-06,2.5984330359206834e-06,2.435616823151728e-06,8.568081731609107e-06,0.025000000000000015
4.6773574742055817e-07,5.921680991810062e-07,1.0700956374043812e-06,1.9590460939414077e-06,2.997038908696093e-06,2.8045681199780625e-06,9.890652606621507e-06,0.026000000000000016
5.398896712128111e-07,6.823789789808458e-07,1.2310605132952502e-06,2.249974718517557e-06,3.436382832754533e-06,3.2103422063395374e-06,1.1350028921100535e-05,0.027000000000000017
6.197619066788607e-07,7.820268704766237e-07,1.4084830119660284e-06,2.5699580006711293e-06,3.918556421198577e-06,3.6547028165199804e-06,1.2953489027511199e-05,0.028000000000000018
7.078276713675286e-07,8.916625142691076e-07,1.603269838809562e-06,2.92050000399856e-06,4.4456315446427366e-06,4.139382934365677e-06,1.4708274507453173e-05,0.02900000000000002
8.04569111379713e-07,1.0118415372003358e-06,1.8163301538952193e-06,3.3030987484973145e-06,5.0196563676144e-06,4.66608131428911e-06,1.6621577232876094e-05,0.03000000000000002
9.104747438727934e-07,1.1431236960071016e-06,2.0485741701829226e-06,3.7192436728427062e-06,5.642651636381565e-06,5.2364592714733075e-06,1.8700527190760397e-05,0.03100000000000002
1.026038914420338e-06,1.2860721468965226e-06,2.3009118119328137e-06,4.170413231234769e-06,6.316607208484178e-06,5.852137729337394e-06,2.0952181042306016e-05,0.03200000000000002
1.1517612689468662e-06,1.4412527404339589e-06,2.5742514316007714e-06,4.6580726203010445e-06,7.043478814545142e-06,6.514694512740195e-06,2.3383511388567976e-05,0.03300000000000002
1.288146239961839e-06,1.6092333411453313e-06,2.869498583549502e-06,5.183671631662844e-06,7.825185043228523e-06,7.2256618758019445e-06,2.6001396715349984e-05,0.03400000000000002
1.4357025468213359e-06,1.7905831712474561e-06,3.187554852943547e-06,5.74864262589123e-06,8.663604540495954e-06,7.98652425361553e-06,2.8812611991015053e-05,0.035000000000000024
1.5949427097501627e-06,1.985872177931412e-06,3.529316738234498e-06,6.354398623695071e-06,9.56057341458826e-06,8.798716227497993e-06,3.182381989169739e-05,0.036000000000000025
1.7663825773613273e-06,2.19567042363511e-06,3.895674585679736e-06,7.002331510296609e-06,1.0517882838427567e-05,9.663620693800762e-06,3.504156262920111e-05,0.037000000000000026
1.950540867413962e-06,2.420547498752265e-06,4.287511574374443e-06,7.693810349060609e-06,1.1537276841396598e-05,1.0582567226653783e-05,3.847225435765166e-05,0.03800000000000003
2.147938720554866e-06,2.6610719562357315e-06,4.70570275031216e-06,8.430179800551035e-06,1.2620450282705629e-05,1.1556830625364131e-05,4.2122174135723555e-05,0.03900000000000003
2.3590992667928657e-06,2.917810767563834e-06,5.151114108024156e-06,9.21275864329461e-06,1.3769046998804996e-05,1.2587629637524913e-05,4.5997459422005376e-05,0.04000000000000003
2.58454720445916e-06,3.191328799548704e-06,5.624601718381917e-06,1.0042838392633312e-05,1.4984658117541308e-05,1.3676125849214865e-05,5.010410008177926e-05,0.04100000000000003
2.824808391410732e-06,3.4821883114759524e-06,6.1270109011806344e-06,1.0921682014148455e-05,1.626882053198946e-05,1.4823422733983627e-05,5.444793288418887e-05,0.04200000000000003
3.080409448237805e-06,3.7909484720750213e-06,6.659175441154277e-06,1.185052272823671e-05,1.7623015527119708e-05,1.6030564852622687e-05,5.903463646944621e-05,0.04300000000000003
3.3518773732400737e-06,4.118164895829527e-06,7.221916846104968e-06,1.2830562902514193e-05,1.9048667552680534e-05,1.7298537196017344e-05,6.386972676638664e-05,0.04400000000000003
3.639739168940233e-06,4.464389198146599e-06,7.816043645860832e-06,1.386297302881816e-05,2.0547143135892917e-05,1.8628264663661028e-05,6.895855284131977e-05,0.04500000000000003
3.944521479907055e-06,4.830168568913802e-06,8.442350730807232e-06,1.4948890781666593e-05,2.211974992776063e-05,2.0020611670690957e-05,7.430629315974626e-05,0.046000000000000034
4.266750241663808e-06,5.216045363981612e-06,9.101618728766484e-06,1.608942015512508e-05,2.3767735877004553e-05,2.1476381876572e-05,7.991795224311353e-05,0.047000000000000035
4.606950340461579e-06,5.622556714118702e-06,9.794613419030667e-06,1.7285630675117065e-05,2.5492288525826738e-05,2.299631802881627e-05,8.579835770337101e-05,0.048000000000000036
4.965645283700441e-06,6.050234150996281e-06,1.052208518238108e-05,1.8538556684298005e-05,2.7294534421901792e-05,2.4581101915377143e-05,9.195215763865474e-05,0.04900000000000004
5.343356880785032e-06,6.4996032497667705e-06,1.1284768485956132e-05,1.9849196696696656e-05,2.917553864118026e-05,2.6231354419600883e-05,9.838381837398572e-05,0.05000000000000004
