AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all,x
6.406971340092756e-06,1.978553996584168e-06,1.3797106640741125e-06,1.3797106640741127e-06,1.9785539965841685e-06,6.406971340092756e-06,1.9530472001502073e-05,0.036000000000000025
7.07793760245416e-06,2.1857568869203504e-06,1.5242000426391455e-06,1.5242000426391453e-06,2.1857568869203504e-06,7.07793760245416e-06,2.1575789064027313e-05,0.037000000000000026
7.796349057067621e-06,2.4076114542761542e-06,1.6789065166513798e-06,1.6789065166513803e-06,2.4076114542761546e-06,7.796349057067621e-06,2.376573405599031e-05,0.03800000000000003
8.563915468561654e-06,2.6446456956503793e-06,1.8441982757539083e-06,1.8441982757539087e-06,2.6446456956503798e-06,8.563915468561654e-06,2.610551887993189e-05,0.03900000000000003
9.38233562035166e-06,2.897384216903965e-06,2.0204411448380526e-06,2.0204411448380526e-06,2.897384216903965e-06,9.38233562035166e-06,2.8600321964187357e-05,0.04000000000000003
1.0253295667294586e-05,3.1663477240388525e-06,2.2079982292954096e-06,2.2079982292954096e-06,3.1663477240388525e-06,1.0253295667294586e-05,3.125528324125769e-05,0.04100000000000003
1.1178467561938296e-05,3.4520525372038428e-06,2.4072295761181803e-06,2.40722957611818e-06,3.4520525372038428e-06,1.1178467561938296e-05,3.407549935052064e-05,0.04200000000000003
1.2159507552355108e-05,3.7550101268065453e-06,2.6184918504148e-06,2.6184918504147995e-06,3.7550101268065453e-06,1.2159507552355108e-05,3.706601905915291e-05,0.04300000000000003
1.3198054749592475e-05,4.075726671123959e-06,2.8421380269172714e-06,2.842138026917272e-06,4.0757266711239595e-06,1.3198054749592475e-05,4.0231838895267415e-05,0.04400000000000003
1.4295729762816792e-05,4.414702634817614e-06,3.0785170960659348e-06,3.078517096065935e-06,4.414702634817615e-06,1.4295729762816792e-05,4.357789898740069e-05,0.04500000000000003
1.545413340026877e-05,4.772432367772071e-06,3.327973784266384e-06,3.327973784266384e-06,4.772432367772071e-06,1.545413340026877e-05,4.7109079104614446e-05,0.046000000000000034
1.6674845434189412e-05,5.1494037236884415e-06,3.5908482879222e-06,3.5908482879222e-06,5.1494037236884415e-06,1.6674845434189412e-05,5.08301948916001e-05,0.047000000000000035
1.7959423427917036e-05,5.546097697877041e-06,3.8674760208558816e-06,3.8674760208558816e-06,5.546097697877041e-06,1.7959423427917036e-05,5.4745994293299914e-05,0.048000000000000036
1.9309401623394817e-05,5.962988083705639e-06,4.158187374738922e-06,4.158187374738924e-06,5.96298808370564e-06,1.9309401623394817e-05,5.8861154163678755e-05,0.04900000000000004
2.07262898873677e-05,6.400541147171689e-06,4.463307492160355e-06,4.463307492160355e-06,6.400541147171689e-06,2.07262898873677e-05,6.318027705339948e-05,0.05000000000000004
2.221157271458585e-05,6.859215319078901e-06,4.783156051971355e-06,4.783156051971356e-06,6.8592153190789025e-06,2.221157271458585e-05,6.770788817127221e-05,0.05100000000000004
2.376670828636889e-05,7.3394609043099745e-06,5.118047066551577e-06,5.118047066551578e-06,7.339460904309976e-06,2.376670828636889e-05,7.244843251446089e-05,0.05200000000000004
2.539312758292261e-05,7.841719807698702e-06,5.468288690650775e-06,5.468288690650775e-06,7.841719807698702e-06,2.539312758292261e-05,7.740627216254418e-05,0.05300000000000004
2.7092233547835253e-05,8.366425276015844e-06,5.834183041467076e-06,5.834183041467076e-06,8.366425276015844e-06,2.7092233547835253e-05,8.258568373063634e-05,0.05400000000000004
2.8865400303216324e-05,8.914001655594066e-06,6.216026029630895e-06,6.216026029630896e-06,8.914001655594066e-06,2.8865400303216324e-05,8.799085597688257e-05,0.05500000000000004
3.071397241397561e-05,9.484864165127914e-06,6.614107200770898e-06,6.614107200770898e-06,9.484864165127914e-06,3.071397241397561e-05,9.362588755974885e-05,0.05600000000000004
3.26392641997735e-05,1.0079418683195413e-05,7.028709587345833e-06,7.028709587345832e-06,1.0079418683195413e-05,3.26392641997735e-05,9.949478494062948e-05,0.057000000000000044
3.464255909320815e-05,1.0698061550058056e-05,7.460109570433158e-06,7.46010957043316e-06,1.0698061550058058e-05,3.464255909320815e-05,0.00010560146042739873,0.058000000000000045
3.672510904283653e-05,1.13411793833062e-05,7.908576751172521e-06,7.908576751172521e-06,1.13411793833062e-05,3.672510904283653e-05,0.00011194973035463049,0.059000000000000045
3.88881339596595e-05,1.2009148906926589e-05,8.374373831568931e-06,8.374373831568931e-06,1.2009148906926589e-05,3.88881339596595e-05,0.00011854331339631002,0.060000000000000046
4.113282120573193e-05,1.2702336793378686e-05,8.857756504367403e-06,8.857756504367405e-06,1.2702336793378688e-05,4.113282120573193e-05,0.00012538582900695604,0.06100000000000005
4.346032512358983e-05,1.3421099518275843e-05,9.358973351717359e-06,9.358973351717362e-06,1.3421099518275847e-05,4.346032512358983e-05,0.00013248079598716608,0.06200000000000005
4.5871766605216984e-05,1.4165783227276664e-05,9.878265752351619e-06,9.87826575235162e-06,1.4165783227276667e-05,4.5871766605216984e-05,0.00013983163116969055,0.06300000000000004
4.836823269930277e-05,1.4936723614801299e-05,1.0415867797011265e-05,1.0415867797011269e-05,1.4936723614801302e-05,4.836823269930277e-05,0.00014744164822223067,0.06400000000000004
5.095077625557215e-05,1.5734245814195986e-05,1.0972006211853805e-05,1.0972006211853808e-05,1.573424581419599e-05,5.095077625557215e-05,0.00015531405656324387,0.06500000000000004
5.3620415604997504e-05,1.6558664298978442e-05,1.154690028958831e-05,1.1546900289588311e-05,1.6558664298978442e-05,5.3620415604997504e-05,0.00016345196038712852,0.06600000000000004
5.6378134274729324e-05,1.7410282794804847e-05,1.2140761828087123e-05,1.2140761828087123e-05,1.7410282794804847e-05,5.6378134274729324e-05,0.0001718583577952426,0.06700000000000005
5.922488073661092e-05,1.828939420180797e-05,1.2753795076229665e-05,1.2753795076229665e-05,1.828939420180797e-05,5.922488073661092e-05,0.0001805361400292971,0.06800000000000005
6.216156818816834e-05,1.9196280526964126e-05,1.3386196686739722e-05,1.3386196686739722e-05,1.9196280526964126e-05,6.216156818816834e-05,0.00018948809080374438,0.06900000000000005
6.518907436499368e-05,2.0131212826154704e-05,1.4038155675783012e-05,1.4038155675783013e-05,2.0131212826154707e-05,6.518907436499368e-05,0.00019871688573386281,0.07000000000000005
6.830824138346512e-05,2.109445115559616e-05,1.4709853389097738e-05,1.4709853389097738e-05,2.109445115559616e-05,6.830824138346512e-05,0.00020822509185631802,0.07100000000000005
7.151987561277284e-05,2.208624453231996e-05,1.5401463474435985e-05,1.5401463474435985e-05,2.2086244532319962e-05,7.151987561277284e-05,0.00021801516723905757,0.07200000000000005
7.48247475752441e-05,2.3106830903391805e-05,1.6113151860099213e-05,1.611315186009922e-05,2.3106830903391805e-05,7.48247475752441e-05,0.00022808946067747024,0.07300000000000005
7.822359187398617e-05,2.4156437123566653e-05,1.6845076739356435e-05,1.6845076739356435e-05,2.4156437123566656e-05,7.822359187398617e-05,0.00023845021147381851,0.07400000000000005
8.171710714688741e-05,2.523527894108391e-05,1.7597388560538692e-05,1.7597388560538692e-05,2.5235278941083913e-05,8.171710714688741e-05,0.00024909954929702005,0.07500000000000005
8.530595604604292e-05,2.6343560991313595e-05,1.8370230022608317e-05,1.837023002260832e-05,2.63435609913136e-05,8.530595604604292e-05,0.0002600394941199297,0.07600000000000005
8.899076524169133e-05,2.7481476797972195e-05,1.9163736076006837e-05,1.9163736076006837e-05,2.7481476797972198e-05,8.899076524169133e-05,0.0002712719562313407,0.07700000000000005
9.27721254497734e-05,2.864920878163312e-05,1.9978033928589526e-05,1.9978033928589526e-05,2.8649208781633122e-05,9.27721254497734e-05,0.0002827987363199921,0.07800000000000006
9.665059148224473e-05,2.9846928275263777e-05,2.081324305645998e-05,2.0813243056459984e-05,2.984692827526378e-05,9.665059148224473e-05,0.00029462152562793697,0.07900000000000006
0.00010062668231929505,3.1074795546527995e-05,2.1669475219522285e-05,2.1669475219522288e-05,3.1074795546528e-05,0.00010062668231929505,0.0003067419061706907,0.08000000000000006
0.00010470088120264961,3.233295982659845e-05,2.254683448157288e-05,2.254683448157288e-05,3.233295982659846e-05,0.00010470088120264961,0.0003191613510216419,0.08100000000000006
0.00010887363574914701,3.3621559345231186e-05,2.344541723475917e-05,2.3445417234759173e-05,3.3621559345231186e-05,0.00010887363574914701,0.0003318812246582747,0.08200000000000006
0.00011314535808380896,3.494072137185901e-05,2.4365312228235333e-05,2.436531222823534e-05,3.494072137185902e-05,0.00011314535808380896,0.0003449027833678066,0.08300000000000006
0.00011751642499163722,3.629056226246851e-05,2.5306600600851152e-05,2.530660060085115e-05,3.629056226246851e-05,0.00011751642499163722,0.00035822717570991377,0.08400000000000006
0.00012198717808739146,3.7671187512029516e-05,2.6269355917712805e-05,2.6269355917712805e-05,3.7671187512029516e-05,0.00012198717808739146,0.0003718554430342676,0.08500000000000006
0.0001265579240026216,3.9082691812252975e-05,2.7253644210459403e-05,2.7253644210459403e-05,3.9082691812252975e-05,0.0001265579240026216,0.000385788520050668,0.08600000000000006
0.00013122893458924695,4.0525159114458916e-05,2.8259524021102764e-05,2.8259524021102767e-05,4.052515911445892e-05,0.00013122893458924695,0.0004000272354496173,0.08700000000000006
0.00013600044713899025,4.1998662697340464e-05,2.9287046449281595e-05,2.9287046449281598e-05,4.199866269734047e-05,0.00013600044713899025,0.0004145723125712247,0.08800000000000006
0.00014087266461799795,4.3503265239417486e-05,3.033625520278572e-05,3.033625520278573e-05,4.350326523941749e-05,0.00014087266461799795,0.0004294243701204023,0.08900000000000007
0.00014584575591598781,4.503901889597643e-05,3.1407186651208804e-05,3.140718665120881e-05,4.503901889597643e-05,0.00014584575591598781,0.00044458392292634616,0.09000000000000007
0.000150919856109289,4.660596538030065e-05,3.249986988259294e-05,3.249986988259294e-05,4.6605965380300654e-05,0.000150919856109289,0.00046005138274436523,0.09100000000000007
0.00015609506673715218,4.820413604899844e-05,3.361432676293059e-05,3.36143267629306e-05,4.8204136048998444e-05,0.00015609506673715218,0.0004758270590981624,0.09200000000000007
0.00016137145609072573,4.9833551991242356e-05,3.475057199839424e-05,3.4750571998394245e-05,4.983355199124236e-05,0.00016137145609072573,0.0004919111601607247,0.09300000000000007
0.00016674905951410903,5.1494224121738575e-05,3.590861320016683e-05,3.590861320016683e-05,5.1494224121738575e-05,0.00016674905951410903,0.0005083037936720288,0.09400000000000007
0.00017222787971690962,5.318615327724814e-05,3.708845095174934e-05,3.708845095174934e-05,5.318615327724814e-05,0.00017222787971690962,0.0005250049678918141,0.09500000000000007
0.0001778078870977467,5.4909330316489336e-05,3.829007887862589e-05,3.8290078878625895e-05,5.490933031648934e-05,0.0001778078870977467,0.0005420145925857238,0.09600000000000007
0.0001834890200781586,5.666373622325235e-05,3.9513483720168995e-05,3.9513483720168995e-05,5.6663736223252355e-05,0.0001834890200781586,0.0005593324800431599,0.09700000000000007
0.00018927118544638513,5.844934221256361e-05,4.07586454036715e-05,4.0758645403671504e-05,5.844934221256361e-05,0.00018927118544638513,0.0005769583461252405,0.09800000000000007
0.00019515425871051382,6.026610983974188e-05,4.2025537120394906e-05,4.2025537120394906e-05,6.026610983974188e-05,0.00019515425871051382,0.0005948918113413013,0.09900000000000007
0.00020113808446048655,6.211399111219037e-05,4.331412540352573e-05,4.331412540352574e-05,6.211399111219039e-05,0.00020113808446048655,0.0006131324019524053,0.10000000000000007
0.00020722247673848405,6.399292860377648e-05,4.4624370207936225e-05,4.462437020793624e-05,6.39929286037765e-05,0.00020722247673848405,0.0006316795511003934,0.10100000000000008
0.00021340721941721528,6.59028555716519e-05,4.595622499164689e-05,4.5956224991646894e-05,6.590285557165192e-05,0.00021340721941721528,0.0006505325999610281,0.10200000000000008
0.0002196920665856508,6.784369607537244e-05,4.7309636798892586e-05,4.730963679889259e-05,6.784369607537245e-05,0.0002196920665856508,0.0006696907989198317,0.10300000000000008
0.00022607674294175656,6.981536509817891e-05,4.8684546344695806e-05,4.868454634469581e-05,6.981536509817892e-05,0.00022607674294175656,0.0006891533087692626,0.10400000000000008
0.0002325609441917927,7.181776867030561e-05,5.008088810085357e-05,5.008088810085356e-05,7.181776867030561e-05,0.0002325609441917927,0.0007089192019259039,0.10500000000000008
0.00023914433745575618,7.385080399418639e-05,5.1498590383247844e-05,5.149859038324785e-05,7.38508039941864e-05,0.00023914433745575618,0.0007289874636663808,0.10600000000000008
0.00024582656167855907,7.591435957143149e-05,5.293757544039058e-05,5.293757544039058e-05,7.59143595714315e-05,0.00024582656167855907,0.0007493569933807624,0.10700000000000008
0.00025260722804654336,7.800831533145287e-05,5.4397759543118465e-05,5.439775954311847e-05,7.800831533145289e-05,0.00025260722804654336,0.0007700266058422294,0.10800000000000008
0.0002594859204089495,8.013254276161878e-05,5.587905307535387e-05,5.5879053075353884e-05,8.01325427616188e-05,0.0002594859204089495,0.0007909950324918444,0.10900000000000008
0.00026646219570396,8.228690503882141e-05,5.7381360625851404e-05,5.738136062585143e-05,8.228690503882144e-05,0.00026646219570396,0.0008122609227372657,0.11000000000000008
0.0002735355843889577,8.447125716234644e-05,5.890458108085211e-05,5.8904581080852134e-05,8.447125716234647e-05,0.0002735355843889577,0.0008338228452643124,0.11100000000000008
0.00028070559087464524,8.668544608793413e-05,6.044860771756877e-05,6.044860771756879e-05,8.668544608793416e-05,0.00028070559087464524,0.0008556792893602964,0.11200000000000009
0.00028797169396268244,8.892931086292794e-05,6.201332829842935e-05,6.201332829842937e-05,8.892931086292796e-05,0.00028797169396268244,0.0008778286662480794,0.11300000000000009
0.00029533334728651194,9.120268276240628e-05,6.359862516600628e-05,6.359862516600628e-05,9.12026827624063e-05,0.00029533334728651194,0.000900269310429849,0.11400000000000009
0.0003027899797550484,9.350538542620004e-05,6.520437533856316e-05,6.520437533856316e-05,9.350538542620006e-05,0.0003027899797550484,0.0009229994810396234,0.11500000000000009
0.0003103409959989224,9.583723499669818e-05,6.683045060615114e-05,6.683045060615116e-05,9.583723499669819e-05,0.0003103409959989224,0.0009460173632035435,0.11600000000000009
0.00031798577681897456,9.819804025734804e-05,6.847671762718988e-05,6.847671762718989e-05,9.819804025734806e-05,0.00031798577681897456,0.000969321069407025,0.11700000000000009
0.0003257236796367081,0.00010058760277176149,7.014303802547057e-05,7.014303802547057e-05,0.00010058760277176152,0.0003257236796367081,0.0009929086408678803,0.11800000000000009
0.00033355403894641647,0.00010300571702333691,7.182926848751913e-05,7.182926848751914e-05,0.00010300571702333693,0.00033355403894641647,0.001016778048914545,0.11900000000000009
0.0003414761667687103,0.00010545217055531466,7.35352608602615e-05,7.353526086026153e-05,0.0001054521705553147,0.0003414761667687103,0.001040927196368573,0.12000000000000009
0.0003494893531051784,0.00010792674411118187,7.526086224893231e-05,7.526086224893232e-05,0.00010792674411118189,0.0003494893531051784,0.0010653539189305853,0.1210000000000001
0.0003575928663939271,0.0001104292117753488,7.700591511517327e-05,7.700591511517328e-05,0.00011042921177534881,0.0003575928663939271,0.0010900559865688983,0.1220000000000001
0.00036578595396574536,0.0001129593411140186,7.877025737526633e-05,7.877025737526637e-05,0.00011295934111401862,0.00036578595396574536,0.0011150311049100607,0.1230000000000001
0.0003740678425006596,0.00011551689331617683,8.055372249845021e-05,8.055372249845025e-05,0.00011551689331617686,0.0003740678425006596,0.0011402769166305735,0.1240000000000001
0.00038243773848464167,0.00011810162333462919,8.235613960527064e-05,8.235613960527068e-05,0.00011810162333462923,0.00038243773848464167,0.0011657910028490832,0.12500000000000008
0.0003908948286662487,0.00012071328002701715,8.417733356591517e-05,8.417733356591518e-05,0.00012071328002701717,0.0003908948286662487,0.001191570884518362,0.12600000000000008
0.00039943828051297294,0.00012335160629674513,8.601712509848642e-05,8.601712509848643e-05,0.00012335160629674516,0.00039943828051297294,0.0012176140238164088,0.12700000000000009
0.0004080672426670974,0.00012601633923375392,8.787533086716793e-05,8.787533086716794e-05,0.00012601633923375394,0.0004080672426670974,0.0012439178255360386,0.12800000000000009
0.00041678084540085127,0.0001287072102550789,8.975176358024004e-05,8.975176358024005e-05,0.00012870721025507893,0.00041678084540085127,0.0012704796384723402,0.1290000000000001
0.0004255782010706702,0.00013142394524513128,9.164623208790256e-05,9.164623208790259e-05,0.0001314239452451313,0.0004255782010706702,0.0012972967568074083,0.1300000000000001
0.0004344584045703739,0.00013416626469564484,9.355854147986432e-05,9.355854147986435e-05,0.00013416626469564487,0.0004344584045703739,0.0013243664214917662,0.1310000000000001
0.00044342053378307973,0.00013693388384523298,9.548849318266084e-05,9.548849318266088e-05,0.000136933883845233,0.00044342053378307973,0.0013516858216219472,0.1320000000000001
0.0004524636500316758,0.00013972651281850008,9.743588505666121e-05,9.743588505666124e-05,0.0001397265128185001,0.0004524636500316758,0.0013792520958136744,0.1330000000000001
0.0004615867985276873,0.0001425438567646575,9.940051149272963e-05,9.940051149272964e-05,0.00014254385676465753,0.0004615867985276873,0.0014070623335701487,0.1340000000000001
0.00047078900881836986,0.00014538561599559147,0.0001013821635085046,0.00010138216350850463,0.0001453856159955915,0.00047078900881836986,0.001435113576644932,0.1350000000000001
0.0004800692952318809,0.0001482514861233376,0.00010338062884426455,0.00010338062884426456,0.00014825148612333762,0.0004800692952318809,0.0014634028203989661,0.1360000000000001
0.0004894266573203693,0.00015114115819691302,0.00010539569205834529,0.00010539569205834531,0.00015114115819691304,0.0004894266573203693,0.0014919270151512553,0.1370000000000001
0.0004988600803008485,0.00015405431883846286,0.0001074271346220794,0.00010742713462207942,0.00015405431883846291,0.0004988600803008485,0.0015206830675227813,0.1380000000000001
0.0005083685354937095,0.00015699065037867922,0.00010947473501422837,0.0001094747350142284,0.00015699065037867927,0.0005083685354937095,0.001549667841773234,0.1390000000000001
0.0005179509807587385,0.00015994983099144877,0.00011153826881487683,0.00011153826881487685,0.0001599498309914488,0.0005179509807587385,0.0015788781611301283,0.1400000000000001
0.0005276063609285214,0.00016293153482769328,0.00011361750879876382,0.00011361750879876383,0.0001629315348276933,0.0005276063609285214,0.001608310809109957,0.1410000000000001
0.0005373336082390972,0.00016593543214836153,0.00011571222502802258,0.00011571222502802259,0.00016593543214836156,0.0005373336082390972,0.0016379625308309625,0.1420000000000001
0.0005471316427577634,0.00016896118945654005,0.00011782218494430555,0.00011782218494430558,0.00016896118945654008,0.0005471316427577634,0.0016678300343172183,0.1430000000000001
0.0005569993728078995,0.00017200846962864516,0.00011994715346026902,0.00011994715346026905,0.0001720084696286452,0.0005569993728078995,0.0016979099917936275,0.1440000000000001
0.0005669356953907196,0.00017507693204466465,0.00012208689305039474,0.0001220868930503948,0.00017507693204466468,0.0005669356953907196,0.001728199040971558,0.1450000000000001
0.0005769394966038431,0.00017816623271741787,0.00012424116384112757,0.00012424116384112763,0.0001781662327174179,0.0005769394966038431,0.001758693786324777,0.1460000000000001
0.0005870096520565832,0.00018127602442080237,0.0001264097237003057,0.00012640972370030573,0.00018127602442080242,0.0005870096520565832,0.0017893908003553825,0.1470000000000001
0.0005971450272818702,0.00018440595681700083,0.0001285923283258663,0.0001285923283258663,0.00018440595681700085,0.0005971450272818702,0.0018202866248494748,0.1480000000000001
0.0006073444781447086,0.00018755567658261795,0.0001307887313338052,0.00013078873133380524,0.000187555676582618,0.0006073444781447086,0.0018513777721222637,0.1490000000000001
0.0006176068512470931,0.00019072482753372357,0.00013299868434537318,0.00013299868434537315,0.0001907248275337236,0.0006176068512470931,0.0018826607262523798,0.1500000000000001
0.0006279309843293006,0.00019391305074977633,0.00013522193707349222,0.00013522193707349225,0.00019391305074977635,0.0006279309843293006,0.0019141319443051383,0.1510000000000001
0.0006383157066674758,0.0001971199846964039,0.00013745823740837426,0.0001374582374083743,0.00019711998469640395,0.0006383157066674758,0.001945787857544508,0.1520000000000001
0.0006487598394674503,0.00020034526534701882,0.00013970733150232763,0.00013970733150232766,0.00020034526534701887,0.0006487598394674503,0.0019776248726335937,0.1530000000000001
0.0006592621962547147,0.00020358852630324674,0.00014196896385373589,0.00014196896385373594,0.0002035885263032468,0.0006592621962547147,0.0020096393728233947,0.1540000000000001
0.0006698215832604869,0.00020684939891414987,0.0001442428773901961,0.00014424287739019613,0.00020684939891414992,0.0006698215832604869,0.002041827719129666,0.1550000000000001
0.0006804367998038147,0.0002101275123942242,0.0001465288135508023,0.00014652881355080232,0.00021012751239422425,0.0006804367998038147,0.002074186251497683,0.1560000000000001
0.0006911066386696493,0.00021342249394015397,0.00014882651236756205,0.00014882651236756208,0.000213422493940154,0.0006911066386696493,0.002106711289954731,0.1570000000000001
0.000701829886482847,0.0002167339688463078,0.0001511357125459358,0.00015113571254593582,0.00021673396884630783,0.000701829886482847,0.0021393991357501812,0.1580000000000001
0.0007126053240780345,0.00022006156061895856,0.00015345615154448616,0.0001534561515444862,0.0002200615606189586,0.0007126053240780345,0.0021722460724829585,0.1590000000000001
0.0007234317268653049,0.00022340489108921386,0.00015578756565362792,0.00015578756565362795,0.00022340489108921388,0.0007234317268653049,0.0022052483672162933,0.16000000000000011
0.0007343078651916915,0.0002267635805246441,0.00015812969007347012,0.00015812969007347017,0.00022676358052464414,0.0007343078651916915,0.0022384022715796112,0.16100000000000012
0.0007452325046983769,0.00023013724773959392,0.00016048225899073973,0.00016048225899073973,0.00023013724773959394,0.0007452325046983769,0.002271704022857421,0.16200000000000012
0.0007562044066736108,0.00023352551020416635,0.0001628450056547799,0.00016284500565477998,0.0002335255102041664,0.0007562044066736108,0.0023051498450651145,0.16300000000000012
