AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all,x
1.1496194527559628e-05,1.8856510175831506e-05,6.554060660710123e-05,0.00011413920084429942,9.34017657347675e-05,2.883160813391032e-05,0.00033226588602346964,0.1510000000000001
1.1764487652135365e-05,1.90409950903328e-05,6.530526330040683e-05,0.00011222302280019707,9.061740652524594e-05,2.760163544162795e-05,0.00032655281080994596,0.1520000000000001
1.2036957897115054e-05,1.922395632752546e-05,6.505950008202343e-05,0.00011031991193191446,8.790083069626879e-05,2.6419559560857694e-05,0.0003209607164957049,0.1530000000000001
1.2313634351850525e-05,1.9405359369577382e-05,6.480358728403879e-05,0.00010843054458621054,8.525112499800424e-05,2.5283786800102116e-05,0.0003154880373897836,0.1540000000000001
1.2594545923655425e-05,1.958517055317738e-05,6.453779487020367e-05,0.00010655556121167846,8.266734837129974e-05,2.41927598921809e-05,0.0003101331808221956,0.1550000000000001
1.2879721335904151e-05,1.976335706991112e-05,6.4262392238918e-05,0.00010469556717332,8.014853483042084e-05,2.3144958274899188e-05,0.0003048945309233733,0.1560000000000001
1.3169189126169234e-05,1.9939886966170798e-05,6.397764803381688e-05,0.00010285113357567544,7.769369621379377e-05,2.2138898270755522e-05,0.00029977045218638164,0.1570000000000001
1.346297764439667e-05,2.011472914261304e-05,6.368382996185413e-05,0.00010102279809269434,7.530182480578391e-05,2.117313317325319e-05,0.00029475929282059526,0.1580000000000001
1.3761115051118959e-05,2.028785335317762e-05,6.338120461877408e-05,9.921106580262905e-05,7.297189583263082e-05,2.0246253247020684e-05,0.00028985938790535124,0.1590000000000001
1.4063629315705357e-05,2.045923020368109e-05,6.307003732185863e-05,9.741641002632767e-05,7.070286983574707e-05,1.9356885648585965e-05,0.0002850690623519058,0.16000000000000011
1.4370548214649074e-05,2.062883114999815e-05,6.275059194983344e-05,9.563927316739701e-05,6.849369492564869e-05,1.8503694274305478e-05,0.0002803866336818318,0.16100000000000012
1.4681899329890906e-05,2.079662849584373e-05,6.242313078981189e-05,9.388006755279183e-05,6.63433089198368e-05,1.7685379541610445e-05,0.0002758104146297856,0.16200000000000012
1.4997710047179142e-05,2.0962595390168923e-05,6.20879143911527e-05,9.213917627247723e-05,6.42506413679861e-05,1.6900678109406142e-05,0.00027133871557837025,0.16300000000000012
1.53180075544652e-05,2.1126705824183193e-05,6.174520142610462e-05,9.041695401688772e-05,6.221461546782393e-05,1.6148362543141133e-05,0.00026696984683260576,0.16400000000000012
1.5642818840334673e-05,2.12889346280155e-05,6.139524855710921e-05,8.87137279109954e-05,6.023414987509434e-05,1.5427240929759402e-05,0.0002627021207413085,0.16500000000000012
