AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all,x
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0218292045560603e-12,0.0,0.0,0.0,0.0,1.2699347812868924e-10,1.290153073332453e-10,0.001
3.214771485982687e-11,0.0,0.0,0.0,0.0,1.9817279677098225e-09,2.0138756825696493e-09,0.002
1.6173380474359119e-10,0.0,0.0,0.0,0.0,9.784794582371463e-09,9.946528387115054e-09,0.003
5.079739125147567e-10,0.0,0.0,0.0,0.0,3.016124726786534e-08,3.0669221180380096e-08,0.004
1.2324437897699278e-09,0.0,0.0,0.0,0.0,7.18177817858558e-08,7.305022557562573e-08,0.005
2.539672781099823e-09,0.0,0.0,0.0,0.0,1.452444710217286e-07,1.4778414380282843e-07,0.006
4.675742462795397e-09,0.0,0.0,0.0,0.0,2.624396232899568e-07,2.671153657527522e-07,0.007
7.926911870839283e-09,0.0,0.0,0.0,0.0,4.366564016415907e-07,4.4458331351243e-07,0.008
1.2618268928747892e-08,0.0,0.0,0.0,0.0,6.821699103229528e-07,6.947881792517007e-07,0.009000000000000001
1.9112407690703868e-08,0.0,0.0,0.0,0.0,1.0140635196242265e-06,1.0331759273149304e-06,0.010000000000000002
2.7808131020238104e-08,0.0,0.0,0.0,0.0,1.4480332625178098e-06,1.4758413935380479e-06,0.011000000000000003
3.913917832948586e-08,0.0,0.0,0.0,0.0,2.0002091958406416e-06,2.0393483741701275e-06,0.012000000000000004
5.357297800875294e-08,0.0,0.0,0.0,0.0,2.686992675438966e-06,2.740565653447719e-06,0.013000000000000005
7.160942418078646e-08,0.0,0.0,0.0,0.0,3.524908548780488e-06,3.5965179729612746e-06,0.014000000000000005
9.377967741875059e-08,0.0,0.0,0.0,0.0,4.5304713201553435e-06,4.624250997574094e-06,0.015000000000000006
1.2064498907146144e-07,0.0,0.0,0.0,0.0,5.720064392837467e-06,5.840709381908928e-06,0.016000000000000007
1.527955488439376e-07,0.0,0.0,0.0,0.0,7.1098315395612096e-06,7.2626270884051474e-06,0.017000000000000008
1.9084935528577413e-07,0.0,0.0,0.0,0.0,8.715579797480133e-06,8.906429152765908e-06,0.01800000000000001
2.3545110884424928e-07,0.0,0.0,0.0,0.0,1.055269302650756e-05,1.0788144135351809e-05,0.01900000000000001
2.872711271434235e-07,0.0,0.0,0.0,0.0,1.2636055410679894e-05,1.2923326537823317e-05,0.02000000000000001
3.4700428215479267e-07,0.0,0.0,0.0,0.0,1.4979984221018597e-05,1.532698850317339e-05,0.02100000000000001
4.1536895892931036e-07,0.0,0.0,0.0,0.0,1.7598171195376512e-05,1.8013540154305824e-05,0.022000000000000013
4.931060355647972e-07,0.0,0.0,0.0,0.0,2.0503631926016624e-05,2.099673796158142e-05,0.023000000000000013
5.809778840869152e-07,0.0,0.0,0.0,0.0,2.3708662679262004e-05,2.428964056334892e-05,0.024000000000000014
6.797673919259902e-07,0.0,0.0,0.0,0.0,2.7224804103545717e-05,2.7904571495471707e-05,0.025000000000000015
7.902770036760303e-07,0.0,0.0,0.0,0.0,3.1062811312648785e-05,3.1853088316324816e-05,0.026000000000000016
9.133277828263068e-07,0.0,0.0,0.0,0.0,3.523262985990848e-05,3.614595764273479e-05,0.027000000000000017
1.0497584931598287e-06,0.0,0.0,0.0,0.0,3.974337714677257e-05,4.07931356399324e-05,0.028000000000000018
1.2004246995169706e-06,0.0,0.0,0.0,0.0,4.460332883532794e-05,4.580375353484491e-05,0.02900000000000002
1.3661978876263953e-06,0.0,0.0,0.0,0.0,4.9819909859404025e-05,5.118610774703042e-05,0.03000000000000002
1.5479646027092448e-06,0.0,0.0,0.0,0.0,5.539968965259727e-05,5.694765425530651e-05,0.03100000000000002
1.7466256065663648e-06,0.0,0.0,0.0,0.0,6.134838123413814e-05,6.309500684070451e-05,0.03200000000000002
1.9630950528620836e-06,0.0,0.0,0.0,0.0,6.76708438149774e-05,6.963393886783949e-05,0.03300000000000002
2.1982996803217504e-06,0.0,0.0,0.0,0.0,7.437108860685353e-05,7.656938828717527e-05,0.03400000000000002
2.453178023563944e-06,0.0,0.0,0.0,0.0,8.145228753646657e-05,8.390546556003051e-05,0.035000000000000024
2.728679641291815e-06,0.0,0.0,0.0,0.0,8.891678458526924e-05,9.164546422656106e-05,0.036000000000000025
3.025764361571689e-06,0.0,0.0,0.0,0.0,9.676610949283979e-05,9.979187385441147e-05,0.037000000000000026
3.3454015439305055e-06,0.0,0.0,0.0,0.0,0.00010500099357836286,0.00010834639512229336,0.03800000000000003
3.6885693580072495e-06,0.0,0.0,0.0,0.0,0.00011362138745045645,0.00011730995680846369,0.03900000000000003
4.05625407849691e-06,0.0,0.0,0.0,0.0,0.0001226264803904811,0.00012668273446897802,0.04000000000000003
4.449449396128994e-06,0.0,0.0,0.0,0.0,0.00013201472120859243,0.00013646417060472142,0.04100000000000003
4.869155744425922e-06,0.0,0.0,0.0,0.0,0.0001417838403851808,0.00014665299612960672,0.04200000000000003
5.316379641990042e-06,0.0,0.0,0.0,0.0,0.00015193087332302023,0.00015724725296501027,0.04300000000000003
5.792133050071246e-06,0.0,0.0,0.0,0.0,0.0001624521845474532,0.00016824431759752444,0.04400000000000003
6.297432745170452e-06,0.0,0.0,0.0,0.0,0.00017334349270329896,0.0001796409254484694,0.04500000000000003
6.833299706437463e-06,0.0,0.0,0.0,0.0,0.00018459989620792468,0.00019143319591436215,0.046000000000000034
7.400758517624825e-06,0.0,0.0,0.0,0.0,0.00019621589943008075,0.00020361665794770556,0.047000000000000035
8.000836783362573e-06,0.0,0.0,0.0,0.0,0.00020818543927371457,0.00021618627605707715,0.048000000000000036
8.634564559521723e-06,0.0,0.0,0.0,0.0,0.00022050191205505294,0.00022913647661457467,0.04900000000000004
