x,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,all
0.0,0,0,0,0,0,0,0
0.001,0,0,0,0,0,0,0
0.002,0,0,0,0,0,0,0
0.003,0,0,0,0,0,0,0
0.004,0,0,0,0,0,0,0
0.005,0,0,0,0,0,0,0
0.006,0,0,0,0,0,0,0
0.007,0,0,0,0,0,0,0
0.008,0,0,0,0,0,0,0
0.009000000000000001,0,0,0,0,0,0,0
0.010000000000000002,0,0,0,0,0,0,0
0.011000000000000003,0,0,0,0,0,0,0
0.012000000000000004,52.34304552417445,0,0,0,0,0,210.56994217262937
0.013000000000000005,107.63997427445915,0,0,0,0,0,323.4740136961762
0.014000000000000005,38.18458931843904,0,0,0,0,0,181.93858254896244
0.015000000000000006,80.19901537053893,0,0,0,0,140.0307401253287,145.20834462163975
0.016000000000000007,53.89196919414968,0,0,0,0,207.79103149766087,135.6842669831951
0.017000000000000008,45.55692865511836,0,0,0,0,288.5491098936859,137.87873117349082
0.01800000000000001,44.82952721131088,0,45.32711041780097,0,0,141.87136750675938,84.99046105940803
0.01900000000000001,11.19913824641798,0,32.80916518276382,0,0,197.4288184647753,65.34477647092383
0.02000000000000001,20.086554958546476,0,18.336264521740972,0,0,141.1412834578849,70.0454205175918
0.02100000000000001,29.99720043620748,0,1.7347273186382546,0,0,45.16869445997085,56.471846352982006
0.022000000000000013,40.86229723905469,0,17.172914835300425,0,0,29.903837648678746,58.59460404586012
0.023000000000000013,22.111543722841006,0,38.56753146943067,0,0,22.97215717401326,44.27314375563689
0.024000000000000014,19.384791767390396,0,62.633020777033146,46.99070261321545,0,19.76901731153266,15.858734224085309
0.025000000000000015,25.18332753394732,0,89.55595052737425,14.320796080800843,0,15.788017550018617,19.338064121668896
0.026000000000000016,20.764283930389134,287.08215380593185,119.52521200712528,0.7548564004159953,187.80058112969255,15.143793923537414,14.28718823519031
0.027000000000000017,19.122361301559213,122.77250317622938,152.7316866588997,14.280311065143195,231.46728785828512,2.24938966573136,20.034995739153818
0.028000000000000018,19.29392373035597,155.01482029970828,189.36792509168097,12.751552442210796,279.66895511466566,8.010013833161047,16.924433366000166
0.02900000000000002,20.744004449490784,190.43707441987917,229.62783814478254,0.5927501484229402,332.6655300220789,1.2359250575238818,23.944656297377982
0.03000000000000002,29.63355003463538,119.47274146448467,273.7063996937366,12.722748851355998,145.35938362250744,7.488146451447242,21.897750204220713
0.03100000000000002,29.25109165999005,85.75066412689529,321.7993608931216,27.254694300838977,177.0459284051112,5.967961583876283,22.7928648939566
0.03200000000000002,38.76604403781111,108.74221136950294,58.034325185947885,7.29727636355391,107.68302188935456,3.1761517946196576,28.360041974390406
0.03300000000000002,31.860769516978316,133.66458436260854,76.93791213025149,20.155880095181345,39.57107852997897,5.312692736328788,26.06704337198644
0.03400000000000002,27.750161274956447,73.73539639505836,48.03203044268732,34.06191603574908,29.796039414040337,14.992498587547475,26.23605648478635
0.035000000000000024,29.244748730376,65.51021236618277,64.56058820540609,0.6263694165522055,23.72529664877993,22.579209555081448,28.21822246767017
0.036000000000000025,33.208809329445515,60.43438042972862,45.870432097597714,5.602025096612767,37.14616656905279,27.908647240645962,31.653409834839458
0.037000000000000026,35.77119525551571,57.49565575727413,34.275427058407416,18.882307891570907,32.60990462513462,22.20505362687935,29.07871789383997
0.03800000000000003,38.800284430289935,73.42944571131078,47.88960815300554,26.887205268615723,29.878801981189323,18.595460972820142,29.17458278236058
0.03900000000000003,33.340585774412816,55.82009644771877,62.43339652360712,19.68107052719125,42.70844013813826,14.901982497589053,26.266758515172675
0.04000000000000003,28.59631947450682,34.0900097483492,77.93873081627196,11.996502367258291,27.958271291913977,10.021510028316412,21.467824263573544
0.04100000000000003,33.135099140149585,20.641787976764263,29.624864910713885,3.8175402586361002,28.222018204976912,7.893376290983482,21.03601286114462
0.04200000000000003,23.58287107853374,11.764837835449736,41.307000319573945,3.86765467573097,39.83364763501254,5.700903497835103,16.34471908265131
0.04300000000000003,17.024533760084495,5.6843740570141,38.323660454681146,4.579529399829171,40.447361438588125,8.032761570402227,14.199138941363094
0.04400000000000003,15.754128051319995,1.44459626062472,25.1024273796003,2.694528402170821,32.156918907517564,5.403354959933212,11.378767728519668
0.04500000000000003,17.05589189345399,5.78025700236608,25.07099505743812,7.767251924571246,34.24183315389481,5.1872631796789594,12.037621071409026
0.046000000000000034,13.95528627239428,10.234716396943773,35.19215860030227,11.363135946280252,29.0339424654843,1.3698564499621815,9.413356486164986
0.047000000000000035,9.84427322446943,4.874873358093204,35.43800556772723,21.742711461896715,39.268024532851044,1.6151483561138393,6.315004083647476
0.048000000000000036,8.19378926120803,5.66345200723804,27.624997424593754,15.705585438283618,35.037623426145494,2.1981307339634353,5.739097229504612
0.04900000000000004,9.195015589330444,1.3972362498737143,29.133762185208983,13.3011176785232,45.231726482393356,2.001674311260606,7.123768782097381
0.05000000000000004,10.43073558221636,6.032104194924417,17.806174278281826,14.375606555111542,41.759396539803774,1.195135304241256,6.3519685038598075
0.05100000000000004,11.116438757350023,7.717703229727386,20.224524020996544,8.230433607106827,39.3000670510351,4.042242615421612,7.852585902478685
0.05200000000000004,11.339195561499448,7.092902360933325,17.443996368448765,5.5724992564207865,49.09783564820709,2.0616984298052676,7.588541012758164
0.05300000000000004,9.56678303211432,2.673165963008095,10.991325665449354,9.538364827555318,36.584682326650984,3.0634028054619007,6.7766975890731915
0.05400000000000004,8.629329254308661,3.8080239561782205,6.1572293833259994,6.693215667840483,13.374773357326436,0.9477279288441108,4.490993163853724
0.05500000000000004,11.754668506679256,6.4738586694418165,2.491285253182509,6.790387574326015,17.565601669236997,1.6103228917376065,7.029152624193443
0.05600000000000004,11.569514576643773,3.660394782027619,5.739670681782121,3.8169432084677504,10.235480139206109,2.220442336476442,6.9183055360266525
0.057000000000000044,8.895506463259277,6.514594073581609,9.052070768798716,2.222470931486477,14.45555906592749,1.7662596406661837,6.277843149532838
0.058000000000000045,9.130848224355043,6.063245775437877,6.349949250725152,2.3069897426789745,11.175062887026327,1.8911495603044362,6.163777595535574
0.059000000000000045,9.35155930072073,10.70243498762958,12.73194109606915,5.455056037408608,15.437634869691854,3.3460056700074454,7.606851493819968
0.060000000000000046,9.145947834430842,8.934760334537703,10.407683648664142,14.868064353342398,17.38239104427495,3.546392650446681,7.777068106979637
0.06100000000000005,8.977861002412565,9.044727850065307,8.622250988881317,21.510588977519223,21.75995025307588,4.193366476338088,8.236172843124606
0.06200000000000005,9.963095557556407,9.348550328411564,7.273009823401875,24.832472397339583,17.19831630297893,4.739942427986366,8.769171531231184
0.06300000000000004,9.980183465588407,15.381249159271519,4.156735321712287,24.836734764460743,23.73830307927655,2.912448342579013,8.609403845685812
0.06400000000000004,7.528770162527091,11.724479867347062,3.5983450006033615,22.011375549071584,26.011224267396646,4.6982116618481005,7.86822720033669
0.06500000000000004,7.544702094126851,8.798809098968807,0.2879029660707885,17.113155175126657,32.77921757279677,4.019523229251354,7.388967096690001
0.06600000000000004,6.424006941430539,8.625076906601308,3.4013103305780383,8.76040583594604,32.903960451387576,6.575787428630957,7.342020762733986
0.06700000000000005,5.992646008962337,14.177448163552379,5.910758712106485,6.047945532159122,31.17927108482372,6.970262736745409,7.333607191913275
0.06800000000000005,5.37505344780512,8.804249953474418,5.345645912649395,9.424317491038076,27.998332979100578,6.008909940149326,6.41885296516731
0.06900000000000005,6.804104454464753,6.291639205146143,7.197496851043008,7.204204829638964,22.168624458861224,6.529081653333106,6.757955081741832
