AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,all,x
0.00020107498178576887,0.0003355148480384362,0.0014443260205621647,0.0022042157085536743,0.0041851315589400435,0.05
0.0007277606694026509,0.0006234657964851038,0.0013779595510500136,0.0010796815310743944,0.0038088675480121626,0.1
0.0014816364413634362,0.0006516824841982242,0.0007394864661649494,0.00029748137387868256,0.003170286765605292,0.15000000000000002
0.0023833601636822736,0.0005382132914586525,0.00031355876548568045,6.476178936350819e-05,0.0032998940099901145,0.2
0.0033696147761812967,0.00039067474910195834,0.00011685578428029986,1.2391402207386222e-05,0.0038895367117709415,0.25
0.004390493088752212,0.00026134772936047267,4.0135063019532146e-05,2.1850658717221884e-06,0.004694160947003939,0.3
0.005407262196839793,0.00016525446697603446,1.3029530628186305e-05,3.64199798480022e-07,0.005585910394242494,0.35
0.00639045637855604,0.00010027161245864652,4.059045388606137e-06,5.8251241132824994e-08,0.006494845287644425,0.39999999999999997
0.007318253875330784,5.8955447599337796e-05,1.2252936848375827e-06,9.028005521324137e-09,0.00737844364462048,0.44999999999999996
0.008175098692698718,3.381269750825606e-05,3.6079990863229695e-07,1.3648608770241433e-09,0.008209273554976483,0.49999999999999994
0.008950533583881693,1.9006672292536248e-05,1.0412692224232861e-07,2.0223454555575656e-10,0.008969644585331017,0.5499999999999999
0.00963821478119047,1.0508097791057666e-05,2.9556390524436984e-08,2.947230162817929e-11,0.009648752464844354,0.6
0.010235082893944026,5.729137104502073e-06,8.273453899667041e-09,4.2356479268961965e-12,0.010240820308738076,0.65
0.010740667762789972,3.0867359459943352e-06,2.28858717920629e-09,6.015487220539145e-13,0.010743756787924694,0.7000000000000001
0.011156508007421493,1.6461402097774806e-06,6.26621295341372e-10,8.456270042165946e-14,0.011158154774337127,0.7500000000000001
0.01148566857925151,8.700919844760817e-07,1.7004890504688204e-10,1.1781969074703208e-14,0.011486538841296674,0.8000000000000002
0.011732341878053403,4.5631415664208547e-07,4.5787081257837605e-11,1.6287609329888373e-15,0.011732798237998755,0.8500000000000002
0.01190151995195423,2.3765776421458086e-07,1.224338115476327e-11,2.236073626695693e-16,0.01190175762196205,0.9000000000000002
0.011998727008749165,1.2301415735497878e-07,3.2536797488868764e-12,3.050913390695689e-17,0.011998850026160232,0.9500000000000003
0.012029802954365568,6.332114840039003e-08,8.598819571535063e-13,4.1396560302912776e-18,0.012029866276373855,1.0000000000000002
0.012000729968792223,3.243159276258685e-08,2.2611463737934375e-13,5.58887559561089e-19,0.0120007624006111,1.0500000000000003
0.011917495254971022,1.6535447296746408e-08,5.918977537095327e-14,7.511260131523017e-20,0.011917511790477509,1.1000000000000003
0.011785984073191818,8.395898023611105e-09,1.543008238219452e-14,1.005320876501735e-20,0.011785992469105272,1.1500000000000004
0.011611898021044795,4.246927661016548e-09,4.007248719417505e-15,1.340457659355496e-21,0.011611902267976463,1.2000000000000004
0.011400694253319271,2.1407861911301068e-09,1.0370867252578653e-15,1.7811160719295368e-22,0.0114006963941065,1.2500000000000004
0.011157541971753263,1.075674493071058e-09,2.6754263280787695e-16,2.3590681605022568e-23,0.011157543047428024,1.3000000000000005
0.010887293063839454,5.388930717203238e-10,6.881531013757199e-17,3.1153217666505843e-24,0.010887293602732596,1.3500000000000005
0.010594464244037968,2.692353193175549e-10,1.765163133924207e-17,4.1027308957447567e-25,0.010594464513273305,1.4000000000000006
0.010283228459430771,1.341692098146863e-10,4.516229717883844e-18,5.389327218054487e-26,0.010283228593599987,1.4500000000000006
0.009957413673572781,6.670221760606097e-11,1.1527464154870995e-18,7.062568200101947e-27,0.009957413740275001,1.5000000000000007
0.009620507444490892,3.308735478795571e-11,2.9357961815061697e-19,9.234749532339433e-28,0.009620507477578246,1.5500000000000007
0.00927566597196599,1.6378703252513655e-11,7.461286438325339e-20,1.204989542337316e-28,0.009275665988344693,1.6000000000000008
0.008925726511100074,8.091859525225918e-12,1.8925740395213953e-20,1.5692523545966694e-29,0.008925726519191933,1.6500000000000008
0.008573222238697092,3.9904253094868994e-12,4.791749161234536e-21,2.0398786442373445e-30,0.008573222242687518,1.7000000000000008
0.008220398820520027,1.9644380527104788e-12,1.211109951641167e-21,2.647062367928001e-31,0.008220398822484465,1.7500000000000009
0.007869232064820247,9.654908186576563e-13,3.0560730295781677e-22,3.42937260905621e-32,0.007869232065785738,1.800000000000001
0.007521446163976577,4.737917476087198e-13,7.699693140396425e-23,4.436032398523357e-33,0.007521446164450369,1.850000000000001
0.007178532124511796,2.32162533454589e-13,1.9370837820498284e-23,5.729807643906512e-34,0.007178532124743959,1.900000000000001
0.006841766068681875,1.1360437385075245e-13,4.8665553644549604e-24,7.390667280649353e-35,0.00684176606879548,1.950000000000001
0.006512227160438808,5.5517093096457765e-14,1.2210225361730563e-24,9.520417805070385e-36,0.006512227160494325,2.000000000000001
