AAA-cycles,AAB-cycles,ABB-cycles,BBB-cycles,all,x
0.0012953579971568758,0.0,0.0,0.002952290954631342,0.004247648951788217,0.05
0.004295557992443576,0.0,0.0,0.005578254003710745,0.009873811996154322,0.1
0.008012570972778608,0.0,0.0,0.005928706381604867,0.013941277354383476,0.15000000000000002
0.011809163818525368,0.0,0.0,0.00497870683678639,0.01678787065531176,0.2
0.015297094792062461,0.0,0.0,0.0036746477900014203,0.018971742582063883,0.25
0.018261701288907174,0.0,0.0,0.0024995242211045174,0.02076122551001169,0.3
0.02060651732457814,0.0,0.0,0.001607052509749299,0.02221356983432744,0.35
0.022313016014842982,0.0,0.0,0.0009915008706665425,0.023304516885509524,0.39999999999999997
0.0234117084257682,0.0,0.0,0.0005927578080255314,0.02400446623379373,0.44999999999999996
0.023961713569520073,0.0,0.0,0.0003456777313423957,0.024307391300862468,0.49999999999999994
0.02403659950746298,0.0,0.0,0.0001975767839593857,0.024234176291422365,0.5499999999999999
0.023714825526419486,0.0,0.0,0.0001110688236780114,0.023825894350097496,0.6
0.0230735241047282,0.0,0.0,6.157373856572998e-05,0.02313509784329393,0.65
0.02218467559173951,0.0,0.0,3.373215045344016e-05,0.02221840774219295,0.7000000000000001
0.021112969181944195,0.0,0.0,1.8291512326032504e-05,0.021131260694270227,0.7500000000000001
0.019914827347145576,0.0,0.0,9.830739765325089e-06,0.0199246580869109,0.8000000000000002
0.0186382103007742,0.0,0.0,5.242316238124758e-06,0.018643452617012325,0.8500000000000002
0.017322922395280927,0.0,0.0,2.7761921499277577e-06,0.017325698587430854,0.9000000000000002
0.01600122146616629,0.0,0.0,1.4611367096743868e-06,0.016002682602875965,0.9500000000000003
0.014698591160005684,0.0,0.0,7.647558012545596e-07,0.01469935591580694,1.0000000000000002
0.013434579974830798,0.0,0.0,3.9827268033385805e-07,0.013434978247511132,1.0500000000000003
0.012223642782300436,0.0,0.0,2.0647450213412848e-07,0.01222384925680257,1.1000000000000003
0.011075943835717963,0.0,0.0,1.0659967400054971e-07,0.011076050435391964,1.1500000000000004
0.009998096884418065,0.0,0.0,5.4827927080964934e-08,0.009998151712345145,1.2000000000000004
0.008993829691375126,0.0,0.0,2.8102082149708255e-08,0.008993857793457275,1.2500000000000004
0.008064568268670833,0.0,0.0,1.4357681537366537e-08,0.00806458262635237,1.3000000000000005
0.007209941479120476,0.0,0.0,7.313820326439347e-09,0.007209948792940802,1.3500000000000005
0.006428210038997189,0.0,0.0,3.715454609676785e-09,0.006428213754451799,1.4000000000000006
0.005716625950753861,0.0,0.0,1.882656255855079e-09,0.005716627833410117,1.4500000000000006
0.005071729410022116,0.0,0.0,9.516925814709982e-10,0.005071730361714697,1.5000000000000007
0.004489590574870072,0.0,0.0,4.800170910705392e-10,0.004489591054887163,1.5500000000000007
0.003966003482666167,0.0,0.0,2.4160861083385825e-10,0.003966003724274777,1.6000000000000008
0.0034966390145110856,0.0,0.0,1.2137226873106893e-10,0.0034966391358833542,1.6500000000000008
0.0030771632561683937,0.0,0.0,6.085952562603496e-11,0.0030771633170279195,1.7000000000000008
0.0027033269700943393,0.0,0.0,3.0463931915003365e-11,0.002703327000558271,1.7500000000000009
0.0023710312321021223,0.0,0.0,1.522418341396627e-11,0.0023710312473263057,1.800000000000001
0.002076373636004301,0.0,0.0,7.59646590000692e-12,0.002076373643600767,1.850000000000001
0.0018156788540936541,0.0,0.0,3.784900581687463e-12,0.0018156788578785547,1.900000000000001
0.001585516774506622,0.0,0.0,1.8831964886452734e-12,0.0015855167763898185,1.950000000000001
0.0013827109253695814,0.0,0.0,9.357622968839985e-13,0.0013827109263053437,2.000000000000001
