empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
49.999,50.00770912752341,0.04791817703227702,0.11,0.79,0.09999999999999998,0.39952695024525564,0.0003296391397291837,0.5,0.25,0.25,50
99.988,99.98549890065526,0.0914685565614643,0.09999999999999999,0.8200000000000001,0.07999999999999996,0.37134848104774304,0.0003342279360093403,0.5,0.25,0.25,100
149.965,150.0134033616134,0.12360495362916474,0.04,0.59,0.37,0.5685043967831788,0.000856487744699381,0.5,0.25,0.25,150
199.915,199.9972067766396,0.19494976058902588,0.13,0.77,0.09999999999999998,0.4349199182845817,0.0007335065304657524,0.5,0.25,0.25,200
249.85500000000002,250.0202496961413,0.2372647141484387,0.06999999999999999,0.5700000000000001,0.36,0.4760068535279746,0.0007514461569897558,0.5,0.25,0.25,250
299.7619999999999,299.96728392736736,0.29800845383571506,0.26,0.45,0.29,0.5072073684895186,0.0009641667071281488,0.5,0.25,0.25,300
349.62000000000006,350.0678374474047,0.34910396520398457,0.24000000000000002,0.53,0.22999999999999998,0.49622560165574203,0.0011953179353821667,0.5,0.25,0.25,350
399.427,399.9129153332306,0.39192639837684645,0.08,0.79,0.13,0.5509120922530989,0.000854457777915115,0.5,0.25,0.25,400
449.0630000000002,449.89897362483975,0.44123767267034425,0.27,0.73,0.0,0.7052045691809443,0.000729805497059238,0.5,0.25,0.25,450
498.33600000000024,499.3629746437266,0.4918343943802966,0.15000000000000002,0.76,0.08999999999999997,0.46538296609396773,0.0007432423341725341,0.5,0.25,0.25,500
546.681,549.4522216510724,0.5366378404881764,0.17,0.75,0.07999999999999996,0.45759305525456967,0.000516955696893417,0.5,0.25,0.25,550
593.3170000000002,599.0994191293071,0.5917279263406053,0.04,0.89,0.06999999999999995,0.5437326982706522,0.0005352708559152809,0.5,0.25,0.25,600
636.3090000000004,778.8877559801081,0.7801285437724141,0.28,0.01,0.71,0.08490393885958988,0.0003072424805923577,0.5,0.25,0.25,650
675.303,824.5206106722762,0.8266743078160568,0.73,0.01,0.26,0.9170696630076685,0.0003118552351947805,0.5,0.25,0.25,700
710.0789999999994,803.4035213371712,0.8034796371112076,0.86,0.01,0.13,0.9541156787238828,0.0002966559875888998,0.5,0.25,0.25,750
741.0369999999997,925.9470254114821,0.926828467448022,0.32,0.05,0.6299999999999999,0.1598384173689797,0.00020067096910740057,0.5,0.25,0.25,800
768.835,928.9751618108896,0.9296878722328836,0.2,0.03,0.77,0.0950851185952709,0.00020205258541270766,0.5,0.25,0.25,850
793.4890000000001,1047.4848250912576,1.0521868658263798,0.7000000000000001,0.02,0.2799999999999999,0.8790828577816406,0.00030345964132578166,0.5,0.25,0.25,900
815.5480000000005,1084.7621616257773,1.088768509636481,0.67,0.04,0.29,0.8484483169526831,0.0003341605328649797,0.5,0.25,0.25,950
834.6559999999995,1139.080719116818,1.1435235899750429,0.67,0.04,0.29,0.844558579096254,0.0003046168638284527,0.5,0.25,0.25,1000
851.3410000000001,1182.573436318566,1.186078690874727,0.61,0.07,0.32,0.7971134417091011,0.0002980360394358743,0.5,0.25,0.25,1050
866.7069999999994,1117.869917849636,1.1191117422061967,0.26,0.0,0.74,0.31054573980393324,0.0003148787835592825,0.5,0.25,0.25,1100
880.0609999999999,1255.8717912385507,1.2584481588371372,0.68,0.06,0.25999999999999995,0.8302749092441956,0.0003703532249231064,0.5,0.25,0.25,1150
892.174,1332.7027635042707,1.331572462114069,0.99,0.0,0.010000000000000009,0.9451094363984366,0.0002665824792422486,0.5,0.25,0.25,1200
902.9170000000004,1286.8715669030075,1.2891380104864991,0.8300000000000001,0.0,0.16999999999999993,0.7766991678795124,0.00024171462140557822,0.5,0.25,0.25,1250
912.4979999999994,1341.4873873654053,1.3439363306651724,0.85,0.0,0.15000000000000002,0.7984179620309909,0.00029997346884472296,0.5,0.25,0.25,1300
921.0400000000008,1401.834650703639,1.404915724727799,0.88,0.0,0.12,0.8309424985186239,0.0002919375602631795,0.5,0.25,0.25,1350
928.7199999999995,1472.3506945134675,1.4772129851858025,0.92,0.0,0.07999999999999996,0.8752453036306745,0.00028783680526176723,0.5,0.25,0.25,1400
935.4920000000003,1418.276557862938,1.4013291857962802,0.060000000000000005,0.93,0.009999999999999898,0.44576353616841474,0.0005089172806067527,0.5,0.25,0.25,1450
941.6610000000001,1600.023629268149,0.8726299021608188,0.9400000000000001,0.06,0.0,0.4827744125659123,0.0007495590275512591,0.5,0.25,0.25,1500
