empirical_min_dist,estimated_true_dist,best_x,best_p_aa,best_p_ab,best_p_bb,best_alpha,min_error,real_alpha,real_p_aa,real_p_bb,empirical_true_dist
49.994,49.99191871976629,0.044001068765966406,0.53,0.16,0.30999999999999994,0.4180794594350852,0.0002995664986222833,0.4,0.4,0.4,50
99.981,99.97219865850529,0.09856066125050328,0.26,0.13,0.61,0.24484514626487117,0.00019632407057554638,0.4,0.4,0.4,100
149.93999999999994,149.90455572113243,0.15083762794443567,0.55,0.13,0.31999999999999995,0.6755889896275208,0.00041782275545452607,0.4,0.4,0.4,150
199.882,199.81760077704823,0.2011797666638982,0.63,0.1,0.27,0.7442972592413127,0.000865432944408368,0.4,0.4,0.4,200
249.77200000000008,249.8628015162134,0.2534573941385772,0.76,0.06,0.18,0.8413392557322336,0.0010497967699735127,0.4,0.4,0.4,250
299.64000000000004,299.75570209114517,0.3020366007999987,0.41000000000000003,0.14,0.44999999999999996,0.39932919960275354,0.000614730384629324,0.4,0.4,0.4,300
349.3890000000002,349.4011973430456,0.3487093001367652,0.11,0.1,0.79,0.2404260026211189,0.0005865457303958388,0.4,0.4,0.4,350
399.03400000000005,399.01633261347354,0.39806374543904594,0.09,0.09,0.8200000000000001,0.2101444201053902,0.0008458553477910615,0.4,0.4,0.4,400
448.3919999999998,507.23028530293254,0.5105129315394399,0.24000000000000002,0.01,0.75,0.06771258938019889,0.0007315841826737658,0.4,0.4,0.4,450
497.0720000000001,562.4310226638106,0.5643529131414454,0.28,0.02,0.7,0.10005473981205013,0.0006623946600518215,0.4,0.4,0.4,500
544.0560000000002,546.7275707941496,0.54336179049589,0.05,0.07,0.8799999999999999,0.14998361635521051,0.0006520963854463819,0.4,0.4,0.4,550
588.2770000000004,593.9517703893595,0.5853152143892764,0.01,0.02,0.97,0.06632602627241835,0.0008069388162696689,0.4,0.4,0.4,600
629.0010000000003,642.9016185682357,0.6400525087127404,0.03,0.05,0.9199999999999999,0.10245859138972348,0.0008541793404238708,0.4,0.4,0.4,650
665.9650000000001,720.3680504501024,0.7193704011298001,0.5800000000000001,0.06,0.35999999999999993,0.46734930018631676,0.00059185640724731,0.4,0.4,0.4,700
699.1280000000003,754.9418843164678,0.7544710021204721,0.47000000000000003,0.12,0.41000000000000003,0.41857984687618094,0.00041866085633842807,0.4,0.4,0.4,750
728.9239999999995,821.0711711839209,0.8196852849234997,0.55,0.11,0.33999999999999997,0.46835076003591575,0.00035579469537194117,0.4,0.4,0.4,800
755.7940000000001,862.0302079807092,0.8622293026888244,0.5,0.12,0.38,0.4410773051410256,0.00034456099878660604,0.4,0.4,0.4,850
779.8569999999999,901.4014922671737,0.9017093829485958,0.44,0.14,0.42000000000000004,0.4081211926212405,0.0003222685866100829,0.4,0.4,0.4,900
801.4769999999995,938.7198417411615,0.9391388359892172,0.02,0.0,0.98,0.04903519722126066,0.0002922248246093719,0.4,0.4,0.4,950
820.4460000000003,989.5113125032759,0.990885188860434,0.81,0.06,0.12999999999999995,0.7756103253935249,0.00032615344228215126,0.4,0.4,0.4,1000
837.5230000000007,1032.9975930628243,1.0331493414583792,0.01,0.0,0.99,0.03163774252086217,0.0002664567713917894,0.4,0.4,0.4,1050
852.8709999999995,1065.978619715061,1.06708862372833,0.03,0.0,0.97,0.048455344253395934,0.00034852573869397234,0.4,0.4,0.4,1100
866.6189999999998,1132.9240521913628,1.1334899457984868,0.88,0.04,0.07999999999999999,0.8476173036638216,0.0003293447481571152,0.4,0.4,0.4,1150
879.0109999999999,1188.0700162784872,1.188460667803848,0.92,0.03,0.04999999999999996,0.8869746707420526,0.00029321592114764567,0.4,0.4,0.4,1200
890.1810000000006,1289.1860318180968,1.2907414534749433,0.86,0.06,0.08000000000000002,0.8055033620042552,0.0003435790253092929,0.4,0.4,0.4,1250
900.2420000000003,1323.5916126208826,1.3249679792004152,0.88,0.05,0.06999999999999999,0.8334933775184432,0.0003023419651406591,0.4,0.4,0.4,1300
909.1989999999992,1376.8424179943863,1.378688855072832,0.88,0.05,0.06999999999999999,0.8343872777058152,0.000341839353496235,0.4,0.4,0.4,1350
917.3350000000005,1443.789268449219,1.450100820759207,0.59,0.0,0.41000000000000003,0.4797599316828498,0.00043737407573042554,0.4,0.4,0.4,1400
924.3909999999998,1437.1351814942554,1.4386602281064005,0.89,0.04,0.06999999999999998,0.8574617617336533,0.00041122395570676893,0.4,0.4,0.4,1450
931.0489999999995,1485.3001154741733,1.4867460690181347,0.89,0.04,0.06999999999999998,0.8581281167829273,0.00039848030783602283,0.4,0.4,0.4,1500
