n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,498.991,499.009,0.451,0.107,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,498.013,497.993,0.888,0.196,0.904,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006
1000,3,997.0,497.012,497.007,1.328,0.295,1.34,0.008,0.004,0.001,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.019
1000,4,996.0,496.027,496.006,1.755,0.407,1.773,0.013,0.006,0.001,0.011,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.033
1000,5,995.0,495.067,494.979,2.179,0.499,2.231,0.018,0.008,0.002,0.016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.046
1000,6,994.0,494.03,494.032,2.642,0.584,2.651,0.026,0.009,0.002,0.023,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.061
1000,7,993.0,493.047,493.032,3.08,0.673,3.09,0.03,0.011,0.004,0.032,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076
1000,8,992.0,492.058,492.053,3.504,0.772,3.506,0.037,0.016,0.008,0.042,0.002,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.106
1000,9,991.0,491.103,491.047,3.906,0.863,3.936,0.053,0.02,0.012,0.055,0.002,0.001,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.142
1000,10,990.0,490.144,490.053,4.295,0.963,4.356,0.074,0.025,0.016,0.066,0.003,0.001,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.186
1000,11,989.0,489.165,489.07,4.722,1.044,4.773,0.086,0.025,0.024,0.082,0.003,0.001,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.222
1000,12,988.0,488.1,488.171,5.183,1.131,5.155,0.102,0.027,0.026,0.094,0.003,0.001,0.0,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.248
1000,13,987.0,487.116,487.199,5.591,1.239,5.553,0.115,0.03,0.033,0.111,0.005,0.001,0.0,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.283
1000,14,986.0,486.138,486.238,5.988,1.329,5.948,0.139,0.037,0.038,0.128,0.005,0.001,0.001,0.003,0.007,0.0,0.0,0.0,0.0,0.0,0.0,2.328
1000,15,985.0,485.186,485.25,6.375,1.422,6.349,0.162,0.042,0.044,0.152,0.005,0.001,0.001,0.003,0.008,0.0,0.0,0.0,0.0,0.0,0.0,2.373
1000,16,984.0,484.236,484.255,6.764,1.517,6.757,0.184,0.044,0.047,0.176,0.006,0.001,0.001,0.003,0.009,0.0,0.0,0.0,0.0,0.0,0.0,2.411
