n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,900.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,899.392,98.608,0.202,0.204,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,898.756,97.265,0.413,0.412,1.133,0.0,0.0,0.006,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021
1000,3,997.0,898.159,95.909,0.607,0.606,1.653,0.0,0.002,0.016,0.046,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.068
1000,4,996.0,897.563,94.559,0.795,0.804,2.165,0.0,0.004,0.03,0.072,0.0,0.0,0.001,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.121
1000,5,995.002,896.933,93.262,1.002,0.995,2.631,0.0,0.009,0.044,0.114,0.0,0.0,0.001,0.004,0.007,0.0,0.0,0.0,0.0,0.0,0.0,2.184
1000,6,994.004,896.331,91.956,1.2,1.17,3.085,0.0,0.013,0.066,0.166,0.0,0.0,0.001,0.005,0.011,0.0,0.0,0.0,0.0,0.0,0.0,2.264
1000,7,993.004,895.69,90.723,1.418,1.329,3.468,0.001,0.015,0.096,0.235,0.0,0.0,0.003,0.01,0.016,0.0,0.0,0.0,0.0,0.0,0.0,2.369
1000,8,992.004,895.09,89.447,1.614,1.507,3.867,0.003,0.015,0.117,0.298,0.0,0.0,0.002,0.013,0.028,0.0,0.0,0.0,0.001,0.0,0.001,2.466
1000,9,991.005,894.513,88.2,1.793,1.668,4.208,0.004,0.019,0.149,0.38,0.0,0.0,0.004,0.021,0.039,0.0,0.0,0.0,0.002,0.001,0.002,2.595
1000,10,990.005,893.96,86.934,1.957,1.821,4.562,0.007,0.021,0.191,0.454,0.0,0.001,0.007,0.027,0.052,0.0,0.0,0.0,0.002,0.003,0.002,2.712
1000,11,989.006,893.406,85.709,2.122,1.98,4.86,0.008,0.025,0.225,0.527,0.0,0.001,0.008,0.039,0.075,0.0,0.0,0.0,0.004,0.003,0.007,2.857
