estimated_true_dist,empirical_min_dist,empirical_true_dist,alpha,p_aa,p_bb
129.9508637218887,129.93966666666665,130,0.5380766719304422,0.4525426312694645,0.4466450334298843
130.95513508905142,130.93833333333336,131,0.5380309238859159,0.45229459691624224,0.44699303247750527
131.9445890692341,131.93666666666672,132,0.5379220771732361,0.4519383800989516,0.4473281320278171
132.93591725403832,132.9356666666667,133,0.5378089160298346,0.45153029329723343,0.44766737515574545
133.94071858443948,133.93533333333335,134,0.5377046148154998,0.45117771363776926,0.4480766587637013
134.93288964891374,134.93466666666666,135,0.5376283281921947,0.4508741056633826,0.4485063347505705
135.93059586001166,135.93433333333337,136,0.5376402387377074,0.45076937519735777,0.44861444189361027
136.92523813568465,136.9333333333333,137,0.5375251596117393,0.4504019737121953,0.4490875834786677
137.9017205983684,137.93099999999998,138,0.5375257686193013,0.4501768942961134,0.44937514316984395
138.96262996931557,138.93066666666672,139,0.5372870116208693,0.44959145351197727,0.44990864799025576
139.89868908404296,139.92966666666663,140,0.537187750046584,0.4492814111238991,0.4502131104000405
140.90895528598182,140.92833333333337,141,0.5371121780120967,0.44883656439861846,0.4506264653238208
141.9033483442798,141.9266666666667,142,0.536971147144286,0.4482803412500209,0.4511212979568577
142.90118731844515,142.92533333333327,143,0.5367953196864546,0.44803252249918524,0.4514126229412306
143.91143706503826,143.92466666666664,144,0.5365830504304713,0.44755294254807093,0.45191659102454135
144.89486895280226,144.92266666666666,145,0.5366076069170226,0.4474471107124168,0.45201132956234996
145.894147384818,145.9223333333333,146,0.5364382982378477,0.44698550724637687,0.45248861283643893
146.89488750596914,146.92200000000003,147,0.5363280706041235,0.4466857956773941,0.45283735524224344
147.95136901718803,147.92200000000003,148,0.5362148464542759,0.44633729431389907,0.45333525547294923
148.94979776804217,148.91966666666664,149,0.5361884996805178,0.4461579541953374,0.45354010475505807
149.9443351649659,149.91933333333338,150,0.5361071294825606,0.44583335041004596,0.45388672811550956
150.9473708561377,150.91866666666667,151,0.5360391361290158,0.44558846370793037,0.45421288840566676
151.95153443003065,151.91733333333335,152,0.5359861397313233,0.44532851803088913,0.454536561107737
152.941481305684,152.91666666666666,153,0.5358893228439234,0.44493117922686454,0.45490856436287913
153.9416704619194,153.91633333333337,154,0.5358672485024799,0.44467075100417897,0.4551344991276829
154.94187825020492,154.91533333333336,155,0.5358258659487262,0.4442758162951451,0.4554376507535654
155.94796138706494,155.91300000000004,156,0.5357159359549623,0.4437680890313362,0.4557689124985368
156.88149730188675,156.91099999999994,157,0.5356313815986398,0.44332067753481685,0.4561522883106321
157.94550208997939,157.909,158,0.5354880713974212,0.4429743499083925,0.4566471665970236
158.93697141031586,158.90833333333333,159,0.5353960006685216,0.44256793331168126,0.4570347114463169
159.927026511278,159.90733333333336,160,0.5353111816602629,0.4424718210954662,0.4570884399470233
160.9175120037342,160.90733333333333,161,0.5351781588228139,0.4420060066776363,0.4574620189465949
161.90884842852955,161.90599999999998,162,0.5349596584426912,0.44143634298467604,0.4579758085407409
162.90997381999566,162.90499999999997,163,0.5348457950955318,0.4409486084265954,0.45836017849046695
163.90572994504407,163.903,164,0.5348656765028474,0.4407171178751593,0.45866490972522656
164.9099204618954,164.9023333333333,165,0.5347106571652527,0.4402444482290177,0.4591285887986312
165.90954671099303,165.9013333333334,166,0.5346765008112814,0.4398175414741352,0.45943104245639144
166.92417789818387,166.89999999999998,167,0.5345072971828877,0.4392839540248014,0.45990970565621125
167.9279764645008,167.89899999999997,168,0.5345161752041993,0.43920463712454205,0.4599819772314981
168.9266931787087,168.89666666666665,169,0.5343633003617804,0.4387463380536117,0.46042741688461625
169.920455861072,169.89499999999998,170,0.5341997256075955,0.4384302687954967,0.4608174801353189
170.92862339319927,170.89466666666667,171,0.5341417317373438,0.43809177269668376,0.461156235817018
171.93224886768778,171.89299999999997,172,0.5340643994644115,0.43766891100245264,0.4615820224016996
172.9335288156311,172.89266666666668,173,0.5339397491608933,0.43728438278414694,0.4618973925178633
173.93279084696545,173.89166666666665,174,0.5338403085143348,0.43703496155163285,0.46221708539584694
174.84833061495303,174.88866666666667,175,0.5337350968597816,0.43671077886655213,0.46262248711991105
175.9228285269326,175.887,176,0.5336354094956494,0.43632519252778806,0.4630715214059863
176.92100979614892,176.88599999999997,177,0.5335447324879614,0.4358922705014567,0.4634483667017914
177.92445801024851,177.88566666666665,178,0.5333927369567307,0.43541881769703433,0.46389555949991684
178.92715976707606,178.88500000000002,179,0.5333511384122321,0.43507724624194427,0.4642690277514992
179.92340680121566,179.88266666666664,180,0.5332655405532644,0.4346744809238303,0.4647375219294018
180.8540760024659,180.8816666666667,181,0.533228074895201,0.434308605820849,0.4651099249977873
181.85941311432828,181.87866666666667,182,0.533181727385873,0.4339051424400177,0.4655396968707379
182.85673464599145,182.87733333333333,183,0.5330890266300863,0.43340085320565935,0.4660329005923334
183.86849263365067,183.876,184,0.5330104489673393,0.43300528452171255,0.4664049934900819
184.87158628361,184.87366666666668,185,0.5329729823376038,0.4326270149573303,0.4668124675006882
185.86838674697844,185.8733333333333,186,0.5328589354399158,0.4322205419607124,0.46716616258821375
186.8653151421608,186.8696666666667,187,0.532693649311481,0.43172395906831984,0.46760210989614515
187.8570654396904,187.86799999999994,188,0.5325550652789786,0.4312388325250209,0.46801482773991265
188.85309026701074,188.86466666666664,189,0.5324521660669026,0.4309781223004882,0.46840500953272524
189.8453518349924,189.86399999999995,190,0.532292908263539,0.4305189645799356,0.46880167881296975
190.8440592570394,190.86066666666667,191,0.5322131777057592,0.4302728190798715,0.46910758623831617
191.84769988967918,191.86,192,0.5321389742377688,0.42992256175718824,0.4694266839594378
192.83738025660324,192.85900000000004,193,0.532031963446437,0.42953556758067696,0.4698134085156049
193.83411727697018,193.85566666666665,194,0.5318901812742322,0.42911601812558436,0.47034528708306045
194.83522720889775,194.85433333333327,195,0.5318635129219579,0.42888257002843483,0.4705895698469357
195.82894312643086,195.85366666666664,196,0.5317587481831113,0.42848885749149057,0.47107178880800277
196.84124805303492,196.84900000000002,197,0.5316458691246515,0.42807562885726785,0.4714694210137164
197.83707900294576,197.84566666666666,198,0.5315381218616841,0.4275352762758802,0.4719654867089919
198.83394401952822,198.84433333333334,199,0.5313815984824752,0.4271325386459702,0.47245004347318775
199.821404298045,199.84266666666662,200,0.5313381655866595,0.4268827031641975,0.4726964318623745
200.8152652381006,200.84099999999998,201,0.5312797983581168,0.4265315401640607,0.4729916090800801
201.81073867477602,201.83966666666663,202,0.5312205405961299,0.4261478207646005,0.4733824241764266
202.80340353287426,202.83766666666662,203,0.5311537476588117,0.4258045392636173,0.47368480295963894
203.80751519302802,203.83566666666675,204,0.5310685127724997,0.4254795978799487,0.4740653557533004
204.79812762146585,204.83466666666672,205,0.5309772076223689,0.42513090574037593,0.47436569707774945
205.79718070814772,205.83433333333332,206,0.5309220438164843,0.42499148459928954,0.4745679603837357
206.79513159750323,206.83233333333337,207,0.5307420809111401,0.4244992295839753,0.47502131733660446
207.8039906247621,207.83000000000004,208,0.5306344127636904,0.42416555207687306,0.4753831324581002
208.80087282367845,208.82833333333338,209,0.53049926618897,0.42372387842408227,0.4757729149401602
209.79912826097774,209.82666666666668,210,0.5305060396387944,0.42363273601969087,0.4759104216002536
210.80282837717778,210.825,211,0.5304766207012037,0.4232739765330114,0.47621442970150196
211.81423799538192,211.82300000000004,212,0.530404261901737,0.4229640990514764,0.47655866104799205
212.81657775073168,212.82066666666665,213,0.5303106868348205,0.4224572472313467,0.4770528211061221
213.82952422068956,213.818,214,0.530233113291635,0.422105771732263,0.47742966514289964
214.8226595729694,214.81633333333335,215,0.530100353693062,0.4216375637496889,0.47795272958245577
215.81164848374183,215.8146666666666,216,0.5300034782209856,0.4212623277091255,0.478251990256654
216.81080635130266,216.8119999999999,217,0.529871109139274,0.4207985633132845,0.47870015472581623
217.80820389888578,217.80966666666666,218,0.5297668285649236,0.4203368332041435,0.4791658167333632
218.80871270763726,218.8083333333333,219,0.5296895365685601,0.42016504537635685,0.47945459398540835
219.8097360561186,219.806,220,0.5295222291390217,0.41984090816466413,0.479894926771073
220.7920641717233,220.80233333333337,221,0.5293815124757051,0.4194668168312797,0.48035757948474767
221.79128975344832,221.80100000000002,222,0.5292916257539626,0.4191177287421358,0.48070934224022693
222.79118292576914,222.7976666666667,223,0.5292060450978163,0.4186752226897442,0.4811763791591265
223.79223081729378,223.796,224,0.5291538949395638,0.41833077506334027,0.48150833132986887
224.78815699486964,224.794,225,0.5290551825925224,0.41800769116994524,0.4818333086821476
225.79665936935817,225.79299999999998,226,0.5290070226169575,0.4177262445111403,0.48216952259857765
226.7986169795048,226.79199999999994,227,0.528874692856631,0.417159960093116,0.48266637106011895
227.79235268640068,227.79066666666668,228,0.5287539160766795,0.4167639323917026,0.4831311683706637
228.79478193469313,228.7896666666667,229,0.5286666812687774,0.41644516310045926,0.4834758339609268
229.8080568808757,229.7853333333333,230,0.5285846288727488,0.4161990873441863,0.48374078213939203
230.80189345758458,230.78500000000003,231,0.5284881665654488,0.41572561312926426,0.4842227549326941
231.798557317406,231.78266666666667,232,0.5284328100001535,0.41549950215731823,0.4844857469484087
232.81499172373012,232.78166666666672,233,0.5283748793592717,0.4152163176245973,0.48482201434500244
233.80930277263718,233.78033333333335,234,0.5283168028973204,0.41486915701894667,0.4852170644892666
234.8138529733952,234.77933333333334,235,0.528234472359382,0.41445463587136694,0.48566324087376134
235.81557373898147,235.77833333333342,236,0.5281218884074261,0.4141021249323181,0.48612661193188716
236.81138027244083,236.77466666666672,237,0.5280394217877169,0.413655934968932,0.48646966309516354
237.80959140756548,237.77300000000005,238,0.5279869351201895,0.41337340124254707,0.4868140488106681
238.81855767140183,238.77133333333336,239,0.5279129834522377,0.4130788545509436,0.4871913818875316
239.81142764823383,239.76933333333335,240,0.5278228978401618,0.4127984036051426,0.4874674167562552
240.71698520761123,240.76699999999997,241,0.527654017379468,0.41228651354534745,0.4879969081272084
241.71715876374495,241.7666666666667,242,0.5275839127428121,0.41190178176998965,0.4883375055220144
242.71028216576644,242.76499999999996,243,0.5274733798253152,0.4115362242005199,0.48875610241003775
243.71985782343833,243.76000000000002,244,0.527387067601765,0.41115355739080506,0.48910627272593443
244.81451287963446,244.7586666666667,245,0.5273319193271664,0.41080211462567,0.48940110149025146
245.7979542635072,245.75533333333334,246,0.5272737005975822,0.410423464765286,0.48973195542166015
246.8061327766856,246.75366666666665,247,0.5272138530105923,0.4099968329491136,0.4901121725232558
247.7962501358447,247.752,248,0.5270893562175043,0.4096376221648364,0.49050862567552134
248.8037074554697,248.75033333333332,249,0.5270328880676496,0.4092628539225689,0.49083033448376195
249.8031127513876,249.74999999999997,250,0.5269299292222119,0.4089057343234323,0.4911708804809052
250.70734686827942,250.74833333333333,251,0.5268421370328397,0.4086941790835905,0.4913492770809243
251.71758582540585,251.746,252,0.5267662050810021,0.4083677879924746,0.49164067993800004
252.71849677325912,252.74233333333336,253,0.5266650047954843,0.4079780575804433,0.49202194241955677
253.72215940402435,253.74066666666664,254,0.5265726123739862,0.40766002871130413,0.4923804615894283
254.71543179000125,254.73666666666662,255,0.5264237954438545,0.40717176068602645,0.492785160147721
255.7010656251095,255.73566666666667,256,0.5262975836509066,0.4068260517203271,0.4931739482796728
256.7092351630014,256.734,257,0.5262236243933235,0.40646066794863295,0.49358280102262597
257.71862012605465,257.7330000000001,258,0.5261234137824519,0.4059042221968393,0.4940733016702346
258.72542080567985,258.73200000000014,259,0.5259902788097145,0.4054298075576553,0.49448690640270637
259.724559318305,259.72866666666664,260,0.525908144640943,0.40515684323049134,0.4947436322754248
260.7244748555916,260.72433333333333,261,0.5258512895725745,0.40491629832522924,0.4949550432977833
261.73036955068136,261.72299999999984,262,0.5258168979890792,0.40457145385951515,0.495251898318711
262.73225280942574,262.7190000000001,263,0.5256516936732004,0.4040744648667793,0.49575361367107657
263.75406792515565,263.71700000000016,264,0.5255415265103134,0.4035250190013061,0.49624032409218033
264.7621171322917,264.71233333333345,265,0.5254828882075249,0.4031609905864033,0.49655892631120596
265.64893685396515,265.7093333333335,266,0.5254122421351002,0.4027335877693539,0.49699548954327005
266.64163979269557,266.70500000000015,267,0.5253607344094179,0.4024728824697812,0.49728640099240196
267.6588263306244,267.702,268,0.5253105930492847,0.40235155139634904,0.49745094781918525
268.66960691379575,268.70000000000016,269,0.5251973426804722,0.4019908653544383,0.49776064570202744
269.6715869015788,269.6966666666666,270,0.525069567295045,0.4016753710119448,0.4981163156611732
270.68809882333437,270.69466666666665,271,0.5249542934476981,0.4012915810784849,0.4984778849990394
271.6712420742471,271.6906666666665,272,0.5248822692629568,0.4010580328426407,0.49876895549755634
272.6710297737132,272.6873333333333,273,0.5248089608282925,0.4006147313601764,0.49918257743321914
273.66683292441434,273.68466666666666,274,0.52475792743871,0.4002375868283639,0.499539259187986
274.6771242427865,274.68266666666665,275,0.5246446877958622,0.39989709877777035,0.49991486589527767
275.67931615141964,275.68033333333346,276,0.52455642984793,0.39967488345053076,0.5001981063257016
276.6828004796072,276.67733333333337,277,0.524503183712903,0.39956959455955665,0.5003852165732022
277.68225724360303,277.6743333333334,278,0.5244105583852252,0.3991276344217521,0.5008208537620302
278.71152751937933,278.6719999999999,279,0.524323857525299,0.39881629612609376,0.501147014242248
279.7033240667052,279.6666666666668,280,0.524268492069458,0.3984856462701068,0.5014312941717405
280.70955529361726,280.663,281,0.5242470580517383,0.3981201222588207,0.5018620730585477
281.71681549587794,281.6623333333332,282,0.5241601924278279,0.39773730807192526,0.5022968289660188
282.5953666493789,282.65733333333344,283,0.5240795842105672,0.3974494586780387,0.5025145397928242
283.60160798251167,283.6539999999998,284,0.5239868582143908,0.3970314641038877,0.5028575035927677
284.61970607095924,284.6533333333333,285,0.523909513648613,0.3967149055033876,0.5032167478901699
285.6220592302635,285.6503333333331,286,0.5238203891091375,0.39642900946639564,0.5035364253671155
286.6254612807496,286.6473333333332,287,0.5237797208066406,0.3961848808240062,0.5037370319413974
287.63426757320934,287.64233333333306,288,0.523725237720187,0.3959317595065733,0.5040176478903629
288.65495723706135,288.6383333333332,289,0.5236048219312202,0.3956823289526559,0.5042119989879296
289.6710867670456,289.6356666666665,290,0.5235250539974928,0.3953186246226348,0.504599108841233
290.67822786315793,290.63300000000004,291,0.5234790589503069,0.39503547419973556,0.5048621068508966
291.5505814633466,291.62766666666676,292,0.5233755251199786,0.39471869957479794,0.505248879232922
292.55958406930694,292.62266666666676,293,0.5232565711758755,0.3943080032517173,0.5056494857662791
293.5732247506283,293.6173333333334,294,0.5231753465010008,0.3940340040136374,0.505863789977843
294.5816374368601,294.6139999999999,295,0.5230691335625831,0.39362801999081826,0.5062723245111468
295.5977926859918,295.61066666666676,296,0.5229921211314966,0.3932126037772491,0.5067466882779792
296.6078243135168,296.60766666666666,297,0.522915440528717,0.3928935755202397,0.5071426703086874
297.60835040198276,297.60366666666675,298,0.5228276161762274,0.39242286004875937,0.5076205148147594
298.61465900242075,298.60099999999994,299,0.5227494025292617,0.3920825350257454,0.5080866063944438
299.62201177037093,299.59766666666656,300,0.5226358890230342,0.3917439678836381,0.5083979642660534
300.6228077032079,300.59366666666654,301,0.5225511009529241,0.39143586456611457,0.5087391814443732
301.623806538897,301.5900000000001,302,0.5224716479208474,0.3910839829828102,0.5090338167875926
302.61700063815215,302.58733333333333,303,0.5223678842560839,0.39067633376262045,0.5093923772119866
303.62117796578093,303.5836666666667,304,0.5222551972541833,0.3902448189692426,0.5098246998478101
304.6203544510752,304.58,305,0.5222062025539927,0.39010098350790756,0.5100588600334731
305.49743259536007,305.5786666666667,306,0.5221456494283703,0.3897733517000504,0.5103500967263584
306.50567000696003,306.574,307,0.522072825645287,0.3893595621169371,0.5107719082796214
307.50939598838175,307.56899999999996,308,0.5220044381399548,0.389037377716623,0.5110549827530959
308.51717395752996,308.5656666666665,309,0.5219290798334668,0.38865520064284176,0.5113987467603265
309.5204023385493,309.5616666666666,310,0.5218873579213935,0.38837535965925823,0.5116374785714826
310.5259252057835,310.5556666666666,311,0.5217602932951674,0.3880144065971028,0.512035101908156
311.5334031393758,311.5516666666667,312,0.521670028464914,0.38767845999659634,0.5124179793128227
