n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,700.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,698.967,299.033,0.389,0.255,0.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,697.919,298.088,0.776,0.516,0.694,0.003,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007
1000,3,997.0,696.855,297.165,1.18,0.749,1.031,0.007,0.006,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02
1000,4,996.0,695.826,296.209,1.567,0.991,1.372,0.009,0.007,0.008,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.035
1000,5,995.0,694.727,295.327,1.985,1.241,1.666,0.01,0.009,0.014,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.054
1000,6,994.0,693.72,294.348,2.363,1.477,2.024,0.012,0.011,0.019,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067
1000,7,993.0,692.672,293.422,2.759,1.703,2.351,0.015,0.018,0.022,0.037,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09
1000,8,992.0,691.642,292.483,3.143,1.917,2.691,0.022,0.026,0.033,0.042,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.117
1000,9,991.0,690.636,291.53,3.509,2.148,3.013,0.027,0.035,0.042,0.058,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.152
1000,10,990.0,689.632,290.582,3.869,2.379,3.33,0.032,0.046,0.056,0.068,0.001,0.0,0.0,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.195
1000,11,989.0,688.628,289.637,4.225,2.605,3.647,0.043,0.053,0.074,0.081,0.001,0.0,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.241
1000,12,988.0,687.613,288.694,4.603,2.812,3.981,0.05,0.062,0.083,0.092,0.002,0.0,0.0,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.28
1000,13,987.0,686.612,287.745,4.96,3.037,4.302,0.059,0.069,0.098,0.105,0.002,0.002,0.0,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.316
1000,14,986.0,685.541,286.879,5.35,3.26,4.564,0.069,0.079,0.114,0.13,0.002,0.002,0.001,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.355
1000,15,985.0,684.549,285.951,5.692,3.466,4.86,0.085,0.088,0.142,0.149,0.003,0.003,0.001,0.005,0.006,0.0,0.0,0.0,0.0,0.0,0.0,2.405
1000,16,984.0,683.524,285.037,6.046,3.699,5.153,0.099,0.103,0.15,0.169,0.004,0.003,0.001,0.005,0.007,0.0,0.0,0.0,0.0,0.0,0.0,2.446
1000,17,983.002,682.465,284.174,6.413,3.934,5.406,0.117,0.111,0.164,0.193,0.004,0.003,0.003,0.007,0.008,0.0,0.0,0.0,0.0,0.0,0.0,2.491
1000,18,982.002,681.444,283.278,6.769,4.138,5.689,0.133,0.122,0.185,0.21,0.005,0.006,0.003,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,2.539
1000,19,981.002,680.431,282.354,7.125,4.349,6.001,0.147,0.134,0.204,0.219,0.004,0.007,0.003,0.009,0.014,0.001,0.0,0.0,0.0,0.0,0.0,2.58
1000,20,980.002,679.392,281.472,7.501,4.553,6.269,0.162,0.142,0.222,0.245,0.004,0.007,0.004,0.011,0.017,0.001,0.0,0.0,0.0,0.0,0.0,2.624
1000,21,979.002,678.399,280.564,7.84,4.756,6.541,0.177,0.157,0.246,0.267,0.005,0.008,0.005,0.013,0.022,0.001,0.0,0.0,0.001,0.0,0.0,2.679
1000,22,978.002,677.396,279.658,8.187,4.977,6.8,0.191,0.168,0.266,0.298,0.005,0.009,0.005,0.014,0.024,0.001,0.0,0.0,0.001,0.0,0.001,2.73
1000,23,977.002,676.382,278.757,8.542,5.179,7.082,0.21,0.179,0.284,0.318,0.005,0.01,0.005,0.016,0.028,0.001,0.0,0.0,0.001,0.0,0.002,2.768
1000,24,976.002,675.36,277.878,8.89,5.385,7.335,0.234,0.192,0.302,0.352,0.005,0.01,0.006,0.018,0.03,0.001,0.0,0.0,0.001,0.0,0.002,2.805
