n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,498.996,499.004,0.472,0.06,0.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,497.957,498.046,0.958,0.121,0.915,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.003
1000,3,997.0,496.892,497.118,1.462,0.174,1.344,0.002,0.001,0.002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1000,4,996.0,495.885,496.144,1.919,0.229,1.794,0.014,0.002,0.002,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.029
1000,5,995.0,494.79,495.256,2.424,0.284,2.201,0.023,0.003,0.003,0.015,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.045
1000,6,994.001,493.814,494.249,2.874,0.337,2.667,0.03,0.003,0.005,0.021,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.06
1000,7,993.001,492.782,493.31,3.335,0.397,3.088,0.046,0.004,0.005,0.033,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.086
1000,8,992.001,491.771,492.345,3.785,0.45,3.537,0.064,0.005,0.007,0.036,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.109
1000,9,991.001,490.728,491.418,4.261,0.488,3.964,0.081,0.005,0.009,0.045,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.137
1000,10,990.001,489.692,490.493,4.721,0.539,4.376,0.101,0.006,0.01,0.06,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.171
1000,11,989.001,488.619,489.614,5.201,0.584,4.756,0.123,0.006,0.012,0.082,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.212
1000,12,988.001,487.536,488.729,5.691,0.623,5.163,0.144,0.006,0.013,0.092,0.0,0.0,0.001,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.241
1000,13,987.001,486.498,487.83,6.141,0.657,5.557,0.17,0.012,0.014,0.114,0.003,0.0,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.294
1000,14,986.001,485.481,486.901,6.588,0.701,5.96,0.191,0.014,0.018,0.137,0.005,0.0,0.001,0.001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.339
1000,15,985.001,484.485,485.946,7.025,0.744,6.385,0.212,0.017,0.02,0.154,0.007,0.0,0.001,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.371
1000,16,984.001,483.482,485.009,7.452,0.789,6.796,0.24,0.02,0.026,0.171,0.009,0.0,0.001,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.415
1000,17,983.001,482.535,484.017,7.869,0.818,7.231,0.261,0.024,0.031,0.196,0.011,0.0,0.001,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,2.45
1000,18,982.001,481.581,483.037,8.274,0.871,7.646,0.282,0.03,0.035,0.221,0.014,0.0,0.001,0.001,0.008,0.0,0.0,0.0,0.0,0.0,0.0,2.489
1000,19,981.001,480.56,482.137,8.701,0.91,8.026,0.318,0.035,0.039,0.247,0.015,0.0,0.002,0.001,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.531
1000,20,980.001,479.597,481.17,9.108,0.955,8.438,0.347,0.038,0.041,0.276,0.016,0.0,0.002,0.001,0.011,0.001,0.0,0.0,0.0,0.0,0.0,2.561
1000,21,979.001,478.634,480.225,9.5,0.994,8.827,0.387,0.042,0.045,0.313,0.016,0.001,0.002,0.001,0.012,0.002,0.0,0.0,0.0,0.0,0.0,2.611
1000,22,978.001,477.592,479.355,9.932,1.026,9.195,0.428,0.046,0.054,0.331,0.017,0.001,0.003,0.001,0.018,0.002,0.0,0.0,0.0,0.0,0.0,2.663
1000,23,977.001,476.561,478.464,10.359,1.069,9.574,0.463,0.05,0.059,0.356,0.021,0.001,0.003,0.0,0.018,0.002,0.0,0.0,0.0,0.001,0.0,2.698
1000,24,976.001,475.591,477.508,10.773,1.109,9.983,0.484,0.056,0.064,0.378,0.024,0.001,0.004,0.002,0.02,0.002,0.0,0.0,0.0,0.001,0.0,2.733
1000,25,975.001,474.621,476.567,11.167,1.151,10.381,0.522,0.058,0.067,0.403,0.027,0.001,0.004,0.003,0.023,0.002,0.0,0.0,0.0,0.001,0.001,2.774
1000,26,974.001,473.654,475.627,11.564,1.187,10.768,0.559,0.063,0.067,0.442,0.031,0.001,0.004,0.003,0.025,0.002,0.0,0.0,0.0,0.001,0.001,2.808
1000,27,973.001,472.665,474.713,11.957,1.222,11.152,0.606,0.068,0.072,0.471,0.033,0.002,0.004,0.003,0.027,0.002,0.0,0.0,0.0,0.001,0.001,2.852
