k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.00763694845694185,0.00723282139425406,0.00020076726884183684,100.0,100.0,100.0,100.0,4.249153109138993,5.958296738722484,3.531927225983073,0.4001951811816434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.008718062366253073,0.007707554939331256,0.0005029366529274195,100.0,100.0,100.0,100.0,3.160626814150545,12.730899413302321,1.2682456098093349,0.5002858984291524,294.9916190606226,0,0,60.16368687205742,164.12926583066144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.007628827935833111,0.00641463239072115,0.0006044982096789376,99.99999999999999,100.00000000000001,99.99999999999999,100.00000000000001,1.7759567985852318,1.1928287138069713,1.190097846889935,0.43242462186422026,341.57486828829076,9.422821994729007,0,2.377154072525509,77.21564321849314,92.97917293923406,0,0,0,0,85.84105152370368,0,0,0,0,0,0,0,0,0,0,0,0
4,0.002741146007135119,0.001329349611232419,0.0007050426768396054,99.99999999999991,100.0,99.99999999999991,100.0,0.8729502987881946,0.5931999944156737,0.2174610768186378,0.37071585593465367,122.88339875447426,19.976587567551096,44.548092718952404,2.55496071243894,36.15496606971582,83.49724653951328,0,0,0,0,66.70731972217149,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0011048086693772276,0.0005065425369212774,0.0002987237373380473,99.99999999999952,99.99999999999994,99.99999999999952,99.99999999999994,0.40490596323641126,2.104028469453657,0.06095223873635469,0.1273559242581688,15.356066244492807,24.27618035861132,124.52776545452615,6.28085020733682,8.081325843378343,68.03767398091718,0,0,0,0,35.496926595350416,0,0,0,0,0,0,0,0,0,0,0,0
6,0.007792200993514827,0.009178248480332,0.0006973948924580346,99.99999999999794,99.99999999999974,99.99999999999794,99.99999999999974,0.42377647279352143,0.039005826835232675,0.9704885289013699,0.23221253134684824,15.54866032819045,11.065309751777248,221.41801069262277,0.6413878352913345,10.501197474910875,45.23109709201856,0,0,0,0,10.567073657912813,0,0,0,0,0,0,0,0,0,0,0,0
7,0.010912160703774564,0.008303606946603995,0.0012966282592387528,99.99999999999322,99.99999999999916,99.99999999999322,99.99999999999916,0.9732542382514238,3.313656710103317,0.6336808164607125,0.3769257287855635,20.22065404162456,19.790774897995924,334.9120599578526,8.964418296899206,16.27811800721861,13.75650720729359,0,0,0,36.775425651135905,12.916090477266316,0,0,0,0,0,0,0,0,0,0,0,0
8,0.0159006895984119,0.012493232132415849,0.0016903556656136674,99.99999999998069,99.99999999999758,99.99999999998069,99.99999999999758,1.481588326500949,0.36337638126397503,0.6689754585578603,0.43127832167300295,26.779867842549628,4.125959956647462,5.882202213122244,10.064851180828498,16.455376248007802,36.170108177123566,0,0,0,6.338498212770076,14.034481058395892,0,0,0,0,0,0,0,0,0,0,0,0
9,0.02155666235407327,0.01857400501198542,0.00146924376347214,99.99999999995151,99.99999999999392,99.99999999995151,99.99999999999392,1.7220512064608433,0.4833639044919602,1.1064776324003645,0.3558925215247402,29.720468979599506,30.982979991169337,28.949732946732347,3.8818034065502665,13.94678833088205,39.91828193362213,89.50155387590044,0,0,32.348202220070036,39.29091176631784,0,0,0,0,0,0,0,0,0,0,0,0
