k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.009915497211980815,0.006125503076034056,0.00028033698186249637,100.0,100.0,100.0,100.0,3.910469794784006,2.760621226598355,8.038346501992741,0.5583803248950621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.013864543409196548,0.007994701681707909,0.0007207594151150711,99.99999999999997,100.0,99.99999999999997,100.0,2.950434840777088,0.9943790720166504,5.120385851878092,0.7160682723563995,159.02361928206577,106.77038296518131,0,0,174.8182397507243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.011271709646811132,0.006097191727366939,0.0008173649793910408,99.99999999999925,99.9999999999998,99.99999999999925,99.9999999999998,1.2189690786111655,2.9631421624457763,3.5300125856051934,0.5372504535472442,23.5634052245632,53.831858409322365,0,0,44.118985297795774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.023115636750100383,0.013302982812422409,0.0011710646399155638,99.99999999999284,99.99999999999797,99.99999999999284,99.99999999999797,2.4128002839535325,0.38967407785228325,5.110851606982943,0.5717101503585899,38.30805059983628,62.769002302922786,43.649605893330154,16.24372162295432,30.74276195101817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.018743544510586865,0.0110525667168431,0.0007715052544412565,99.99999999995842,99.99999999998838,99.99999999995842,99.99999999998838,1.740898098755597,1.7081676274065547,2.655370250519564,0.2836070033424738,11.999385627792018,26.14162545820561,56.21699085301909,81.10484869207524,7.707487443698685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.019182154616125463,0.01071540829133293,0.0011304339257647924,99.99999999982643,99.99999999995184,99.99999999982643,99.99999999995184,1.7000351102798197,1.2278823246105413,2.5921289917812578,0.34085355543511053,15.551128977358584,20.12304904398885,37.297231375271636,34.99105404119342,7.028145314774282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.02960716881172847,0.01867155383851893,0.00042521668310566526,99.99999999942418,99.9999999998385,99.99999999942418,99.9999999998385,1.6827453756532182,0.943559422833093,3.959857408435421,0.09552238037620388,2.562325029671368,15.848011057681093,24.552232622314875,29.41746749799663,0.3370942675123679,158.836573631578,20.38734976405196,0,0,0,83.92784810422965,0,0,0,0,0,0,0,0,0,0,0,0
8,0.02207167585675864,0.013284725204492342,0.0006798481086037704,99.99999999836899,99.99999999954979,99.99999999836899,99.99999999954979,1.229903429773285,0.9464394676984258,2.049099997179396,0.18920781089550864,4.138463275562012,26.080654080054963,19.813966768257306,8.077531858810252,5.169590416616371,4.769840846736878,17.466186064369204,0,0,0,8.388693763177615,85.42122259606015,0,0,0,0,0,78.54508684221025,0,0,0,0,0
9,0.023495007521202767,0.014348702163182332,0.0005746926355068265,99.99999999594182,99.99999999888252,99.99999999594182,99.99999999888252,1.2252512020928816,1.6645430642007917,1.7195211372344865,0.1393482160036022,2.1346155685224617,19.915758284839935,14.597275440481804,10.767324390882417,3.1323279796569112,6.943669772184213,17.340002921907057,0,0,0,8.796740155156439,77.05846527037801,0,0,0,0,0,66.20032759183324,0,0,0,0,0
10,0.01582787340545482,0.008759638288520034,0.0009218819321980382,99.99999999083576,99.99999999750565,99.99999999083576,99.99999999750565,1.0253007184376748,2.2286804488199214,0.4285689719419667,0.1969087216894518,2.529654199768034,24.261692098697576,24.26856731003996,4.801186482272734,3.5671293243659776,20.52560684474073,12.078627254040123,0,0,0,28.884441095968477,82.82432921164433,0,0,0,0,0,74.66682042587539,0,0,0,0,0
11,0.01717278973287982,0.008792159161990571,0.0014156446357523758,99.9999999809569,99.9999999948279,99.9999999809569,99.9999999948279,1.013706445589471,1.9911098012638047,0.37251174845298435,0.236748116899895,1.222350918870125,16.33594644860053,17.979451120805326,4.285836976459785,2.1337099609339245,58.157721854612824,47.453744028177475,0,0,0,69.31068117233461,75.29551977893931,0,0,0,0,0,63.52130471049454,0,0,0,0,0
12,0.012746271280735253,0.005528059238004801,0.001645346645750259,99.99999996292212,99.99999998999161,99.99999996292212,99.99999998999161,1.0043602114529964,3.218267135841285,0.6372490691048381,0.262338457549929,1.815478651219019,10.755692071786596,11.747762217593294,2.220119236281993,2.5676004308844953,34.95775419336723,89.22409321614136,0,0,0,57.78106466369458,65.62669929899864,75.45346026895307,0,0,0,0,66.12473095186827,0,0,0,0,0
13,0.005625692135480959,0.002501425930146745,0.000683984676496641,99.99999993169786,99.99999998166959,99.99999993169786,99.99999998166959,0.5208409678353825,2.4222311792357782,0.625566603365502,0.07828058571356754,2.0073566841948325,14.203814085690716,16.0680188868031,7.9851781915563045,0.582841921177807,17.116028556986056,137.80320156758413,0,0,0,45.19508242662885,53.488436862384425,66.69941179930045,0,0,0,0,54.11050542986595,0,0,0,0,0
14,0.0010681655585294742,0.0029899977823012215,0.0014017873273236014,99.99999988005311,99.99999996802934,99.99999988005311,99.99999996802934,0.4679563317880771,2.025360691815172,1.0207098707241933,0.1950687861555743,1.2338779396537694,14.962108179744979,12.87195506718442,10.755932440401397,1.8766730820699788,4.153592068264074,46.79007672858907,45.40375094060983,0,0,16.729441853761763,38.54022843294594,55.88321675672778,0,0,0,0,39.293424440414185,0,0,0,0,0
15,0.010762291013045537,0.008247942620903314,0.0008190795974871807,99.99999979773163,99.9999999464354,99.99999979773163,99.9999999464354,0.10213775724790973,1.6675323184421258,1.3233839706609234,0.0936801742214574,0.4189943734988766,7.9682618802865,12.230146789392972,9.522623638403664,0.3350522050649077,1.1579805009162376,42.76813962733029,77.23200611633487,0,0,12.386125965336307,20.43261076985148,42.73754910076504,0,0,0,0,21.318253025455828,0,0,0,0,0
16,0.011587871261796221,0.008531110822680033,0.0006812854780339798,99.99999967142651,99.99999991308462,99.99999967142651,99.99999991308462,0.060440975390928964,1.5142342516315093,1.1333810226789514,0.04959348653676118,0.1311620280702801,6.487591354310087,21.470668707758065,7.88265143502482,0.9112669294425956,8.804943218944699,42.7220814835195,113.15974760500443,0,0,22.000451778127204,32.539428430748075,26.987364177522185,0,0,0,0,24.865887248378844,0,0,0,0,0
17,0.015667912918641305,0.009586210124991123,0.0002519835436822517,99.99999948243465,99.99999986338226,99.99999948243465,99.99999986338226,0.1822792761862178,1.16329793897935,1.0717858879783073,0.05699888006097751,0.9230110878097085,6.746800304345803,22.628543778003127,5.95493651200542,1.3935222214758074,5.391631594758831,26.909518456119724,153.37799002205554,0,0,7.484563492637453,15.538839505627239,8.35115790415565,0,0,0,0,5.823709581787333,0,0,0,0,0
18,0.01291757574300974,0.008531798039126412,0.00018917942644772624,99.99999920790552,99.99999979087352,99.99999920790552,99.99999979087352,0.014697660272413624,1.4179211426820222,1.0108854622308148,0.00999112054671893,1.1073104416717956,5.145907619555649,21.720349653893614,5.821680735059252,0.196316177285026,10.36802851518945,19.126910900220224,198.06879443359358,0,0,2.170973952683452,4.289996329358263,43.271079163287325,0,0,0,0,6.864291366720745,0,0,0,0,0
19,0.011556728199790495,0.0075689086658166154,0.00014193983978072212,99.9999988170633,99.99999968774624,99.9999988170633,99.99999968774624,0.10099949240016105,1.639268329418115,0.8227625534706471,0.01472261723885197,1.2397300148091543,1.6855659433750816,20.608970151102188,8.687082027563385,0.8303571020320597,2.999040203349279,1.0809178892046347,73.70274280323697,0,0,3.047329785721336,27.191564262745906,30.634726060284283,0,0,0,0,13.718885482036333,0,0,0,0,0
20,0.01428816947361789,0.009246924682696124,0.00012184296213146317,99.99999827112575,99.99999954464506,99.99999827112575,99.99999954464506,0.14589119727332367,1.9743667734767232,0.9389641127487254,0.013035547999758064,1.6662982127493493,1.605239885650368,15.381558892679498,15.929368319267057,0.7019882327684894,5.294570460955865,6.439048686459981,100.77643260282123,0,0,3.3759241509277036,15.057894844795376,44.079682841855515,0,0,0,0,1.914728342363729,0,0,0,0,0
21,0.010927421336047006,0.007789576333226862,0.0005442673997699538,99.99999752535344,99.99999934809566,99.99999752535344,99.99999934809566,0.20646536060672008,2.17156195748062,0.9464341443767837,0.0048747773384729695,0.5426880811230123,1.3320324810475959,16.76937434985737,12.861646364657469,1.36887977411151,2.9043772175428977,14.181331652653018,130.3337105019511,0,0,7.378690861694511,37.39309060330579,33.051627707176976,0,0,0,0,17.261740894970963,0,0,0,0,0
22,0.0006017309802775884,0.0008043644538177175,0.00026098724603904115,99.99999652444366,99.99999908122642,99.99999652444366,99.99999908122642,0.2970397307896324,2.1161657998631243,0.5477007853790157,0.032577585596275875,0.279075431392682,2.8577880393868567,16.519365169578283,8.560919893991436,1.315836495858706,3.0785199939458803,5.6248815812760435,74.96584405610481,0,0,1.9897345306561698,62.58096995761702,20.57325459432767,0,0,0,0,38.920683602800814,0,0,0,0,0
