k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.10010009909908799,0.049975011993997454,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1067530061115878,0.052714155678766556,0.00028646526033057254,100.00000000000001,99.99999999999999,100.00000000000001,99.99999999999999,3.0705354816084487,6.085666752719921,1.4600342777302198,0.5705142798342758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.11555969329127413,0.05699585484249659,0.0002432138284857985,99.99999999999994,99.99999999999997,99.99999999999994,99.99999999999997,2.650534926992205,2.877016065641349,3.2640348734587663,0.23933185785864383,9.39218302122046,98.52167924986654,0,2.6685341131822864,24.6769569769624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.11467544476810915,0.056812669813662335,3.312907804052113e-05,99.99999999999861,99.99999999999972,99.99999999999861,99.99999999999972,1.7555541043511538,3.754621733198299,1.8720486275942634,0.03390228974279568,0.18265069381187204,11.446676231447894,35.29769324573781,27.23566224650157,3.8668312637001696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.11955490398682468,0.05816942363511018,0.000562873569564471,99.99999999998646,99.99999999999723,99.99999999998646,99.99999999999723,1.7614914422694141,1.8679241735703482,1.714819325552341,0.2643514463343818,3.203756986481442,30.042558875942408,139.09037792234395,3.292229510748321,9.97714414357417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.10634871379734638,0.05143035526493983,0.0006204108545005747,99.99999999992122,99.99999999998428,99.99999999992122,99.99999999998428,0.5053537724317004,0.4176923932570075,0.024558465802152662,0.2200642382197202,2.7248722919669937,0.7070674653064694,85.67197709941223,0.41398242068582897,4.69126017607892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.10469047861778386,0.0510464360618519,0.00023547135497180318,99.99999999967216,99.99999999993483,99.99999999967216,99.99999999993483,0.47144521339846557,1.6076952380612464,0.15421925688779609,0.08534939640189305,4.444279634689289,1.4703548791798813,77.17882943189257,21.382486789201533,3.205476420701536,76.35085997510016,73.72100666809098,0,0,0,15.713449166259565,0,0,0,0,0,0,0,0,0,0,0,0
7,0.1147077503458933,0.05522688090054472,0.0006203072207356449,99.99999999891583,99.99999999978291,99.99999999891583,99.99999999978291,1.0256352585797022,1.267121569523908,0.7787150473934682,0.1774911709886546,16.487624180084175,19.745739968675732,19.858722582803846,16.192751100649165,4.5830943894602845,37.8755988081687,58.79419808012856,0,0,0,1.0265102998315963,0,0,0,0,0,0,0,0,0,0,0,0
8,0.11699552904483311,0.05431415642971982,0.0018791690993780008,99.99999999695001,99.99999999939132,99.99999999695001,99.99999999939132,1.2899572821864882,0.8882191965116947,0.4409727879372761,0.47692020508110905,22.904820771791467,13.90729467444676,33.383153889243616,4.52765608476533,11.951209258539263,35.10500879814131,39.264377322331406,68.33997096206856,0,0,2.8897782334446354,0,0,0,0,0,0,0,0,0,0,0,0
9,0.12359868576212214,0.05736931730660701,0.0018772335574987677,99.99999999244443,99.99999999848843,99.99999999244443,99.99999999848843,1.5005318057374912,1.8154002341783495,0.570649211731684,0.4291252730682106,17.21189112662072,3.0697684876270293,6.783859880111481,8.232823139492096,9.750585073482718,5.289423899375628,14.609347415020226,55.36372203195542,0,0,9.114361903516807,0,0,0,0,0,0,0,0,0,0,0,0
10,0.10799597851577813,0.050168961226975166,0.001523119479611796,99.99999998295392,99.99999999663545,99.99999998295392,99.99999999663545,0.8240834473777614,1.8629338569730947,0.3360768557525847,0.30096845028976926,11.865580046559637,7.476245710283588,3.9015781966824545,5.1394383172863085,5.244750288076133,9.653782426499905,22.891754373420824,39.371120445540654,0,0,0.5736248198077338,0,0,0,0,0,0,0,0,0,0,0,0
