k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1.2560351932501128e-05,0.0004454873226524166,0.00021659383159200395,99.99999999999999,100.0,99.99999999999999,100.0,1.8139309459070287,12.926075899504752,3.424025677865179,0.43166802931281223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0003674128060648175,0.0008960536053030028,0.0002650383892696936,100.0,100.0,100.0,100.0,0.5134310582099817,2.3240758046769634,1.0152304880438112,0.26294990715614475,71.48340056796394,36.963536845714074,27.32396531007358,29.49749568795526,42.26454482124793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.012436405654823969,0.0104981701417679,0.0009481445979143876,99.99999999999994,99.99999999999997,99.99999999999994,99.99999999999997,2.425449458600268,0.3625163410900827,3.0093715715095253,0.6266327053175806,187.15448042789853,2.0498311801362874,62.63579727906077,45.06165573459351,90.75265240002507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.016269381398236752,0.01447944257263869,0.0008574642697894642,99.9999999999994,99.99999999999989,99.9999999999994,99.99999999999989,1.7906045346884576,2.1985271906726633,3.3733092775266216,0.4203911938677475,12.571974757071366,80.23362956165886,43.78249715104891,71.18968085579137,29.54347966083588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.026460652301924747,0.023905224856229364,0.0011994209989623942,99.99999999999663,99.9999999999993,99.99999999999663,99.9999999999993,2.431323373615523,1.388463441149599,4.164818505656487,0.46663371274761645,8.33643646216894,67.86230019079399,48.96258162262654,59.803981907733345,24.451805065795593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.02680132670163021,0.024281249619231022,0.0011659453440812165,99.99999999998583,99.99999999999704,99.99999999998583,99.99999999999704,1.8774755137358805,2.6957764273314244,3.893244201570471,0.40279602608089266,4.403800671375046,100.11538592525397,28.00688643564107,43.208515873549636,20.576746832052457,19.165612746154583,0,0,93.19094313935976,0,33.16440216333609,0,0,0,0,0,0,0,0,0,0,0,0
7,0.020268845266884834,0.01617497812498721,0.0019707260557482696,99.99999999995221,99.99999999999022,99.99999999995221,99.99999999999022,1.5170706004319408,1.4804086232257903,1.7859473823400678,0.5804876687496962,14.406895876050845,62.35713358561077,3.7287059025423264,94.08910670384408,26.328641472433418,27.048484969069946,60.91645835020828,0,89.26135933144361,0,29.90405172361774,0,0,0,0,0,0,0,0,0,0,0,0
8,0.02049336264030723,0.0153231412825903,0.00250003805211766,99.99999999986392,99.99999999997227,99.99999999986392,99.99999999997227,1.5668941922386368,0.1687479939353888,0.8605846018472998,0.6289039460482599,10.688714942371986,40.44622646126035,2.3229209873520418,101.93601426691573,22.528078797732185,87.70606374791831,42.19052038367708,0,84.07985085282803,0,3.658664061786722,0,0,0,0,0,0,0,0,0,0,0,0
9,0.018720168965386107,0.011834084616391346,0.003362141024418714,99.99999999965823,99.99999999993082,99.99999999965823,99.99999999993082,1.4601394661998799,0.06028960366683367,0.36640079394114455,0.7379648636341594,10.898701408834714,55.81294004698866,1.2010515389339607,69.6548594996955,22.077348297967426,164.52628995760458,18.438362784544648,0,77.48734685767512,0,46.21802396701534,0,0,0,0,0,0,0,0,0,0,0,0
10,0.026018189947624917,0.016040752360599955,0.004864129678604581,99.99999999922586,99.99999999984277,99.99999999922586,99.99999999984277,1.6696174442034002,2.0302397023764773,1.0431352691034588,0.9508861718415684,15.157407104034835,62.4364516858573,8.73026853659734,56.416039885291404,25.51715449647322,259.14868747104424,10.863277635296773,0,69.32948047599592,0,98.70646815875202,0,0,0,0,0,0,0,0,0,0,0,0
11,0.018168027790208405,0.006446149633332681,0.005782066759370614,99.99999999837287,99.99999999967324,99.99999999837287,99.99999999967324,1.049581841708444,3.9115149872122905,0.5486195166548713,1.0154187255652756,13.424351718698667,56.20859140061818,4.681085952474841,57.04501251800115,23.28037474360611,373.1352550515916,46.21606008139233,0,59.45650640928941,0,162.0170604750384,0,0,0,0,0,0,0,0,0,0,0,0
12,0.015068004270802942,0.004349179122420127,0.0052918979453414295,99.99999999680648,99.99999999936098,99.99999999680648,99.99999999936098,0.8649409518010258,3.2023912833493857,0.42475702080271394,0.8380395199501766,11.332613620190433,28.252432441657845,4.6887006525612565,35.34347096924964,15.288105985653239,203.9862697901134,88.10055092305724,0,47.72321966643628,0,152.75334778848344,0,0,0,0,0,0,0,0,0,0,0,0
13,0.02192433741110807,0.009987001619582504,0.0058475967068363725,99.99999999409059,99.99999999881294,99.99999999409059,99.99999999881294,1.1782552179204226,2.270547433732389,0.5296966526818009,0.8466849474872432,7.350512469387376,38.03009338344643,7.132339249058017,21.379611972359907,13.431408256937331,282.53683296241695,18.48836267807186,0,33.988875426110795,0,154.6915374125826,0,0,0,0,0,0,0,0,0,0,0,0
14,0.01620488087295967,0.001971672970935311,0.0070430734311227984,99.999999989534,99.99999999791217,99.999999989534,99.99999999791217,1.0994132273180706,2.2698567467189252,0.0041050364486938775,0.9508966938633511,9.425078418752529,40.96170494115544,15.053046341466946,11.616537310300082,14.378079655808929,215.26010807934279,2.2385134216626055,0,18.117110012124595,0,125.1037426962601,0,0,0,0,0,0,0,0,0,0,0,0
15,0.017357281995217536,0.004148868637298738,0.006510883595175835,99.99999998224285,99.9999999964564,99.99999998224285,99.9999999964564,0.8860219412762658,2.6499344977251087,0.21774583965062674,0.8249648116953341,5.126689681379378,36.02633232985247,19.046050027420087,12.94256710879404,11.545393924694594,130.27294309139953,19.14800490807726,21.4571187528277,0.024137031734422967,54.13565846271351,60.00452401416851,0,0,0,0,0,0,0,0,0,0,0,0
16,0.01917871393501324,0.006127842111770335,0.00640815120734463,99.99999997093161,99.99999999419727,99.99999997093161,99.99999999419727,1.0033897983927982,1.8759071994612846,0.25605355300485744,0.7654895712808633,5.175162542640965,37.84843835244087,10.535100355425797,6.920459070116416,10.123043292469596,72.87893197075572,7.464127354582126,36.95837711993435,20.562699780656956,85.99771551430834,35.79842641879626,0,0,0,0,0,0,0,0,0,0,0,0
17,0.01477526080963222,0.0031954874551868165,0.005701795685352275,99.99999995381721,99.99999999081004,99.99999995381721,99.99999999081004,0.8129299942198609,1.6507025063964222,0.17021625625259573,0.6488789662110015,4.440238590208658,37.94959495928383,1.2200013924209283,4.448210629756487,8.132328019651483,36.826620064160124,2.180877315142787,24.98642821315818,43.62226169470282,121.82615093539236,24.696043424375265,0,0,0,92.64283091086187,0,0,62.85573511522241,0,0,0,0,0
18,0.01666984804263876,0.004359401128202953,0.006045971459592667,99.99999992873768,99.99999998581914,99.99999992873768,99.99999998581914,0.7169255245017571,2.215213228389538,0.26792703960652864,0.6494023078387366,4.934161554602145,23.294016233308238,3.6245014740044597,11.297016752171709,7.656026757309351,20.568979382103407,20.190373822157095,11.664302965319523,15.338784837686832,161.8193931661399,19.48905384515732,0,0,0,90.8396873696623,0,0,102.27105396061386,0,0,0,0,0
19,0.03058375411258464,0.01888216735556432,0.005576158543052134,99.99999989297802,99.99999997854876,99.99999989297802,99.99999997854876,0.9612800954751629,1.655825275253488,0.6998352362363355,0.5804435446489796,2.834951432395739,20.15654934584274,5.0666714865298985,14.378269089502918,6.228759391482418,12.27985166361902,40.069081597211394,3.0635676644198484,1.1105945147553835,206.1705516727809,21.260726028869918,45.113897930400995,0,0,88.73477415902734,0,0,24.06962397224472,0,0,0,0,0
20,0.026062473488769163,0.012873495272998458,0.0063682182731389,99.99999984221289,99.99999996850484,99.99999984221289,99.99999996850484,0.9938020211470976,1.4764558973567472,0.4076158916017925,0.6558718292148867,4.615174043612154,17.00402179849307,5.842177063695012,13.097443318152937,6.671030162393842,29.6176028611324,34.9023536073495,10.562167913625771,14.551539652887433,77.53374827720877,27.75553185507159,75.88580895914643,36.8462134931453,0,86.2990492556048,0,0,0.3501728322804364,0,0,0,0,0
21,0.03358692849739736,0.01859278977345262,0.007177200783337044,99.9999997724971,99.9999999544884,99.9999997724971,99.9999999544884,1.08786816338362,1.7351703408044272,0.5800498650533845,0.6968049341970284,4.003000806951864,13.912905852948866,2.3339264422625337,15.443939188629528,6.573610664491863,41.44107698547016,16.058778389623075,2.710490923703904,12.19898234014181,104.34646861029049,31.096599939653412,5.529581290889852,24.13016470352408,0,83.50269039983164,0,0,9.59844010087316,0,0,0,0,0
22,0.041179127603869346,0.025980018272945334,0.00716616050899976,99.99999967785193,99.99999993539356,99.99999967785193,99.99999993539356,1.2440551029108213,1.5359010325675189,0.7987294927768067,0.6926340010117574,4.196544561397955,11.781073748536013,1.1416463952808684,13.244671904896409,6.4360001812268965,25.191318803516843,17.534384772106545,17.15224283761771,0.26092073642722663,55.741500049641374,23.360680529404124,25.48851302219537,9.677648446046998,0,80.31515984565063,0,0,7.604345978936714,0,0,0,0,0
23,0.04735103167627529,0.036074521099541124,0.005072666315103214,99.99999955117342,99.99999990973433,99.99999955117342,99.99999990973433,1.1457111827540114,1.1896828155756694,1.2417734893260086,0.4585360226644319,0.97844870585273,8.817815270229376,2.5471238309707274,8.694621621231342,3.0180136199671073,27.42808616572057,0.19070799450535988,32.79805588174038,13.780839792029075,76.94493524412198,23.536993032172468,47.992875206004236,6.642030872202368,0,76.70526701103756,0,0,27.025754337183226,0,0,0,0,0
24,0.0497468431044428,0.035444416792045054,0.006548942076285426,99.9999993836762,99.99999987619252,99.9999993836762,99.99999987619252,1.2476714973533258,1.6813835334991807,1.3887221378581893,0.5456388621915184,2.1523669435225643,10.115684460072004,4.255284761405773,4.109052044448433,3.0595837605995135,34.3444176279603,22.585488065779526,49.68131102008203,28.392995878478544,99.89718140830318,36.435047335075026,15.47803501140983,37.51948730284846,0,72.64122907841003,0,0,0.7851900312115512,0,0,0,0,0
25,0.04812153225007116,0.036265198177148246,0.0053076476716006835,99.99999916484971,99.99999983245485,99.99999916484971,99.99999983245485,1.1009796663638192,0.9634628390400312,1.16289057430331,0.4207631363623449,0.2751606146581848,6.3502160312857905,3.627496244260791,6.596739596647112,1.4859729179166514,37.41078825139428,25.85373480530403,34.267069576979914,8.09631213861747,34.79151015905606,32.74263202782129,34.224151396066894,27.293673435780896,0,68.09072959303293,0,0,15.434318377518535,0,0,0,0,0
26,0.054214619973022175,0.041446943427386654,0.005650390633320383,99.99999888401868,99.99999977588774,99.99999888401868,99.99999977588774,1.1512464289688182,0.9935448723531294,1.2290214964019601,0.4336885170265351,0.20473884496706632,3.505602032057783,1.0834265969256043,7.314884342217839,1.6971219213671875,24.524099168252246,20.239910400465476,49.828755576847755,20.76271719708788,50.75817593948774,27.096908960723855,55.017324833928704,15.934440006470192,28.322902035946907,63.02097510659527,0,0,14.384161990351023,0,0,0,0,0
27,0.05842762207380632,0.04560801264111981,0.005580257638081042,99.99999852586198,99.99999970385147,99.99999852586198,99.99999970385147,1.218968025291195,0.7374463228908451,1.3274485675104999,0.40559496917685134,0.2766248403176763,3.3166364958227605,1.1599552433418048,4.9653566426461175,1.3594405497082085,18.701465135262264,16.750097825352928,38.710973308268144,7.452393161444723,67.86897551338855,22.096920795030915,77.97463726588587,3.37437291589918,17.519560751112326,57.39874991220938,0,0,31.453744257133195,0,0,0,0,0
28,0.06052851403802048,0.04999228602862611,0.004353495621477788,99.99999807344635,99.99999961293167,99.99999807344635,99.99999961293167,1.1896157995426984,0.6341475320010158,1.538990388818484,0.31208865926899626,0.11223376582503923,2.8575175723991295,2.226704493729127,2.738294928786121,1.0162414973769964,14.9388905422546,8.65150439937838,15.101379359854596,14.985532473509156,16.346031981506144,11.743190989020428,103.2129586786782,10.454126253141787,5.607623419631022,51.19046891617628,0,0,50.243762351395745,0,0,0,0,0
29,0.04971282049549708,0.03939766980314774,0.004399453784243953,99.99999750363732,99.99999950105311,99.99999750363732,99.99999950105311,0.9891000182797345,0.4288356354314974,1.0715096916281457,0.3024686571274759,0.42428700140937875,1.7504576683361368,5.575233925127296,2.761703621443626,0.9387186671987857,14.35474181095568,8.22292245732664,12.764798852004681,17.918974754432273,2.8205162388364315,9.700600537973116,73.13654326747995,25.61871921448184,7.474559527285918,44.36222869096805,0,0,49.48988680841261,0,0,0,0,0
30,0.05053475937842397,0.04024853812040357,0.004344447551961456,99.9999968009175,99.99999936111391,99.9999968009175,99.99999936111391,0.9713298397805674,0.49508936458714553,1.0966448334235641,0.2938119669417177,0.06964048072703032,0.9354164455112252,6.4111285614212505,1.7407262660738756,1.012031900055852,11.18318732009156,3.878671912602384,11.458058458825448,19.780121266507578,13.179525212577145,7.705235249551715,56.59863439238184,5.208656278128772,21.788866387917224,36.879856753003146,0,0,35.3453363401298,0,0,0,0,0
31,0.05224104898125351,0.043612972548562494,0.0034421726548502936,99.9999959371457,99.99999918870866,99.9999959371457,99.99999918870866,0.9135551125850382,0.758226172972766,1.2413058650639877,0.256513389725846,0.5299208297281,0.7257418620329904,5.795001087386688,2.9051013897661235,1.3904995200244983,9.125102776027042,0.9542231095799177,6.1541477231882515,12.092627554126965,4.486634075670487,3.5424349779609066,46.88745110767669,35.909414827638585,37.39731043009582,28.70895910792753,0,0,17.303560913286564,79.08672823677496,0,0,0,0
32,0.04831556918692778,0.04197164141601913,0.0023262009856966116,99.99999487961226,99.99999897945806,99.99999487961226,99.99999897945806,0.8248838909042705,0.49018118624946533,1.0171153419016823,0.23194916915235966,0.8591723948764421,2.088721352179216,5.393049624247767,5.622001047638229,2.2016925201788284,9.13175272101193,7.1605758699734885,26.043486776282567,13.571964277254684,3.002031780615693,0.5646158969148859,23.48531384398146,48.62735939102366,54.361950022064406,59.90748305263564,0,0,4.942648957105496,0,86.45643050849267,0,0,0
33,0.05418635112135436,0.04787165179172297,0.0021691732753406695,99.99999360434943,99.99999872416802,99.99999360434943,99.99999872416802,0.9235831234792939,0.17754205425399663,0.9793362814178661,0.20154754782879813,0.06246849029612911,4.52203860587313,0.7315384387806216,5.356786056833513,1.660759830510369,7.238525015092264,7.756544369168076,19.537419541689413,14.419302258520714,5.7725170426660215,0.07681973690131849,22.55607604889416,42.57509490890044,72.74480254665912,55.081588321757884,0,0,0.6495917942548309,0,83.9835916775102,0,0,0
34,0.05703645637308163,0.047081566218751376,0.003939050543209921,99.99999206713349,99.99999841893727,99.99999206713349,99.99999841893727,0.9606510203213467,0.17609234320916708,0.9273983242148313,0.28759259524667824,0.21876662844067132,3.137474030930033,2.0468979524050095,6.629506690448607,1.8532823699462884,8.11903679446744,0.032276284979026314,12.699942038921927,14.78732983394278,0.6454488510542051,2.3567887976522983,22.702519213221958,36.045258910959824,92.60776199377302,49.8594003828962,31.229519654701136,0,1.4048736998082965,0,81.16332123467852,0,0,0
35,0.05377312921508476,0.04230369508079109,0.004751010788390926,99.99999022195897,99.99999805567677,99.99999022195897,99.99999805567677,0.881664720630808,0.4855499682866534,0.8063077118810261,0.3226386330599204,0.13023786562368164,4.543895074746,2.798787377528396,6.260243999810156,1.8738648321581222,11.280460726704776,2.2169252708045044,14.974329078351841,7.680480187297467,2.965244084129514,4.350560801279599,4.636414618990382,29.019050474787914,7.006260064210417,44.223500342815186,23.412106088672267,0,5.474657820775507,0,77.9611185222265,0,0,0
