k,A,B,1,a_in_non_trivial_cycles,b_in_non_trivial_cycles,a_in_non_trivial_cycles_part,b_in_non_trivial_cycles_part,AA,AB,BB,2,AAA,AAB,ABB,BBB,3,AAAA,AAAB,AABB,ABBB,BBBB,4,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,5,6,7,8,9,10
0,0.0,1.1810883240693156e-14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.0009452783397563797,0.0006395550855544835,0.0002004479181169477,100.0,100.0,100.0,100.0,2.221275941294607,24.500099025333657,1.5062898073447297,0.3995602522162281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.003788475261122851,0.005768417166125116,0.0007024632630125738,100.0,100.0,100.0,100.0,0.7743448733773973,19.726259422041597,3.188633819752051,0.6982209045530015,0,0,0,240.43899304065351,691.1550338846179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0007609913444391268,0.0017105989008535584,0.00040041841363113633,100.0,100.00000000000001,100.0,100.00000000000001,0.6764430158142213,15.916514895731508,1.9569076414784912,0.2630151641105456,23.10766419364635,16.702630028013854,0,153.75326035764442,26.388002800827454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.011785500956541843,0.012661796151944835,0.00029671617756098575,99.99999999999994,100.0,99.99999999999994,100.0,2.356390393645186,18.770553903036024,0.19589360584528856,0.14072007949322757,28.472193429550757,3.1202123417672145,116.54140200547774,92.14247884229641,7.820948393918032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.014089222260028745,0.014844236029474395,0.000492751525440979,99.99999999999969,99.99999999999996,99.99999999999969,99.99999999999996,2.0062954403356543,11.38218855699472,0.1381068597747352,0.20554558618767596,15.554500881497377,6.779588578358405,68.14902313923893,60.66052186357011,12.938629632616992,74.75353431676731,0,0,0,0,35.78602792590977,0,0,0,0,0,0,0,0,0,0,0,0
6,0.02193659270420848,0.023068814298490083,0.0007871068452879518,99.99999999999866,99.99999999999983,99.99999999999866,99.99999999999983,2.541969907610637,11.419081727164418,0.6093639214341585,0.26240938214896803,11.106895877268252,52.85034132842066,3.7323864236215765,49.45005953976885,12.117029400571136,56.71192216296636,0,0,0,0,10.07543492666981,0,0,0,0,0,0,0,0,0,0,0,0
7,0.012590545879360373,0.012127478060956546,0.0009767433973335861,99.99999999999547,99.99999999999945,99.99999999999547,99.99999999999945,1.6892645751549202,10.801441738584183,0.2838902494785249,0.27034918754926285,2.246525311878003,3.405984573144247,27.645648704276425,30.427462131041704,9.357411716718511,31.79241927243979,0,0,0,0,73.39953850114505,0,0,0,0,0,0,0,0,0,0,0,0
8,0.017580610599813508,0.0184454727773525,0.0006537645446130147,99.99999999998708,99.99999999999844,99.99999999998708,99.99999999999844,1.4446647886573882,5.512127208440083,0.434391752376818,0.14393542007707472,5.164181325943126,15.079629763061945,39.61537190915159,24.96155232297221,2.6061617220615996,1.0258380097553779,0,0,0,0,156.76803506575857,0,0,0,0,0,0,0,0,0,0,0,0
9,0.01106055785428448,0.008544206679015176,0.0018506542984748104,99.99999999996727,99.99999999999609,99.99999999996727,99.99999999999609,0.9851862111058592,2.3036807108141883,0.14567271737269935,0.38456593742488665,2.8063863878856328,44.78353581289141,24.038275664855085,20.02704874319456,8.942210549436446,42.72958528788281,0,0,0,0,262.67341821620977,0,0,0,0,0,0,0,0,0,0,0,0
