AA,AB,BB,all,x
0.0,0.0,0.0,0.0,0.0
0.0004980039946719957,0.0,0.0004980039946719957,0.0009960079893439914,0.001
0.0009920319148370607,0.0,0.0009920319148370607,0.0019840638296741214,0.002
0.001482107569292896,0.0,0.001482107569292896,0.002964215138585792,0.003
0.0019682546401105705,0.0,0.0019682546401105705,0.003936509280221141,0.004
0.0024504966832668883,0.0,0.0024504966832668883,0.004900993366533777,0.005
0.002928857129273728,0.0,0.002928857129273728,0.005857714258547456,0.006
0.003403359283804364,0.0,0.003403359283804364,0.006806718567608728,0.007
0.0038740263283167905,0.0,0.0038740263283167905,0.007748052656633581,0.008
0.004340881320674055,0.0,0.004340881320674055,0.00868176264134811,0.009000000000000001
0.004803947195761617,0.0,0.004803947195761617,0.009607894391523234,0.010000000000000002
0.0052632467661017585,0.0,0.0052632467661017585,0.010526493532203517,0.011000000000000003
0.00571880272246503,0.0,0.00571880272246503,0.01143760544493006,0.012000000000000004
0.006170637634478784,0.0,0.006170637634478784,0.012341275268957569,0.013000000000000005
0.006618773951232776,0.0,0.006618773951232776,0.013237547902465552,0.014000000000000005
0.007063234001881869,0.0,0.007063234001881869,0.014126468003763737,0.015000000000000006
0.007504039996245839,0.0,0.007504039996245839,0.015008079992491678,0.016000000000000007
0.00794121402540632,0.0,0.00794121402540632,0.01588242805081264,0.017000000000000008
0.008374778062300857,0.0,0.008374778062300857,0.016749556124601713,0.01800000000000001
0.008804753962314137,0.0,0.008804753962314137,0.017609507924628273,0.01900000000000001
0.009231163463866363,0.0,0.009231163463866363,0.018462326927732725,0.02000000000000001
0.009654028188998815,0.0,0.009654028188998815,0.01930805637799763,0.02100000000000001
0.010073369643956588,0.0,0.010073369643956588,0.020146739287913176,0.022000000000000013
0.010489209219768545,0.0,0.010489209219768545,0.02097841843953709,0.023000000000000013
0.010901568192824479,0.0,0.010901568192824479,0.021803136385648958,0.024000000000000014
0.0113104677254495,0.0,0.0113104677254495,0.022620935450899,0.025000000000000015
0.01171592886647567,0.0,0.01171592886647567,0.02343185773295134,0.026000000000000016
0.012117972551810878,0.0,0.012117972551810878,0.024235945103621755,0.027000000000000017
0.01251661960500501,0.0,0.01251661960500501,0.02503323921001002,0.028000000000000018
0.01291189073781336,0.0,0.01291189073781336,0.02582378147562672,0.02900000000000002
0.013303806550757372,0.0,0.013303806550757372,0.026607613101514743,0.03000000000000002
0.013692387533682647,0.0,0.013692387533682647,0.027384775067365294,0.03100000000000002
0.01407765406631431,0.0,0.01407765406631431,0.02815530813262862,0.03200000000000002
0.014459626418809669,0.0,0.014459626418809669,0.028919252837619338,0.03300000000000002
0.014838324752308238,0.0,0.014838324752308238,0.029676649504616476,0.03400000000000002
0.015213769119479111,0.0,0.015213769119479111,0.030427538238958222,0.035000000000000024
0.0155859794650657,0.0,0.0155859794650657,0.0311719589301314,0.036000000000000025
0.01595497562642785,0.0,0.01595497562642785,0.0319099512528557,0.037000000000000026
0.016320777334081358,0.0,0.016320777334081358,0.032641554668162716,0.03800000000000003
0.01668340421223487,0.0,0.01668340421223487,0.03336680842446974,0.03900000000000003
0.017042875779324236,0.0,0.017042875779324236,0.03408575155864847,0.04000000000000003
0.017399211448544248,0.0,0.017399211448544248,0.034798422897088496,0.04100000000000003
0.017752430528377845,0.0,0.017752430528377845,0.03550486105675569,0.04200000000000003
0.018102552223122757,0.0,0.018102552223122757,0.036205104446245515,0.04300000000000003
0.01844959563341564,0.0,0.01844959563341564,0.03689919126683128,0.04400000000000003
0.01879357975675363,0.0,0.01879357975675363,0.03758715951350726,0.04500000000000003
0.019134523488013463,0.0,0.019134523488013463,0.03826904697602693,0.046000000000000034
0.019472445619968005,0.0,0.019472445619968005,0.03894489123993601,0.047000000000000035
0.019807364843800388,0.0,0.019807364843800388,0.039614729687600776,0.048000000000000036
0.02013929974961558,0.0,0.02013929974961558,0.04027859949923116,0.04900000000000004
0.02046826882694956,0.0,0.02046826882694956,0.04093653765389912,0.05000000000000004
0.020794290465275977,0.0,0.020794290465275977,0.041588580930551955,0.05100000000000004
0.021117382954510426,0.0,0.021117382954510426,0.04223476590902085,0.05200000000000004
0.021437564485512258,0.0,0.021437564485512258,0.042875128971024516,0.05300000000000004
0.021754853150583963,0.0,0.021754853150583963,0.043509706301167926,0.05400000000000004
0.02206926694396817,0.0,0.02206926694396817,0.04413853388793634,0.05500000000000004
0.022380823762342236,0.0,0.022380823762342236,0.04476164752468447,0.05600000000000004
0.022689541405310442,0.0,0.022689541405310442,0.045379082810620884,0.057000000000000044
0.02299543757589384,0.0,0.02299543757589384,0.04599087515178768,0.058000000000000045
0.023298529881017695,0.0,0.023298529881017695,0.04659705976203539,0.059000000000000045
0.023598835831996616,0.0,0.023598835831996616,0.04719767166399323,0.060000000000000046
0.023896372845017323,0.0,0.023896372845017323,0.047792745690034645,0.06100000000000005
0.024191158241619076,0.0,0.024191158241619076,0.04838231648323815,0.06200000000000005
0.024483209249171814,0.0,0.024483209249171814,0.04896641849834363,0.06300000000000004
0.02477254300135196,0.0,0.02477254300135196,0.04954508600270392,0.06400000000000004
0.025059176538615918,0.0,0.025059176538615918,0.050118353077231836,0.06500000000000004
0.025343126808671314,0.0,0.025343126808671314,0.05068625361734263,0.06600000000000004
0.025624410666945957,0.0,0.025624410666945957,0.051248821333891914,0.06700000000000005
0.02590304487705449,0.0,0.02590304487705449,0.05180608975410898,0.06800000000000005
0.02617904611126284,0.0,0.02617904611126284,0.05235809222252568,0.06900000000000005
