n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,700.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,698.971,299.029,0.386,0.257,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,697.936,298.074,0.777,0.503,0.7,0.0,0.003,0.001,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01
1000,3,997.0,696.881,297.137,1.179,0.746,1.039,0.002,0.004,0.001,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.018
1000,4,996.0,695.811,296.223,1.591,0.967,1.374,0.006,0.008,0.006,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.034
1000,5,995.0,694.8,295.255,1.97,1.203,1.717,0.008,0.009,0.015,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.055
1000,6,994.001,693.746,294.332,2.377,1.417,2.053,0.011,0.015,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.075
1000,7,993.001,692.733,293.383,2.733,1.663,2.376,0.021,0.022,0.031,0.038,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.108
1000,8,992.001,691.645,292.507,3.143,1.885,2.674,0.028,0.027,0.042,0.047,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.141
1000,9,991.001,690.604,291.584,3.525,2.106,2.999,0.043,0.032,0.043,0.062,0.0,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.175
1000,10,990.001,689.504,290.724,3.946,2.319,3.287,0.049,0.038,0.055,0.074,0.0,0.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.211
1000,11,989.001,688.465,289.814,4.316,2.554,3.58,0.058,0.05,0.068,0.091,0.0,0.0,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.256
1000,12,988.001,687.379,288.95,4.714,2.78,3.857,0.069,0.059,0.081,0.106,0.0,0.0,0.003,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.292
1000,13,987.001,686.388,287.988,5.075,2.99,4.194,0.078,0.068,0.094,0.118,0.0,0.0,0.003,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.327
1000,14,986.001,685.331,287.106,5.465,3.195,4.48,0.089,0.075,0.112,0.137,0.001,0.0,0.004,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.371
1000,15,985.002,684.285,286.216,5.851,3.402,4.765,0.098,0.084,0.13,0.157,0.002,0.0,0.004,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.415
1000,16,984.002,683.243,285.317,6.228,3.622,5.052,0.104,0.101,0.144,0.175,0.002,0.0,0.004,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,2.46
1000,17,983.002,682.213,284.436,6.594,3.83,5.312,0.119,0.107,0.159,0.205,0.003,0.001,0.006,0.009,0.007,0.0,0.0,0.001,0.0,0.0,0.0,2.515
1000,18,982.002,681.178,283.553,6.959,4.039,5.581,0.134,0.121,0.175,0.229,0.003,0.001,0.008,0.011,0.008,0.0,0.0,0.001,0.0,0.001,0.0,2.569
1000,19,981.002,680.167,282.647,7.301,4.264,5.855,0.149,0.135,0.193,0.251,0.004,0.001,0.011,0.012,0.01,0.0,0.0,0.001,0.0,0.001,0.0,2.612
1000,20,980.002,679.135,281.757,7.641,4.51,6.119,0.167,0.148,0.208,0.271,0.004,0.002,0.014,0.014,0.01,0.0,0.0,0.001,0.0,0.001,0.0,2.645
1000,21,979.002,678.11,280.873,8.003,4.709,6.384,0.18,0.162,0.234,0.293,0.005,0.002,0.015,0.017,0.013,0.0,0.0,0.001,0.0,0.001,0.0,2.684
1000,22,978.002,677.11,279.984,8.333,4.899,6.656,0.203,0.181,0.256,0.312,0.008,0.002,0.018,0.02,0.018,0.0,0.0,0.001,0.0,0.001,0.0,2.737
1000,23,977.002,676.069,279.135,8.698,5.093,6.889,0.22,0.196,0.277,0.347,0.01,0.002,0.019,0.024,0.019,0.0,0.0,0.001,0.0,0.002,0.001,2.775
1000,24,976.002,675.039,278.26,9.051,5.292,7.155,0.24,0.212,0.3,0.368,0.011,0.003,0.02,0.024,0.022,0.0,0.0,0.001,0.0,0.003,0.001,2.814
1000,25,975.002,673.976,277.442,9.431,5.479,7.362,0.258,0.223,0.324,0.411,0.013,0.005,0.02,0.025,0.027,0.0,0.0,0.001,0.0,0.004,0.001,2.854
1000,26,974.002,672.926,276.598,9.783,5.688,7.596,0.281,0.24,0.354,0.434,0.013,0.005,0.02,0.029,0.029,0.0,0.0,0.001,0.0,0.003,0.001,2.888
1000,27,973.002,671.932,275.714,10.12,5.873,7.838,0.298,0.256,0.394,0.47,0.015,0.006,0.02,0.03,0.029,0.0,0.0,0.001,0.0,0.002,0.001,2.922
1000,28,972.002,670.904,274.858,10.464,6.069,8.082,0.322,0.275,0.41,0.499,0.017,0.007,0.021,0.034,0.03,0.0,0.0,0.001,0.0,0.002,0.003,2.953
1000,29,971.002,669.871,274.013,10.818,6.243,8.321,0.347,0.293,0.439,0.527,0.017,0.007,0.025,0.037,0.034,0.0,0.0,0.001,0.0,0.002,0.003,2.992
1000,30,970.002,668.835,273.171,11.166,6.43,8.557,0.375,0.31,0.458,0.556,0.018,0.008,0.028,0.04,0.039,0.0,0.0,0.001,0.0,0.002,0.004,3.026
1000,31,969.002,667.84,272.305,11.504,6.594,8.793,0.402,0.324,0.489,0.593,0.019,0.008,0.031,0.042,0.045,0.0,0.0,0.002,0.0,0.002,0.005,3.054
1000,32,968.002,666.849,271.435,11.831,6.772,9.035,0.427,0.336,0.517,0.62,0.02,0.013,0.032,0.046,0.053,0.001,0.0,0.002,0.001,0.002,0.006,3.088
1000,33,967.002,665.804,270.619,12.176,6.953,9.247,0.457,0.351,0.549,0.653,0.022,0.015,0.034,0.047,0.057,0.001,0.0,0.003,0.001,0.002,0.007,3.119
1000,34,966.002,664.851,269.723,12.482,7.121,9.491,0.479,0.374,0.577,0.693,0.025,0.018,0.036,0.051,0.061,0.001,0.0,0.003,0.003,0.002,0.007,3.147
1000,35,965.002,663.831,268.874,12.825,7.301,9.724,0.502,0.389,0.606,0.724,0.027,0.022,0.037,0.054,0.064,0.001,0.0,0.003,0.003,0.003,0.007,3.17
1000,36,964.002,662.823,268.035,13.14,7.492,9.94,0.53,0.406,0.64,0.751,0.028,0.026,0.04,0.06,0.062,0.002,0.0,0.003,0.003,0.004,0.01,3.203
1000,37,963.002,661.85,267.155,13.452,7.684,10.16,0.549,0.429,0.675,0.787,0.029,0.027,0.043,0.063,0.069,0.002,0.0,0.004,0.003,0.004,0.01,3.221
1000,38,962.002,660.891,266.288,13.734,7.889,10.365,0.577,0.446,0.694,0.823,0.033,0.03,0.051,0.068,0.077,0.002,0.0,0.005,0.003,0.008,0.011,3.259
1000,39,961.002,659.912,265.434,14.047,8.059,10.585,0.609,0.464,0.709,0.858,0.033,0.032,0.052,0.08,0.086,0.003,0.001,0.005,0.005,0.009,0.011,3.301
1000,40,960.002,658.95,264.553,14.345,8.242,10.815,0.643,0.482,0.732,0.896,0.034,0.033,0.052,0.087,0.091,0.003,0.001,0.006,0.006,0.011,0.012,3.323
1000,41,959.002,657.923,263.745,14.683,8.415,10.999,0.667,0.507,0.758,0.939,0.036,0.035,0.056,0.093,0.096,0.003,0.001,0.006,0.006,0.013,0.013,3.348
1000,42,958.002,656.911,262.912,15.009,8.61,11.196,0.692,0.524,0.789,0.976,0.037,0.034,0.059,0.095,0.099,0.003,0.002,0.006,0.008,0.015,0.015,3.37
1000,43,957.002,655.961,262.067,15.283,8.787,11.37,0.729,0.535,0.832,1.026,0.043,0.036,0.063,0.099,0.108,0.003,0.003,0.006,0.009,0.015,0.015,3.398
1000,44,956.002,654.984,261.216,15.566,8.992,11.571,0.763,0.552,0.863,1.057,0.046,0.04,0.066,0.101,0.117,0.003,0.003,0.007,0.009,0.015,0.017,3.425
1000,45,955.002,653.973,260.418,15.89,9.143,11.751,0.786,0.579,0.892,1.099,0.053,0.042,0.075,0.107,0.123,0.003,0.003,0.007,0.009,0.017,0.018,3.452
1000,46,954.003,652.929,259.646,16.237,9.302,11.915,0.817,0.596,0.932,1.133,0.053,0.044,0.077,0.112,0.133,0.003,0.003,0.008,0.009,0.017,0.02,3.483
1000,47,953.003,651.952,258.831,16.51,9.472,12.097,0.863,0.614,0.976,1.16,0.054,0.048,0.085,0.118,0.139,0.003,0.003,0.007,0.01,0.019,0.024,3.515
1000,48,952.003,650.925,258.043,16.844,9.626,12.278,0.886,0.636,1.008,1.196,0.06,0.052,0.09,0.127,0.144,0.003,0.004,0.007,0.009,0.02,0.026,3.544
1000,49,951.005,649.935,257.259,17.163,9.76,12.427,0.917,0.661,1.042,1.243,0.061,0.056,0.094,0.138,0.153,0.003,0.004,0.007,0.01,0.023,0.028,3.575
1000,50,950.005,648.945,256.46,17.476,9.888,12.612,0.946,0.691,1.075,1.274,0.064,0.058,0.101,0.148,0.165,0.004,0.005,0.007,0.011,0.024,0.029,3.608
1000,51,949.005,647.968,255.656,17.79,10.029,12.775,0.973,0.706,1.108,1.316,0.07,0.06,0.105,0.158,0.181,0.004,0.005,0.01,0.013,0.027,0.028,3.643
1000,52,948.005,646.977,254.866,18.075,10.184,12.946,1.014,0.731,1.14,1.355,0.075,0.065,0.107,0.164,0.184,0.005,0.005,0.011,0.012,0.03,0.032,3.677
1000,53,947.005,646.01,254.079,18.342,10.333,13.099,1.057,0.761,1.171,1.387,0.077,0.069,0.112,0.176,0.198,0.005,0.006,0.014,0.016,0.031,0.035,3.712
1000,54,946.005,645.049,253.279,18.619,10.496,13.233,1.089,0.785,1.213,1.442,0.079,0.072,0.119,0.181,0.203,0.005,0.008,0.015,0.017,0.036,0.035,3.741
1000,55,945.005,644.08,252.491,18.906,10.629,13.386,1.114,0.825,1.247,1.478,0.085,0.075,0.127,0.193,0.215,0.006,0.008,0.015,0.019,0.039,0.036,3.771
1000,56,944.009,643.146,251.654,19.188,10.761,13.586,1.14,0.853,1.269,1.513,0.093,0.079,0.133,0.203,0.229,0.006,0.01,0.015,0.022,0.041,0.036,3.797
1000,57,943.009,642.18,250.859,19.466,10.901,13.746,1.171,0.89,1.303,1.55,0.098,0.082,0.142,0.215,0.235,0.006,0.01,0.016,0.023,0.042,0.039,3.824
1000,58,942.009,641.222,250.057,19.731,11.037,13.921,1.217,0.916,1.339,1.583,0.104,0.084,0.147,0.226,0.244,0.006,0.011,0.016,0.027,0.043,0.04,3.849
1000,59,941.009,640.217,249.329,20.011,11.194,14.021,1.253,0.943,1.376,1.622,0.111,0.085,0.153,0.245,0.256,0.006,0.012,0.019,0.028,0.045,0.043,3.882
1000,60,940.009,639.249,248.539,20.297,11.321,14.187,1.292,0.973,1.403,1.662,0.113,0.089,0.157,0.258,0.262,0.007,0.013,0.02,0.032,0.046,0.045,3.921
1000,61,939.009,638.253,247.784,20.603,11.448,14.318,1.327,0.998,1.443,1.705,0.117,0.092,0.162,0.262,0.275,0.008,0.015,0.02,0.034,0.049,0.049,3.944
1000,62,938.009,637.281,247.019,20.878,11.594,14.442,1.36,1.029,1.487,1.751,0.121,0.095,0.164,0.267,0.277,0.01,0.015,0.023,0.036,0.055,0.051,3.986
1000,63,937.009,636.304,246.26,21.145,11.724,14.577,1.404,1.059,1.521,1.797,0.127,0.102,0.174,0.278,0.284,0.011,0.015,0.023,0.037,0.057,0.055,4.01
1000,64,936.009,635.351,245.488,21.406,11.865,14.713,1.44,1.073,1.554,1.839,0.138,0.108,0.186,0.284,0.296,0.011,0.017,0.027,0.036,0.059,0.058,4.052
1000,65,935.009,634.385,244.697,21.668,12.001,14.89,1.49,1.099,1.587,1.867,0.141,0.111,0.194,0.295,0.305,0.012,0.019,0.027,0.038,0.061,0.059,4.077
1000,66,934.009,633.453,243.902,21.919,12.14,15.024,1.526,1.123,1.642,1.91,0.145,0.115,0.203,0.298,0.313,0.013,0.02,0.029,0.041,0.065,0.06,4.114
1000,67,933.009,632.49,243.136,22.159,12.281,15.178,1.58,1.149,1.672,1.943,0.151,0.12,0.211,0.309,0.317,0.016,0.02,0.029,0.046,0.067,0.063,4.149
1000,68,932.01,631.518,242.377,22.42,12.414,15.327,1.625,1.172,1.705,1.977,0.156,0.126,0.223,0.313,0.329,0.018,0.022,0.03,0.049,0.07,0.06,4.184
1000,69,931.01,630.567,241.606,22.676,12.555,15.448,1.663,1.195,1.747,2.025,0.161,0.135,0.232,0.322,0.336,0.019,0.022,0.03,0.053,0.073,0.064,4.213
1000,70,930.01,629.59,240.873,22.934,12.689,15.553,1.708,1.22,1.8,2.064,0.163,0.142,0.24,0.331,0.344,0.019,0.023,0.031,0.054,0.08,0.065,4.249
1000,71,929.01,628.605,240.16,23.211,12.814,15.638,1.737,1.254,1.831,2.115,0.171,0.147,0.25,0.338,0.36,0.02,0.026,0.034,0.058,0.084,0.066,4.285
1000,72,928.01,627.654,239.394,23.486,12.939,15.768,1.765,1.27,1.877,2.144,0.177,0.153,0.26,0.348,0.375,0.021,0.029,0.034,0.063,0.087,0.07,4.32
1000,73,927.01,626.724,238.622,23.738,13.072,15.889,1.806,1.285,1.911,2.186,0.18,0.161,0.267,0.357,0.385,0.024,0.03,0.037,0.067,0.089,0.078,4.359
1000,74,926.01,625.827,237.84,23.938,13.2,16.02,1.86,1.312,1.946,2.224,0.188,0.17,0.274,0.365,0.395,0.024,0.031,0.039,0.068,0.097,0.082,4.398
1000,75,925.01,624.856,237.139,24.194,13.32,16.102,1.909,1.336,1.974,2.267,0.192,0.178,0.28,0.38,0.402,0.024,0.033,0.042,0.075,0.1,0.09,4.443
1000,76,924.012,623.917,236.395,24.439,13.422,16.224,1.949,1.366,2.026,2.302,0.201,0.183,0.286,0.384,0.412,0.027,0.032,0.046,0.077,0.104,0.094,4.476
1000,77,923.012,623.001,235.616,24.677,13.542,16.36,1.988,1.393,2.053,2.339,0.21,0.187,0.297,0.4,0.421,0.029,0.031,0.048,0.082,0.107,0.099,4.513
1000,78,922.012,622.092,234.832,24.909,13.651,16.509,2.034,1.43,2.085,2.364,0.211,0.191,0.305,0.41,0.426,0.031,0.032,0.05,0.088,0.117,0.11,4.553
1000,79,921.012,621.194,234.07,25.145,13.751,16.604,2.077,1.453,2.126,2.409,0.213,0.194,0.315,0.426,0.445,0.035,0.034,0.051,0.093,0.121,0.114,4.583
1000,80,920.012,620.231,233.362,25.406,13.859,16.683,2.114,1.487,2.151,2.462,0.223,0.199,0.327,0.444,0.452,0.035,0.036,0.051,0.095,0.126,0.12,4.605
1000,81,919.014,619.316,232.611,25.633,13.983,16.792,2.149,1.514,2.186,2.499,0.235,0.206,0.328,0.458,0.46,0.035,0.037,0.055,0.102,0.13,0.126,4.646
1000,82,918.014,618.378,231.868,25.883,14.088,16.893,2.192,1.538,2.233,2.547,0.24,0.217,0.338,0.469,0.465,0.035,0.036,0.056,0.103,0.132,0.137,4.675
1000,83,917.015,617.423,231.153,26.144,14.183,16.998,2.231,1.565,2.258,2.574,0.247,0.221,0.36,0.49,0.485,0.035,0.039,0.058,0.104,0.137,0.139,4.699
