n,k,all,A,B,AA,AB,BB,AAA,AAB,ABB,BBB,AAAA,AAAB,AABB,ABBB,BBBB,AAAAA,AAAAB,AAABB,AABBB,ABBBB,BBBBB,max_cycle_len
1000,0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1000,1,999.0,498.968,499.032,0.516,0.0,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000,2,998.0,497.98,498.025,1.007,0.0,0.983,0.002,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.005
1000,3,997.0,497.002,497.009,1.493,0.0,1.485,0.004,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011
1000,4,996.0,495.934,496.086,2.024,0.0,1.936,0.006,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02
1000,5,995.0,494.967,495.065,2.497,0.0,2.44,0.013,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.032
1000,6,994.0,493.977,494.078,2.974,0.0,2.917,0.025,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.054
1000,7,993.0,492.994,493.088,3.444,0.0,3.394,0.038,0.0,0.0,0.04,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.08
1000,8,992.0,492.043,492.068,3.897,0.0,3.883,0.053,0.0,0.0,0.054,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.108
1000,9,991.0,491.066,491.064,4.369,0.0,4.373,0.064,0.0,0.0,0.062,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,2.126
1000,10,990.0,490.098,490.075,4.815,0.0,4.843,0.088,0.0,0.0,0.077,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2.165
1000,11,989.0,489.101,489.111,5.282,0.0,5.299,0.109,0.0,0.0,0.093,0.002,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,2.196
1000,12,988.002,488.069,488.187,5.768,0.0,5.732,0.129,0.0,0.0,0.111,0.002,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2.227
1000,13,987.002,487.122,487.18,6.208,0.0,6.204,0.15,0.0,0.0,0.128,0.003,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,2.266
1000,14,986.002,486.097,486.271,6.662,0.0,6.619,0.189,0.0,0.0,0.153,0.003,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,2.32
1000,15,985.004,485.096,485.336,7.112,0.0,7.051,0.22,0.0,0.0,0.174,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2.361
1000,16,984.006,484.127,484.361,7.562,0.0,7.498,0.243,0.0,0.0,0.197,0.005,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,2.4
1000,17,983.006,483.213,483.352,7.963,0.0,7.946,0.279,0.0,0.0,0.232,0.006,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,2.449
1000,18,982.006,482.24,482.398,8.391,0.0,8.375,0.314,0.0,0.0,0.264,0.009,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1000,19,981.006,481.259,481.446,8.841,0.0,8.798,0.337,0.0,0.0,0.297,0.012,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.003,2.54
1000,20,980.006,480.284,480.5,9.275,0.0,9.212,0.366,0.0,0.0,0.335,0.017,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.003,2.578
1000,21,979.006,479.319,479.546,9.706,0.0,9.627,0.395,0.0,0.0,0.371,0.021,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.003,2.623
1000,22,978.006,478.361,478.586,10.124,0.0,10.053,0.429,0.0,0.0,0.403,0.026,0.0,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.003,2.663
1000,23,977.006,477.414,477.625,10.524,0.0,10.477,0.471,0.0,0.0,0.439,0.03,0.0,0.0,0.0,0.021,0.001,0.0,0.0,0.0,0.0,0.004,2.704
1000,24,976.006,476.423,476.707,10.955,0.0,10.869,0.514,0.0,0.0,0.478,0.03,0.0,0.0,0.0,0.025,0.001,0.0,0.0,0.0,0.0,0.003,2.744
1000,25,975.006,475.507,475.705,11.356,0.0,11.315,0.541,0.0,0.0,0.512,0.037,0.0,0.0,0.0,0.027,0.002,0.0,0.0,0.0,0.0,0.003,2.779
1000,26,974.006,474.541,474.766,11.784,0.0,11.708,0.572,0.0,0.0,0.555,0.04,0.0,0.0,0.0,0.033,0.003,0.0,0.0,0.0,0.0,0.003,2.812
1000,27,973.006,473.601,473.813,12.182,0.0,12.11,0.612,0.0,0.0,0.595,0.046,0.0,0.0,0.0,0.039,0.003,0.0,0.0,0.0,0.0,0.004,2.847
1000,28,972.006,472.649,472.863,12.593,0.0,12.517,0.648,0.0,0.0,0.631,0.049,0.0,0.0,0.0,0.046,0.005,0.0,0.0,0.0,0.0,0.004,2.877
1000,29,971.006,471.734,471.893,12.967,0.0,12.922,0.698,0.0,0.0,0.679,0.052,0.0,0.0,0.0,0.05,0.006,0.0,0.0,0.0,0.0,0.004,2.902
1000,30,970.006,470.785,470.949,13.372,0.0,13.313,0.739,0.0,0.0,0.726,0.056,0.0,0.0,0.0,0.054,0.006,0.0,0.0,0.0,0.0,0.005,2.933
1000,31,969.007,469.791,470.058,13.803,0.0,13.669,0.776,0.0,0.0,0.776,0.06,0.0,0.0,0.0,0.06,0.007,0.0,0.0,0.0,0.0,0.006,2.971
1000,32,968.009,468.888,469.066,14.182,0.0,14.098,0.819,0.0,0.0,0.812,0.064,0.0,0.0,0.0,0.065,0.007,0.0,0.0,0.0,0.0,0.006,2.999
1000,33,967.009,467.935,468.142,14.566,0.0,14.481,0.873,0.0,0.0,0.858,0.066,0.0,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.0,0.006,3.034
1000,34,966.009,467.017,467.187,14.937,0.0,14.867,0.921,0.0,0.0,0.916,0.074,0.0,0.0,0.0,0.071,0.01,0.0,0.0,0.0,0.0,0.007,3.067
1000,35,965.009,466.079,466.271,15.308,0.0,15.216,0.977,0.0,0.0,0.983,0.081,0.0,0.0,0.0,0.074,0.01,0.0,0.0,0.0,0.0,0.008,3.092
